NUMBER|PROTO|PRNUM|MEANING|RUSMEAN|PHN|AKO|REFERENCE
926|*putɨ'ič-|216|to hit, bump, collide|бить, сталкиваться|pudit- [putič-]|putɨ'ič-|Nam 265, KED 812.
927|*nupi-|1220|to quilt|стегать|nubi-|nupi-|Liu 162, KED 358.
928|*pok|117|swellfish, blowfish|бычок (рыба)|pok|pok|Liu 388, KED 795.
929|*kjə[b]- / *kib-|1065|1 rice husks 2 bran|1 рисовая шелуха 2 отруби|kjə 1, kiul 2|kjə́ 1, kì'úr 2|Liu 53, 114, KED 111, 272.
930|*tori-|0|flail|цеп, молотилка|torik:ä|tòrì-čhái, tori-kai|Nam 157, KED 465.
931|*kòbắr|692|district|провинция, район|koɨl|kò'ắr|Liu 65, KED 148.
932|*tə̄rə̀b-|2340|to be dirty|быть грязным|tə̄rəp- (-w-)|tə̄rə̀p- (-w-)|Nam 149, KED 442.
933|*pòrì|1829|barley|ячмень|pori|pòrì|Nam 260, KED 790.
934|*kəi'əm|474|envy, covetousness|зависть|kejəm|kəi'əm|Liu 52, KED 109.
935|*pə̀ŋ-|1745|1 to open up, spread open (slightly) 2 to smile, grin, chuckle|1 раскрываться, приоткрываться 2 улыбаться, смеяться, хохотать|paŋgɨ-, pəŋgɨ-, paŋgɨt [paŋkɨs] ha-, pəŋgɨt [pəŋkɨs] ha- 1, 2|pə̀ŋ'ɨ́-, pə̀ŋkɨ́r- 1|Liu 381, KED 736, 772.
936|*pjə̀ró|164|inkstone (for rubbing the ink from an ink stick)|чернильный камень|pjəru|pjə̀ró|Nam 258, KED 775.
937|*sok-kori|2128|a k. of basket|вид корзины|sokhuri|sok-kori (kori 'basket')|Liu 464, KED 978.
938|*sūi-|2102|to breathe; to rest|дышать; отдыхать|swī-|sūi-|Nam 316, KED 1022.
939|*pài|1774|dawn|рассвет||sài-pài (sāi- 'to dawn')|HMCH 152, Nam 295 (gives sài-pái, although HMCH has explicitly sài-pài). Modern sä-bjək (KED 922) 'dawn' is probably related, with a secondary suffixation.
940|*ā-mò|406|someone, some|кто-то, некоторый|āmu|āmò (cf. also ə̀nɨ́ 'some, someone', àrắm 'oneself')|Nam 337, KED 1072.
941|*mīr-|1312|tide|разлив, прилив|mīlmul|mīr-mɨ́r (mɨ́r 'water')|Nam 234, KED 697.
942|*parmak (~ -ă-)|133|a k. of footwear|вид обуви|palmak||KED 727.
943|*kobār-|1050|be high, strong (of fire)|быть сильным, горячим (об огне)|kwāl-||KED 183.
944|*ptɨ́-|2373|to be separated, have an interval|быть отделенным, иметь промежуток|t:ɨ-|ptɨ́-|Nam 173, KED 523.
945|*tā-|635|give (me)|дай (мне)|tā-go, tā-o|tā-kò|Liu 190, 191, KED 378.
946|*mut|1357|dry land|суша|mut [muth]|mut|Nam 223, KED 685.
947|*pìnɨ́r|1641|(fish) scales|(рыбья) чешуя|pinɨl|pìnɨ́r|Nam 276, KED 850.
948|*məŋ|1284|scar, bruise|шрам, синяк|məŋ||KED 615.
949|*ps-kì'ú-|1642|1 to insert into a rim 2 to butt, stick in|1 вставлять в оправу 2 вставлять, вкалывать|k:iu- 1, č:irɨ- 2|ps-kì'ú- 1, ps-tìrɨ̀- 2|Nam 80, 181, KED 271, 1530.
950|*tắr-|2386|to hang, fasten|вешать, прикреплять|tal-|tắr-|Nam 140, KED 403.
951|*tɨ̀rí-|2406|to hang|висеть, вешать|tɨriu-|tɨ̀rí-|Nam 171, KED 526.
952|*piro|134|dandruff, mange|перхоть, чесотка|piru|piro|Nam 276, KED 852.
953|*pìrə́|149|bank, precipice|берег, обрыв||pìrə́|Nam 276.
954|*ə́tìr-|2537|to be able, wise|быть способным, мудрым|əǯil-|ə́tìr-|Nam 359, KED 1136.
955|*pátắrí|1626|a k. of bee|вид пчелы|pādəri|pátắrí|Nam 237, KED 704.
956|*ə̀rí-|630|young|молодой, юный|əri-|ə̀rí-|Liu 545, KED 1128.
957|*sp-|1921|1 to wet, soak 2 to wash 3 to scatter, sow|1 мокнуть 2 мыть 3 разбрасывать, сеять|p:uri- 1,3, \Ip:al-\i 2|spɨ̀rí- 1, spắr- 2, spìh- 3|HMCH 312, Nam 247, 272, 279, 280,  KED 725, 814.
958|*kằr-kə̀mɨ́i|1047|a k. of spider|вид паука|kalgəmi|kằr-kə̀mɨ́i|Nam 20, KED 43.
959|*tòr- / *tùr-|2260|1 revolve 2 surround|1 вращаться 2 окружать|tol- 1,  turɨ- 2|tòrá-ka- 'return', tòrá-pò- 'look back', tōr- 1, tùrɨ̀- 2|Liu 223, 229, 239, KED 479, 504.
960|*kòp-|1123|to double, increase twofold|удваивать, увеличивать(ся) вдвое|kop-ha-|kòp-|Nam 52, KED 164.
961|*čòp-|299|narrow|узкий|čop-|čòp-|Liu 665, KED 1482.
962|*sắčh|2027|cord|веревка, шнурок|säk:i|sắčh|Nam 294, KED 920.
963|*čằč-|2610|be frequent, constant|быть частым, постоянным|čač-|čằč-|Nam 418, KED 1408.
964|*kòt-|562|straight, vertical|прямой, вертикальный|kot-|kòt-|Nam 50, KED 156.
965|*kằńằm|2743|material, cloth|материал, ткань|kām|kằńằm|Nam 13, KED 49.
966|*ùhɨ́i-|2501|to take, grasp, pick out|брать, хватать, вытаскивать||ùhɨ́i-|Nam 391.
967|*pə̄m|1857|tiger|тигр|pə̄m|pə̄m|Nam 256, KED 767.
968|*kăm-|496|to hide, conceal|прятать, скрывать|kamčhu-|kăm-čho-|Nam 24, KED 55.
969|*nón|1489|rice field|рисовое поле|non|nón|Liu 157, KED 346.
970|*kə̄mə̀rí|847|leech|пиявка|kə̄məri|kə̄mə̀rí|Liu 41, KED 84.
971|*kàjàmí|700|ant|муравей|kǟmi|kàjàmí, kàjàmɨ́i, kàjàmắi|Liu 22, KED 70.
972|*àhắi|2490|child|ребенок|\Iai\i|àhắi|Nam 343, KED 1076.
973|*kòrằ-|837|to be equal, similar|быть равным, похожим|korɨ-|kòrằ-|Nam 46, KED 140.
974|*mìth|1324|bottom, foundation|дно, основание|mit [mith]|mìt, mìth|Nam 234, 235, KED 699.
975|*mə̄bi- / *mɨ̀bi-|1354|1 to be naked 2 to be bald|1 быть голым 2 быть лысым|mui- 2, mä-n, mi-n 'pure, bare'|mɨ̀i- 2, mə̄i-wàs- 1 (pàs- 'to take off clothes')|Nam 212, 232, KED 603, 664, 693.
976|*àčă-|55|1 aunt 2 uncle|1 тетя 2 дядя|aǯä 1, 2, aǯuməni 1, aǯäbi 2|àčắmì 1, àčàpí 2|Nam 341, KED 1076, 1077.
977|*sām|1963|1 spot (in the eye) 2 wart, mole|1 пятно (в глазу) 2 бородавка, родинка|sam 1, sāmagwi 2|sāmákói 2|Liu 433, KED 873, 901.
978|*nokočiri|1394|field lark|полевой жаворонок|nogoǯiri (arch.)|nokočiri|Nam 110, KED 338.
979|*nò-nắ-|1211|light yellow|светло-желтый||nònắ-|Nam 110.
980|*suk-|2030|to droop|свисать|suk-|suk-|Liu 476, KED 1013.
981|*tàtằd-|2745|to arrive, reach, attain|достигать|tatarɨ-|tàtằt- (tàtằr-)|Nam 128, KED 380.
982|*čjókái|328|cheek|щека||pó-čjókái (a compound with pó- 'cheek')|HMCH 199, Nam 261.
983|*čăkami|345|chin of helmet|подбородок шлема|čagämi|čăkami|Nam 412, Liu 631.
984|*kìbúr-|750|to bow down, be sloping, decline|наклоняться|kiul-|kì'úr-|Nam 79, KED 272.
985|*mòk|1242|neck|шея|mok|mòk, mòkài|HMCH 199, Nam 214, KED 636.
986|*pùčhə́i|1841|fan|веер|pučhä|pùčhə́i|Nam 266, KED 821.
987|*kjə́čh|824|side|сторона|kjət [kjəth]|kjə́čh|Nam 44, KED 128.
988|*pār|1725|armful|охапка|pāl|pār|Nam 245, KED 723.
989|*òrắ-|1607|to rise|подниматься|orɨ-|òrắ-, òr-|Nam 380, KED 1199.
990|*náč|1417|day, day-time|день, дневное время|nat [nač]|náč|Nam 101, KED 312.
991|*kíń-|765|nest|гнездо|\Ikit\i (kis)|kís 'nest', kíń- 'to nest'|Nam 83, KED 282.
992|*turəi|2263|bucket, scoop|ведро, черпак|ture||KED 503.
993|*tājá|2289|wash-tub|корыто|tǟja|tàjá|Nam 132, KED 430.
994|*pɨ̀skɨ́rì-|1733|to be ashamed|стыдиться|puk:ɨri-|pɨ̀skɨ́rì-|Nam 274, KED 810.
995|*sjó|2536|cow|корова|\Iso\i|sjó|Nam 311, KED 968.
996|*nīń-|1529|to combine, continue|соединять, продолжать|īt- \I[is-]\i|nīń-|Nam 127, KED 1369.
997|*hà-|7|yawn|зевок|haphum|ha-phɨi'om, hà'óĳòm, hahoi'om|Nam 469, KED 1788.
998|*nò'ɨ̀r|1230|morning or evening dawn, red glow in the sky|утренняя или вечерняя заря|nōl|nò'ɨ̀r|Nam 111, KED 347.
999|*mah|1367|1 rain, rainy season 2 southern wind|1 дождь, дождливый сезон 2 южный ветер|čaŋ-ma 1, \Ima,\i ma-pharam 2|\Ima\i (mah-) 1, 2|Nam 191, KED 558, 568, 1404.
1000|*kójōm|794|a k. of jujube, lotus persimmon|вид ююбы, лотосовая хурма|kojom|kójōm|HMCH 173, Liu 66, KED 147.
1001|*pằi-|179|to be pregnant|быть беременной|pǟ-|pằi-|Nam 251, KED 745.
1002|*sok-|318|horse-tail|хвощ|soksä|soksai, soksăi|Liu 464, KED 983.
1003|*kùńí|1159|manger, trough|корыто|kuju|kùńí, kùńjú|Nam 60, KED 206.
1004|*maru|1247|floor|пол|maru|maru, maro|Liu 298, KED 561.
1005|*skuə̀ŋ|2087|pheasant|фазан|k:wəŋ|skuə̀ŋ|Nam 64, KED 225.
1006|*jə̀búi-|2642|to get emaciated, haggard|истощаться, становиться изможденным|jəwi-|jə̀'úi-, jə̀'ói-|Liu 563, KED 1165.
1007|*àńằ|685|younger brother or sister|младший брат или сестра|au|àńằ|Nam 338, KED 1075.
1008|*sòrắi|2081|voice, sound|голос, звук|sori|sòrắi|Nam 307, KED 972.
1009|*sòn|1950|guest|гость|\Ison\i|sòn|Nam 308, KED 985.
1010|*patak ( ~ -ă-)|1832|cloth, weave, texture|ткань|padak||KED 703.
1011|*kármó|728|axle, metal tube for axle|ось, втулка||kármó|Nam 19.
1012|*nək-|1185|brazen, shameless|бесстыдный|nək-sal||KED 332.
1013|*sàpók|1916|brace, pivot pin|скоба, шкворень|sabuk|sàpók|Liu 433, KED 876.
1014|*sp-|2567|1 to pick out, pluck out, draw 2 to be pulled out, fall out|1 выщипывать, вырывать, вытягивать 2 выдергиваться, выпадать|p:ǟ-, p:op- 1, p:ā-ǯi- 2|spă- 1, spóp-tɨ̄t- (-r-) 2|Nam 242, 263, KED 709, 745, 805.
1015|*čūb-|256|to pick|подбирать, собирать|čūp- (-w-), čūt- [čūs-]|čūs- (čūń-), čūń- ( < *čubuń-)|Nam 435, KED 1509.
1016|*čìp-|300|1 to pick up, pinch 2 tongs, tweezers|1 щипать, брать пальцами 2 клещи, щипцы|čip- 1, čipke 2|čìp- 1, čìpkə́i 2|Liu 687, KED 1554, 1555.
1017|*káps|1009|price|цена|kap [kaps]|káps|Nam 24, KED 57.
1018|*kò'í-|563|to love, like|любить|kwē- (arch.)|kò'í-|Liu 66, KED 188.
1019|*so'ok|2124|deep inside|глубоко, в глубине|sōk|so'ok|Nam 307, KED 979.
1020|*mɨ̀rằ-|1344|soft, weak|мягкий, слабый|murɨ-|mɨră-, mɨ̀rɨ̀-|Nam 226, KED 656.
1021|*hoàr|1882|bow and arrow|лук и стрела|hwal|hoàr|Liu 758, KED 1862.
1022|*thas|2471|reason; trust|причина; доверие|\Ithat\i [thas] 'reason; fault'|thas|Liu 712, KED 1694.
1023|*pắr|1648|1 layer 2 set|1 слой 2 набор|pəl 2|pắr 1, 2|Liu 353, KED 764.
1024|*njə̀h-|1486|to put in|класть, вкладывать|jə- [jəh-] (dial.), nə- [nəh-]|njə̀h-|Nam 108, 109, KED 336, 1189.
1025|*ə̀p-|443|1 father 2 parents|1 отец 2 родители|əbi (arch.), abi, abəǯi 1, əbəi 2|ə̀pí 1, ə̀pə̀ńí 2|Nam 361, 362, KED 1074, 1130, 1131.
1026|*sùr'úi|1264|carriage, cart|повозка|\Isure\i|sùr'úi|Nam 315, KED 1001.
1027|*kòró|980|satin, ornamented silk|сатин, узорный шелк||kòró|Nam 46.
1028|*kop|901|navel|пупок|päk:op|păi-s-kop|Nam 253, KED 743.
1029|*kɨ̀rɨ̀-|571|to be wrong, mistaken|ошибаться, заблуждаться|kɨrɨ-|kɨ̀rɨ̀(s)-|Nam 67, KED 236.
1030|*mằi-|1263|to bind, tie up|связывать, завязывать|mǟ-|mằi-|Nam 206, KED 598.
1031|*pɨ́rh-|1854|to loosen, undo, explain|развязывать, распаковывать, расслаблять|phul-|phɨ́r-|Nam 465, KED 1763.
1032|*sài'ó-|1913|to be jealous|ревновать|säu-|sài'ó-|Nam 296, KED 924.
1033|*kobVr|1072|coffin, box|гроб, ящик||kōr|Nam 51.
1034|*kóp|1122|fat, slime|жир, слизь|kop 'a mucous discharge'|kóp|Liu 72, KED 162.
1035|*kă'oi ( ~ *ko'ăi)|860|dressing for the lower part of body|одежда для нижней части тела|koi|kă'oi, ko'oi|Nam 15, 48, KED 148. Martin treats the word as a loanword < MC khò 'trousers' + ʔɨj 'clothes'; however, the word means both 'trousers' and 'skirt' in MKor.; the compound is not found in Chinese proper; and the MKor phonology cannot be explained < Chinese. Modern koi (orth. ko'ɨi) may be a secondary modification under Chinese influence.
1036|*kìtɨ́r'ó-|802|to wait|ждать|kidari-|kìtɨ́r'ó-|Nam 78, KED 262. Cf. also kìth- 'to remain'.
1037|*ork-|2505|1 rope 2 to tie, bind|1 веревка 2 привязывать, завязывать|\Iok\i [olk] 1, \Iok-\i [olk-] 2||KED 1209.
1038|*tàtắm-|2752|to trim, prune|подрубать, подрезать|tadɨm-|tàtắm-|Nam 128, KED 381.
1039|*thắ-|2297|to get (money), be paid for service|получать (деньги, плату за услуги)|tha-|thắ-|Nam 456, KED 1685.
1040|*ùsɨ̀rk|193|badger|барсук||ùsɨ̀rk|Nam 390.
1041|*òńắrí|1575|badger|барсук|osori|òńắrí|Nam 381, KED 1201.
1042|*ori|2753|alder|ольха|ori-namu|ori-namo|Liu 576, KED 1199.
1043|*pə̄t|199|friend, companion|друг, товарищ|pə̄t [pəs]|pə̄t|Nam 256, KED 771.
1044|*sór|2073|pine tree|сосна|\Isol,\i so-namu|sór|Nam 310, KED 970, 990.
1045|*toph-|2312|to search for, to seek everywhere|искать всюду, обыскивать|thoph-||KED 1715.
1046|*ə̀rí|445|enclosure|загон, огороженное место|əri (arch.)|ə̀rí|Nam 361, KED 1128.
1047|*sàm-|2190|1 to spin 2 to join ends of threads|1 прясть 2 соединять концы ниток|sām- 1|sàm- 1, sámsàm- 2|Liu 439, KED 902.
1048|*pu-|1771|1 to spin 2 to twist|1 сучить, прясть 2 выкручивать|pɨ- (dial., SKE 203); pi-thɨl-|pūi-thɨ́r-|Nam 269, KED 859. The simple verb is cited from Ramstedt's SKE; in other sources it is only attested as part of a compound with thɨr- 'twist' (v. sub *tok`V).
1049|*ìrbə̀ń-|68|to steal|воровать||ìrpə̀ń-, ìrwə̀s-|Nam 405.
1050|*ə̄m|0|fang|||ə̄m|
1051|*kə̀'úč|968|moustache, beard|усы, борода||kə'uč, kə̀'ús|HMCH 205, Nam 35.
1052|*àr-|31|pretty, beautiful|красивый|arɨm-tap-|àrắm-táp-|Nam 336, KED 1071.
1053|*tjap- (?)|2390|to kill, slaughter|убивать, резать (животных)|čap- (NKor. tjap-)||KED 1398 regards the word as a metaphorical variant of čap- 'to hold, catch'; but SKE 23 gives a dialectal form tjap- which might suggest a different origin.
1054|*tan|2208|bundle|связка|tān|\Itan\i|Liu 197, KED 393.
1055|*tắi|398|place, inside|место, внутренность|\Ite\i|tắi|Nam 147, KED 454.
1056|*kằră-|712|1 to divide, split 2 to distinguish|1 разделять, расщеплять 2 различать|karɨ- 1, karä- 2|kără- 1, kằr-hắi- 1, 2|Nam 10, 22, KED 11, 13.
1057|*kà-|470|to take|брать|kaǯi-, dial. ka-|kà-čí-|Nam 8, KED 27, SKE 83.
1058|*tarh-|2237|to tire, wear away|уставать, изнашиваться|tal- [talh-]|tarh-|Liu 200, KED 408.
1059|*čɨ̀rɨ̀-|247|to go straightly, take a short way|идти напрямик|čirɨ-|čɨ̀rɨ̀-|Nam 436, KED 1530.
1060|*pə̀tɨ́r|1674|poplar, willow|тополь, ива|pədɨl|pə̀tɨ́r|Liu 375, KED 759.
1061|*ur-|657|1 enclosure 2 fence 3 cage|1 загон 2 забор 3 клетка|uri 1, 3, ul 2|ùrí 1, úrh 2, 3|Liu 592, 595, KED 1238, 1246.
1062|*àtáŋ|469|to flatter|льстить|adaŋ-ha-|àtáŋ-hằ-|Nam 335, KED 1069.
1063|*ùrí-|2516|to steep, soak|вымачивать|uri-|ùrí-|Liu 592, KED 1238.
1064|*kòp-, *kup-|883|to be bent|быть изогнутым|kop-, kup-|kòp-, kup-|Nam 52, 63, KED 163, 220.
1065|*pə̀čɨ́m|1797|scab, herpes, ringworm|струп, лишай|pəǯim|pə̀čɨ́m|Nam 255, KED 761.
1066|*sīr|2718|thread, silk thread|нить, шелковая нить|sil|sīr|Liu 499, KED 1055.
1067|*poŋ'ori|2754|bud|бутон, головка цветка|poŋori|poŋ'ori|Liu 391, KED 807.
1068|*káčí|471|branch|ветка|kaǯi|káčí|Nam 7, KED 26.
1069|*kòč|523|flower|цветок|k:ot [k:očh]|kòč|Nam 54, KED 174.
1070|*nāt|1411|cereal|злак|nāt|nāt|Nam 94, KED 302.
1071|*nə̀čhúr|1168|drooping branches|свисающие ветви, лоза|nənčhul|nə̀čhúr|Nam 104, KED 332.
1072|*kàr-|774|tiger|тигр|kalbə̄m|kar-wə̄m, kar-pəm|HMCH 185, Nam 19, KED 46. A compound with *pə̄m 'tiger, leopard' (v. sub *p`uma).
1073|*tàk|2294|a k. of tree (paper mulberry)|шелковица бумажная (Broussonetia)|tak|tàk|Liu 197, KED 390.
1074|*toŋ'ăi|2345|gad-fly|овод||toŋ'ăi|Liu 233.
1075|*čòkɨ́i|320|gilthead fish (Collichthys fragilis); porgy (sea bream)|вид рыбы|čogi|čòkɨ́i, čjokɨi|Nam 427, 432, KED 1470.
1076|*sín|1964|footwear|обувь|\Isin\i|sín|Liu 498, KED 1047.
1077|*sə̀hɨ̀rə̀i|1955|rake, harrow|грабли, борона|s:əre|sə̀hɨ̀rə̀i|
1078|*čə̄s|1985|1 fir tree, Chamaecyparis obtusa Endl. 2 cone, pine nuts|1 вид пихты 2 шишка, сосновые семена|čə̄n-namu 1, čāt [čās] 2|čə́s-namo 1, čās 2|Liu 646, 653, KED 1400, 1430.
1079|*kòrài|885|whale|кит|korä|kòrài|Liu 63, KED 138.
1080|*súrí|1891|eagle, hawk|орел, ястреб|suri|súrí|HMCH 180, Liu 474, KED 1002.
1081|*kə̀thí-|739|to stumble|спотыкаться||kə̀thí-|Nam 36.
1082|*nắrí-|1482|to tie round|обвязывать|nɨri-|nắrí-|Nam 92.
1083|*kái ( < *kabi)|993|inlet, estuary|бухта, устье реки|\Ikä\i|kái|Liu 33, KED 65.
1084|*sìskú-|1972|1 to contest, contend 2 to quarrel, be annoying|1 соревноваться, состязаться 2 ссориться, досаждать|sik:ɨrəp- 2|sìskú- 1|HMCH 333, Nam 327.
1085|*pukh|2755|completely, exhaustively|полностью, целиком|phuk, phok||KED 1762.
1086|*čjàkà-|2756|1 gravel, pebbles 2 mother of pearl|1 галька 2 перламутр|čagal 1, čagä 2|čjàkài 2, čjakai-tor 1|Nam 419, KED 1372.
1087|*kə̀húm|1075|jaw|челюсть||kə̀húm|Nam 36.
1088|*kàsằm|991|breast|грудь|kasɨm|kàsằm|Nam 5, KED 20.
1089|*skú-m|2001|dream|сон|k:um|skú-m|Nam 63, KED 219.
1090|*kùrì-|810|be smelly, stinking|вонять, пахнуть|kori-, kuri-|kùrì-|Liu 83, KED 200.
1091|*kɨ̀ń-|879|1 to pull, drag 2 to draw 3 stroke, drawn line|1 тащить, тянуть 2 чертить 3 черта, проведенная линия|k:ɨ̄l- 1, kɨ̄t- [kɨs-] 2|kɨ̀ń- 2, kɨ̀ń-, kɨ̀ńɨ̀-, skɨ̀ń- 1 (with sk- representing expressive gemination), kɨ̀s ( = *kɨ̀ń) 3|Nam 69, 75, KED 247, 257.
1092|*tīroŋ|2757|worm, earth-worm|червь, земляной червь|čīrəŋi|tiroŋ'i, tirjoŋ, tirjoŋ'i|Liu 260, KED 1529.
1093|*čɨ̀r-|261|slushy, watery|водянистый, жидкий|čil-|čɨ̀r-|Nam 439, KED 1551.
1094|*tàpòk-|376|thick, luxurious|густой, пышный|tabok-, taborok-|tàpòk-|Nam 130, KED 385.
1095|*čɨrɨ- ( ~ -i-)|2631|to skim off (as cream), cut off|снимать (сливки и т. п.), срезать|čirɨ-||KED 1530.
1096|*ə̀skə́i|437|shoulder|плечо|ək:ä|ə̀skə́i|Nam 369, KED 1121.
1097|*kari-|708|1 heap, stack 2 to pile up|1 куча, стог 2 накладывать|kari 1, kari- 2|kari 1|Liu 19, KED 13, 14.
1098|*pɨ̀th-|215|to be attached|быть прикрепленным, прицепленным|\Iput-\i [puth-]|pɨ̀th-|Nam 275, KED 846.
1099|*nùrɨ́-|1502|to press, repress|давить, подавлять|nūrɨ-|nùrɨ́-|Liu 162, KED 357.
1100|*sàkí-|1899|to carve, engrave|вырезать, гравировать|sägi-|sàkí-|Nam 282, KED 920.
1101|*sāi-|1885|to dawn|рассветать|sǟ-|sāi-|Nam 295, KED 921.
1102|*mònčjə́(i)|2644|first of all|сначала, прежде всего|mənǯə|mònčjə́(i)|Nam 217, KED 612.
1103|*psɨ́-|1867|to use|употреблять, использовать|s:ɨ-|psɨ́-|Nam 319, KED 1023.
1104|*psɨ́-|1809|to write|писать|s:ɨ-|psɨ-, ssɨ́-, sɨ́-|Liu 484, KED 1023.
1105|*sòŋ'ì|2113|1 lotus seed 2 bud, bunch|1 семя лотоса 2 почка, гроздь|soŋi, soŋari 2|sòŋ'ì 1|Nam 310, KED 994.
1106|*tamɨr-|2371|to close the mouth, be silent|закрывать рот, молчать|tamul-|tamɨr-|Liu 193, KED 385.
1107|*pùrò|144|salad, Lactuca|салат-латук|puru|puro, pùrù|Liu 394, KED 813.
1108|*kòrhói|522|ring, bracelet|кольцо, браслет|kori|kòrhói|Nam 51, KED 140.
1109|*kjə̀d-|820|to weave, plait|ткать, заплетать|kjə̄t- (-r-)|kjə̀t- (-r-)|Liu 56, KED 115.
1110|*kɨrk-|930|to run away, to escape|убегать, спасаться бегством|kɨk- [kɨlk-]||SKE 115.
1111|*utu|1588|1 head 2 top of head|1 голова 2 темя, верхушка головы|udu-məri 2|utu 1|Liu 591, KED 1237.
1112|*čār|232|sable|соболь|čāl||KED 1392.
1113|*kằńắi|1005|scissors|ножницы|kawi|kằńắi|Nam 14, KED 23.
1114|*kə̄r-|539|to be smoked|коптить(ся)|kə̄l-||KED 97 (derives from kɨɨl- < *kɨ̀ńɨ̀r- q. v. sub *k`ùńe), which is phonetically implausible.
1115|*kə̀púp|792|turtle|черепаха|kəbuk|kə̀púp|Nam 32, KED 85.
1116|*koči|1052|milt, roe|молоки минтая|koǯi||
1117|*nòh|1167|string|тесемка, веревка|\Ino\i|nò (nòh-)|Nam 110, KED 338.
1118|*nɨ̀rɨ́p|1458|elm|вяз|nɨrɨp|nɨ̀rɨ́p|Nam 118, KED 366.
1119|*namɨra-|1468|to curse, swear|ругать|namura-|namɨra-|Nam 88, KED 289.
1120|*kərɨm|1132|dung|навоз, удобрения|kərɨm||KED 82 (derivation from kə̄l- 'fertile' is irregular and probably folk-etymological).
1121|*umur-|664|to crowd, cluster|собираться в кучу, кишеть|umul-umul-ha-, omul-kəri-|umur-umur|Liu 593, KED 1200, 1239.
1122|*ə̄ŋtəŋ'i|2525|ass, behind|задница, зад|ə̄ŋdəŋi|əŋtəŋ'i|Liu 558, KED 1154.
1123|*ori-|2514|to mince, cut small|размельчать, мелко резать|ori-|ori-|Liu 576, KED 1199.
1124|*njə̀p|1483|side|сторона|jəp(h)|njə̀p|Nam 109, KED 1189.
1125|*phɨ́-|2797|to emit, spread|испускать, распространять|phi-|phɨ́-|Nam 464, KED 1772.
1126|*čapa- ( ~ -ă-)|2675|rags, odd ends of paper or cloth|тряпка, лоскутья|čabägi||KED 1379.
1127|*č(j)apa-|316|earthenware jar, bowl|глиняный кувшин|čabägi||KED 1379.
1128|*òrmí|448|a k. of grass|вид травы|olmi-phul|òrmí|Liu 580.
1129|*psắ-|1631|hail|град||psắ-nūn|Nam 289. Connection with psắr 'rice' ("rice-snow") cannot be excluded, cf. also the modern form s:aragi-nūn.
1130|*sjə́m|2052|straw bag, measure of grain|соломенный мешок, мера зерна|səm|sjə́m|Nam 305, KED 953.
1131|*kor-|520|acacia, Caragana ussuriensis|акация|koldam-čho||
1132|*koro-|846|a k. of maple|вид клена|koroswe-namu||
1133|*mìnàrí|1295|celery, parsley|сельдерей, петрушка|minari|mìnàrí|Liu 345, KED 687.
1134|*kòr'oàŋ'í|1016|snail|улитка||kòr'oàŋ'í|Nam 51.
1135|*mɨ́i-|2758|1 to tear a hole 2 to get torn|1 прорывать дыру 2 разрываться|mī- 1, 2, mii- 2|mɨ́i- 2|Liu 344, KED 687.
1136|*čjəpɨi-|2579|wormwood|полынь|čebi-s:ok, čebi-k:ol|čjəpɨi-skor|Liu 655, KED 1464.
1137|*kắràč|729|Setaria viridis; Lolium temulentum|Setaria viridis; Lolium temulentum|karaǯi|kắràs|Nam 11, KED 10.
1138|*pām|1763|chestnut|каштан|pam|pām|Nam 248, KED 733.
1139|*ɨrɨ-|689|to scare, threaten, menace|угрожать, пугать|ɨrɨ-||KED 1285.
1140|*sằńí|1910|space between, interval|промежуток|sai|sằńí|Nam 288, KED 881.
1141|*čori-|344|oak tree|дуб|čoričham-namu|čoričham-namo|Liu 662, KED 1472.
1142|*pằi|1817|pear|груша|\Ipä\i|pằi|Nam 251, KED 743.
1143|*nək-|1184|roots and stalks (of water plants)|корни и стебли (водных растений)|nəgəp|nəks|Nam 104, KED 329.
1144|*nar- ( ~ -ă-)|1505|be in a row, side by side|быть друг рядом с другом|naran-ha-||KED 287.
1145|*thi|2611|fish (a suffix in fish names)|рыба (суффикс в назв. рыб)|kamul-čhi 'eel', sam-čhi 'mackerel' etc.|kàmó-thì etc.|
1146|*sằr-|1902|to disappear, vanish|пропадать, исчезать|sara-ǯi-|sằr-|Nam 291, KED 871.
1147|*tằthó-|2645|to fight, struggle|биться, сражаться|tathu-|tằthó-|Nam 137, KED 389.
1148|*ur|673|clan, relatives|род, родня|ul||KED 1246.
1149|*čjə̀mɨ́r-|2647|to become dark|темнеть|čəmul-|čjə̀mɨ́r-|Nam 424, KED 1420.
1150|*pằrk-|118|bright|светлый|pak- [palk-]|pằrk-|Nam 247, KED 732.
1151|*puruk|136|bull-calf|бычок|puruk-so (so 'cow'), purugi||KED 813.
1152|*kàčí|2652|kind, sort, variety|вид, разновидность|kaǯi|kàčí|Nam 8, KED 26.
1153|*kām|2654|persimmon|хурма|kām|kām|Liu 29, KED 49.
1154|*mɨ̀ńɨ́i-|1308|to be afraid, scared|бояться|musəp- (-w-)|mɨ̀ńɨ́i-, mɨ̀ńɨ́ĳə́p- (-w-)|Nam 228, KED 660.
1155|*kɨ̀rɨ̀mə́i|2678|shadow|тень|kɨrimǯa|kɨ̀rɨ̀mə́i, kɨ̀rìmə́i|Nam 67, 68, KED 237.
1156|*tāmắi-n|233|rarely, only|редко, только, всего лишь|taman|tāmắin|Nam 130, KED 384.
