NUMBER|PROTO|PRNUM|MEANING|CHUK|CHUKNUM|ITEL|ITELNUM|COMMENTS|NIOD|NIODNUM
988|*'emji-|0|обмелеть|*em-ʒi-|630|*'am- ЮК|1537|||0
989|*'ъpŋъł- ~ *'ъŋpъł-|0|известие, новость|*ъpŋъł-, *pъŋłъ-|1078|*'ampela-|1546|||1107
990|*kərŋ̣e|0|бык, самец-производитель|*kərŋe, *-əkrəŋe|674|*kʷič'e|1555|||0
991|*qĕł-|0|неужели|*qec-(ək)|719|*qełsx, *klex|1556|||0
992|*kĕmeke|0|жук|*kạmạkạ|639|*kmak|1557|||0
993|*kĕmə-|0|круг, кольцо|*kạmlịl|644|*kʷme-|1558|||0
994|*qujŋə-, *'əjqujŋə-|0|рукоять|*əʒquʒɣə-n|534|*kujnə̆-ŋ|1564|||0
995|*kъl'mъ|0|ошейник, шейная мышца|*kъlbъ "|1810|*kwŏlɣŭ-m|1304|||0
996|*kъlɣʷъ-|0|надрезать|*kъlbъ- "|602|*kəlwa-|1566|||0
997|*'ĭktə-|0|ледышка, сосулька|*ịktə̣-|1729|*kt-|1567|||0
998|*kŭvlə-|0|месяц (временной), круглый|*kə̣fL-(uk)|1811|*kule-č|1565|Ср. *kəvlə- 'колесо, катиться' (251).||0
999|*thiv-|0|устойчивый, упругий, крепкий, упрямый|*(ə)tʁib-|483|*k'ʷe-|1570|Ср. с *kəthi'm- 'крепкий, тугой, бодрый, здоровый' (159).||0
1000|*ɣemɣe ~ *hemhe|0|каждый|*ɣemɣe-|364|*qemqe|1578|     В ител. под воздействием дистантной ассимиляции второй шумный согласный стал смычным.||0
1001|*qʷenə-|0|свежевать, скрести шкуру|*fenŋə-|1395|*qan-čsx|1571|||0
1002|*'əpɣel|0|легкие|*əpɣel: *kạŋụ-pɣạl|1812|*p'aɣan ЮК|1572|||0
1003|*kaŋa-|0|рыбачить (сетью, удочкой)|*kaŋ-at-|1814|*ka[ŋ]a- ЮК|1521|||0
1004|*qeju-|0|теленок|*qạʒ-ụʒụ|739|*qeju-č|1576|||0
1005|*qъl-|0|обижаться, жаловаться|*qъl-|1479|*qełk'eli-|1577|||0
1006|*qər'ɣʷi-|0|убаюкивать|*qərfi-|1744|*qerwelu|1579|||0
1007|*'əkmə-|0|нырять, погружаться|*əkmə-|899|*q'im-tq'|1580|||0
1008|*jaHʷna-|0|встречать|*(š)inɣibi-, *in-inɣibi-, ? *ʒaʒna- (526)|456|*`inxʷ-k-, *('lu)-ɣʷnə-k-|1582|||0
1009|*'ĕłɣʷe-|0|другой, иной|*eLbe-|1742|*łwał-|1589|||0
1010|*lpъša-|0|провожать|*šъlpъR-|1123|*pəla- > *łən-pəla-, *'an-pəla- (~ *-ł-)|1110|||0
1011|*nəkrə-vtə-, *nərɣə-|0|щавель|*nərɣ(e) ", *nərɣ-eftə-|1640|*nekstə̆-m|1599|||513
1012|*ŋɨša-ŋʷ|0|еще, потом|*ŋɨša-ŋ|934|*nesem-|1600|||0
1013|*'ənine-|1011|старший брат (сестра)|*'ənine-łʁə-n|296|*ńańa|1601|||0
1014|*pĕŋe-|0|уставать, склоняться от усталости, лечь отдыхать|*peŋe-|1072|*paŋen- ~ *pneŋ-|962|||0
1015|*'ъpăŋa|0|суп, бульон|*'ъpa-ŋa, *'ъpa-t-|311|*pʷneŋa-'n|1605|||0
1016|*pɨkla-|0|лопаться, распускаться|*pɨkła #|1053|*p'ăk'a-(lha-)|428|В ител. экспрессивная глоттализация согласных.||1163
1017|*pəl-|0|поскольку, нарочно, действительно|*pə̣llə̣-|1033|*pə̆l|1607|||0
1018|*pəl(h)ə-|0|течь, струиться, прибывать о воде|*pəLʁə-|310|*pəl-se-|1608|||772
1019|*qeplə ~ *peqlə|0|шар, мяч|*qạplə̣ #|770|*pek'ŭl-|1609|||1166
1020|*šəlqə-|756|зазубрина, тупой зуб, мизинец|*šəlqə- "|1127|*sałk-: *sałk-iłk'-ačh|1610|||596
1021|*'ilŭ-qe|0|мизинец|*ilʒuqe|1815|*-iłk'(a)-: *sałk-iłk'-ačh|1611|||0
1022|*šъt'kъ-|0|пинать, прыгать|*(š)ъtkъ-|1513|*stk'-łat-|1615|||0
1023|*'ъsč-as-|0|стелить, расстилать|*ъšrat-|1177|*ste'ł-|1616|||0
1024|*hir-|0|переходить вброд|*ʁịr-|468|*qəz-: t-qəz-|1621|||0
1025|*(t)ɣʷeŋ-|0|зевать|*feŋ-|1398|*txaŋ-ł-|1624|||0
1026|*ɣʷəłqə-|0|слабый, непрочный|*fəłqə-|1351|*xʷilk'-|1631|||1028
1027|*ɣʷɨlɣʷa-|0|слабый, беспечный|*fɨłba-|1339|*xʷəlwə-|1633|||0
1028|*ɣʷile-|0|мочить, журчать (сочиться?)|*fil-et-|1685|*fəle-le-|1634|||0
1029|*'əɣʷjił (~ *-ɨ-)|0|темный, тень|*əfʒil "|1365|*xʷet'ł "|1635|*xʷet'ł < *xʷeč'ł||0
1030|*ɣʷin-|0|смирный, ручной, милый|*fin-|1385|*-xneŋ-: xi-xneŋ-|1636|||0
1031|*hĭq(u)-|0|вертикальный, крутой|*ʁiq-up|444|*xqo-|1637|||0
1032|*ɣʷĭrĭ-|0|стекать, протекать|*firi- ( *-biri-)|1411|*xsə-|1639|||227
1033|*'ŭjvə-|0|склад, лагерь, селение|*uʒbə- лучше *refib- (1196)|972|*čwa-no-m|1642|||0
1034|*'əĺhi-|0|руль|*əLʁi- (~ ъ) (*əLi-)|176|*čish|1645|||1142
1035|*'t́əmqə- ~ *'ət́məq-|0|завернуть, сверток|*cə̣mkə̣-/ *cə̣mqə̣-|205|*č'umk'e-|1650|||252
1036|*t́ikrəmŋə-|0|дразнить, мучить|*cịkrə̣mŋə̣-|189|*čeqsxne-: *'ən-čeqsxne-ŋ-|1655|||0
1037|*'iv-ĭni-|0|охотиться на морского зверя|*if-ini-|485|*'ĳ-an-ł-|1656|||0
1038|*'əjit-|0|капать|*ʒịt-|566|*'əst-|1657|||0
1039|*t́əłq'əv-|0|дырявить, прокалывать|*cəł́qəb-/ *cəqbəł-|154|*'itłK- ~ *'ič'łK-|1125|||0
1040|*'ɨɣʷnă-|0|отбирать, отнимать|*ɨfna- ~ *ъfna-|1391|*'i'nuxʷt-|1169|||523
1041|*'eŋVŋe|0|дух, мудрость, бог|*ạŋạŋ(ạ) "|85|*'e'ŋuŋ(e)|1253|||0
1042|*'ĕməłme|0|смелый|*emənme|1690|*melɣ(ʷ)e-|1658|||0
1043|*čuvlə-|0|спокойный, смирный|*rufLə-|1205|*t(')ul-|1659|||643
1044|*'ərŋ(u)-|0|копать|*əšɣə-|1132|*riŋu-|931|||0
1045|*kume(l)-, *'əkmi-|1318|ладонь|*kume(l)-, *əkmiŋcib=|1740|*kumx-tuka (dikid)|839|||0
1046|*-ъn'mъ ~ *-ъnvъ|0|место|*-ъnbъ #|1635|*-nŏm, *-no(w)-|1660|||697
1047|*'əɣʷu-|0|выть|*ɣu "|335|*ɣʷula-|1482|Onomat.||0
1048|*'əpi-|1831|дым, очаг|*ipi " ~ *əpi "|464|*'upəl-|627|||0
1049|*'ъqra-|0|крик, плач|*ъqra-|1743|*ča-ča- ~ *č'a-č'a-|1192|||0
1050|*'əp|0|вертикальный, отвесный, торчком|*'əp-|309|*-əp|895|||0
1051|*'ъjpъŋ-|0|застревать в дыре, задыхаться|*ъʒpъŋ-at-|276|*'apəŋ- (~ *e-)|1549|||0
1052|*ɣănŋə- (~ *-mŋ-)|0|привлекательный|*ɣanŋə-|377|*kəmŋə-|992|||0
1053|*šăɣʷъl(hə)|0|белка, мышь|*rafъĺʁɨŋ (~ l-)|1195|*-əLwile-č|1071|||598
1054|*čɨŋ-|0|отдавать, передавать, уносить|*Rɨŋab-: *š-Rɨŋab-|2230|*tiŋ-|1626|||0
1055|*kəmhə-ɣvъ-|570|камень, галька, грузило|*kъmʁъ-ɣbъ-|1818|*kĭməɣ(ʷ)iŋ|1054|||0
1056|*'aqnɨ|0|крюк, удочка|*aqnɨ|1822|*'a'n-|1515|||0
1057|*lɣʷen-|0|сам, отдельно|*əcɣanca-n|1850|*xʷne-ha ~ *xʷiń-ha-|991|Ср. *-ъlvъna 'сам, он' (691).||1023
1058|*t́upʁĕ-|0|перья на хвосте, кожица на рогах|*cupʁe=|1863|*čopxč|1646|||0
1059|*łap-|0|безобразие|*lap-lap-|1864|*łapxače-|1025|||0
1060|*levmə-|0|любить|*(l)efmə-|1846|*'lu'mi-|1584|||399
1061|*ĺă-|0|какой, какой бы то ни был|*lə-|1866|*s-aq|479|||480
1062|*pet|2013|дно, пах, исподняя часть|*pet- (~ -a-)|1873|*pet|1242|||0
1063|*luqəl|0|петля, силок|*luq-luq "|1877|*'leqəl|1586|В прачук. вторичное переосмысление как редупликат *luqluq.||951
1064|*tanŋъ "|0|враг, воевать, бояться|*tanŋъ "|1275|*taNan-: *'aŋɣl-taNan- (~ -ł-)|1662|||0
1065|*t́ər-ɣu- (-š-)|0|кусать, разрывать в клочья, сосать|*ciRɣu-|1884|*č'es-sxen-|1282|||0
1066|*'at́a(ŋ)-|0|прятать(ся)|*accъ(ŋ)-|1831|*'ača[ŋ]s-|1427|||0
1067|*'əjmĕ-|0|утро, ущербный месяц|*eʒmete-|1906|*'umkəl (~ *'i-)|1148|||0
1068|*'eɣʷŋə|793|утка (турпан, нырок)|*emŋə- (~ -ạ-)|1913|*'aɣŋi-č|1458|ПЧук. *emŋə- < *ewŋə-.||0
1069|*heɣʷnə-|0|устать, замолчать, заснуть|*ʁạfn-ạb-|1922|*qʷe'ni-|1058|||0
1070|*ɣəjiŋrə-|1792|упругий, кудрявый|*əɣʒiŋRə- (~ -ə̣-)|1944|*kśăŋra-|1384|||0
1071|*ĺɣiłiv-|0|слабый, медлительный|*cɣicib-|1947|*xił(i)-|890|Интересно ПЧ *tɣiLib- 'продолжать делать, действовать и т.д.' (340), особенно чук. значения 'искать (пропитание), стараться достать' для ПК 'голодный'.||0
1072|*kərul'mə|0|круглый|*əkrulmə- (~ *-ɣr-, ụ)|1950|*kruləm, *krulwə-|1315|||0
1073|*'əmre|0|краска|*əmRe (~ -ʒ-)|1959|*'anza-|1172|||0
1074|*'ik-ł́ŋ̣ə-|0|дальний, отдаленный|*iɣəłŋə-|434|*-eksx|900|||0
1075|*'ŭkiši|0|сельдь, самец рыбы|*ukiš(i)|976|*-'əqli-|1568|||1149
1076|*'jɨhʷlъ|0|пояс, пола, подол|*ʒɨʒlъ|1976|*čołh ~ *čohł|1215|||0
1077|*jel'mə|0|скала, уступы горы|*ʒəlmil|1981|*'e'le|171|||0
1078|*rkъł-|0|приходить, наступать, прибывать, гнаться за||0|*k'ŏł-, *-kli-|47|||0
1079|*peni-ne|0|бывший, прежний, настоящий|*penine|1062|*pan(')e-|89|В прачук. представлено морфологическое причастие типа 'бывший'.||0
1080|*qɨrɣъ (~ -šɣ-)|0|свет, огниво|*qɨRɣъ "|1984|*qaś(x)elKe- (~ *k-)|1308|||0
1081|*'emčə-|0|верхняя часть туловища|*emri=lŋən (~ a)|1750|*'imtə ЮК|1664|||712
1082|*-əłqʷ-|0|постоянное (действие, качество)|*-əłʁet-|1674|*-łk-|828|||0
1083|*it́t́ə- ~ *ut́t́ə-|0|тяжелый, трудный|*iccə-|431|*'usi ЮК|1484|||0
1084|*-əlmi-n (-ŋ)|0|кость (внутренняя) в части тела|*-ənmə-n|2065|*-lmi-ŋ|1317|||0
1085|*əqre-|0|желтый, (красный)|*əqre-|718|*kret (/s-)|1319|||0
1086|*łałă-|0|вкусный, чмокать|*caca-|140|*łałə-|781|||0
1087|*šiłu-|0|смешивать, спутывать|*(š)ilu-|1722|*'li'lə- (-m)|1585|||0
1088|*'ъpʁa-|0|бледный, седой|*ъpʁa-|2078|*pax-pa- ЮК|1500|||0
1089|*jərhʷə-|0|содержимое, совокупность|*ʒərʁə-|562|*sirɣʷə-|1040|||0
1090|*kʷithə- (~ *qʷ-)|0|мох (белый)|*fitʁə-n " (*b-)|1434|*kitɣə-l (*q-)|1073|В камч. морфологическое образование типа 'имеюшее (почки) с белым ворсом' для названия ивы, по характерным для нее соцветиям.||0
1091|*ɣʷeɣʷjŭ-|0|свистящий|*fefʒu- (~ *b-)|1956|*xʷifśi-|1666|||0
1092|*hiŋ̣|0|мыс|*ʁiŋ- (~ *-ɨ-)|2066|*kix-č ~ *kiŋ-č (~ *q-)|1667|||0
1093|*thʷan(av)|0|смола, жевательна сера|*fanab (~ *tf-)|1684|*t(ə)han|1273|||807
1094|*'ъtvɨ-(t-)|0|тянуть (веревку), растягивать (сушить шкуру), стягивать, вешать|*ъtbɨt-|1314|*'it'ɨ-nə-m|1412|||0
1095|*'n-, -(ə)n-|0|каузатив|*š-/ *-(ə)n-|2070|*'ən-, 'n-|1670|||0
1096|*ja(v)'jɨ-|0|левый|*ʒabɨ- (~ -f-, -ʒ-)|1973|*śʷič'eŋ-|1240|||232
1097|*čɣală-|0|пройти сквозь, мимо|*šɣala-ŋ-|336|*čəɣl- ~ *čaɣal-|1198|Значения камч. имеютразвитие семантики типа рус. 'понос', 'пронести'.||0
1098|*'əč'ɣĕĺ-|0|быть внутри, входить внутрь|*əRɣel-|1133|*č(')ĭs-|1222|||1049
1099|*'ăt́hɨqъ|0|водоплавающая птица|*ac(ʁ)ɨq-|6|*č'aKa-č (~ *ča'a-)|1278|||22
