NUMBER|PROTO|PRNUM|MEANING|CHE|ING|BCB|COMMENT
516|*kaw|1359|gate|kow|kow||    Obl. base \I*kawi-na-\i (cf. Chech. \Ikewna-\i). 3d class in both languages.
517|*q̇aħ|293|1 fumes, stink, stuffy air 2 heat|q̇aħ 1|q̇aħ 2||    Obl. base \I*q̇aħo-,\i cf. Chech. \Iq̇oħa-,\i Ing. \Iq̇aħo.\i 4th class in both languages.
518|*=aḳ-|1368|to fold, make pleats|=ag-|||    Cf. also Chech. \Inog,\i obl. \Inoga-\i 'corner, bend' (an old derivate < \I*w-VnḳV\i = PA \I*bi(r)ḳun\i).
519|*c̣ōm|1370|trunk|c̣om|||    Obl. base \Ic̣ȫma-\i ( < \I*c̣ōmi-\i). Attested only in Chech., but having probable external parallels.
520|*sān|963|corner, border, edge|sa|sa|-sã|    Obl. base \I*sānV-,\i cf. Chech. \Isōna-,\i Ing. \Isäno.\i 6th class in both languages. In Bacb. the root is preserved within the compound \Inʕajʔ-sã\i 'external door' (for the first part see \I*nɦeʔ\i 'door').
521|*c̣ɦoṗ ( ~ -ō-)|1372|edge (of weapon); top|||c̣ʕoṗ|    Attested only in Bacb., but having probable external parallels.
522|*ḳač ( ~ -ā-)|722|foot, leg (a slighting expression)|||ḳač|    Isolated in Bacb., but having good external parallels.
523|*ḳɦōḳ|1374|pit|ḳag|ḳɔg|ḳʕoḳ|    The obl. stem \I*ḳɦāḳu-\i ( > Chech. \Iḳōga-,\i Ing. \Iḳɔgo\i) influenced the direct base both in Chech. and Ing. (otherwise one would expect \Iḳog\i in both languages). 6th class in all languages.     The same root is present in the PN derivate \I*ḳɦāḳ-ru-n\i 'deep' > Chech. \Iḳorga\i (with preservation of the suffixless stem in \Iḳarg-dan\i 'to deepen'), Ing. \Iḳɔrga,\i Bacb. (with vowel levelling) \Iḳʕoḳrũ.\i
524|*q̇aħe-n|309|bitter|q̇äħa|q̇aħa|q̇aħẽ|    The pure stem \I*q̇aħ-\i is reflected in Chech. \Iq̇aħ-dan,\i Bacb. \Iq̇aħ-dar\i 'to make smth. bitter'.
525|*dʕāʁu|783|1 key 2 lock|dōʁa 1,2|dʕɔʁa 1||    3d class in both languages. Cf. also Shar. \Idɔ̄ʁu,\i Cheb. \Idāʁu,\i Akk. \Idʕōʁō̃\i etc. Cf. also Osset. \Idäɣäl\i 'key' (from some early derivate, not preserved in modern languages), see Abayev 1958, 351.
526|*č̣uḳ|1381|1 door hook 2 ring,chain-link 3 drinking horn,-let|č̣ug 1,2|č̣ug 1,2|č̣uḳ 3|    Cf. also Pharch. \Ič̣ug\i 'door hook'. Obl. base \I*č̣aḳ-ar-\i is seen in Chech. \Ič̣agara-.\i 4th class in Chech. and Ing., 5th class in Bacb. As seen from the various meanings, the basic semantics of the root is 'a hooked or curved object'.
527|*dab(V) ( ~ -ā-,-w-)|1384|a woven basket (for corn or for fishing)|dō|dɔ||    Cf. also Akk. \Idaw(a\i) id. 6th class in both languages.
528|*gōte ( ~ *gētu)|1388|anus|gȫta|||    Taken from the Russian-Chechen dictionary.
529|*ʔanga-laj ( ~-ḳ-)|1390|glass|angali|||    Isolated in Chech., but having possible external parallels (if "glass" <  "window").
530|*ʡur(-iḳ)|1392|hole|ʕürg|ʕurg|ʕür (Matsiyev)|    3d class in Chech., Ing., 4th class in Bacb. The Chech.-Ing. form contains a diminutive *-iḳ.
531|*pꭓo ( ~ -ō)|1394|bottom||pꭓo||    Isolated in Ing., but having probable external parallels.
532|*ʔaħu|1395|1 downwards 2 lower part|oħa- 1|ʕo- 1|aħo 2|    Ing. \Iʕo-\i < \I*ʔoħ-\i with a secondary transfer of the emphatic laryngeal into Anlaut. In Chech. and Ing. the root is basically used as a preverb (it is also used as such in Bacb.); but cf. also Chech. \Ioħara\i 'lower', \Ioħanē\i '(place of) descent'.
533|*larṭ ( ~ -ā-)|1396|foundation|lard|lard||    4th class in both languages.
534|*bʡab ( ~ -w)|1398|tower|bʕow|wʕow||    Obl. base \I*bʕawi-na-\i (Chech. \Ibʕäwna-,\i Ing. \Iwʕowno\i). 4th class in both languages.
535|*maʡa-r, *mʡā-ra|1399|1 fork 2 fishing-rod 3 hook|maʕar,mʕāra 1,2|mʕara 2,3||    6th class in both languages. The form \Imʕāra\i is obviously a contraction < \I*maʕara.\i
536|*ʁoč̣|1400|stick|ʁaž|ʁaž / ʁaǯ|ʁoč̣|    The PN paradigm can be reconstructed as \I*ʁoč̣,\i \I*ʁač̣u-\i (in Chech. and Ing. the oblique base superseded the direct one); for the obl. \I*ʁač̣u-\i cf. Chech. \Iʁoža-.\i Cf. also Chech. Lev. \Iʁaž,\i Ing. (Imnaishvili) \Iʁač:\i 'stick'. 4th class in all languages.
537|*č̣ar-iḳ(en)|1402|1 transverse, ceiling beam 2 short stick|č̣erg 1|č̣arga 1|č̣arḳẽ 2|    The root contains a usual diminutive suffix (*-iḳ); Bacb. and Ing. reflect a secondary derivate in *-en. 3d class in Chech. and Bacb., 4th class in Ing.
538|*gāra|1404|1 a piece of cloven log 2 block|gāra|gar||    3d class in both languages.
539|*duq̇V|1406|log, beam|duq̇ū|||    Attested only in Chech., but having probable external parallels.
540|*c̣ur ( ~ -ū-)|1407|arrow|||c̣ur|    Isolated in Bacb., but having probable external parallels.
541|*ʔu|1410|1 board 2 wooden floor|u 1|uj 2||    The Ing. form is actually a former plural (\I*ʔu-bi\i 'boards'). The original oblique stem \I*ʔulV-\i is seen in the Ing. derivate \Iul-g\i 'small board, plank' (both in Ing. and Chech. it was superseded by a more recent \I*ʔu-ne-,\i cf. Chech. \Iüna-,\i Ing. \Iujno\i). 3d class in Chech. and Ing.
542|*laṗa|1415|shed; peak of cap|laba|laba||    4th class in both languages.
543|*ʔaħ-|1420|to grind|aħ-|aħ-|aħ-|    A terminative verbal stem with no class markers. There are two archaic derivates:     1) PN \I*ħēr\i (obl. \I*ħāri-,\i sometimes passing to dir.) "mill": Chech. \Iħer\i (\Iħēra-\i) 'mill' (cf. also \Ika-ħar\i 'hand-mill', \Iħar-ꭓō\i 'miller'); Ing. \Iħajra\i (erg. \Iħäro\i) 'mill' (cf. also \Ikel-ħar\i 'hand-mill'); Bacb. \Iħajrĭ,\i \Iħajră\i 'mill'. 4th class in all languages.     2) PN \I*ħāru\i 'meal, flour': Ing. \Iħɔr,\i Bacb. \Iħajrŭ,\i \Iħajrĭ\i (3d class in Ing., 4th class in Bacb.).
544|*ḳ́ebu ( ~-ē-,-w-)|1429|granary|č̣ȫ|ḳe||    6th class in Chech., 3d class in Ing. Obl. base \I*ḳ́ebu-na-\i (Chech. \Ič̣ȫna-,\i Ing. \Iḳeno\i). Cf. also Lev. \Ič̣ȫ,\i Cheb. \Ič̣wã.\i
545|*c(V)ʁar ( ~ -ꭓ-)|1431|penthouse|cꭓar|||    Attested only in Chech., but having probable external parallels.
546|*ʒʡāra|1434|1 wattle-fence 2 wattle|zʕāra 1|zʕar 1|zar 2|    4th class in Chech., 3d class in Ing., 5th class in Bacb.
547|*baǯV-l (~-o-,-č̣-)|1435|stall, horse-stall|božal|||    Attested only in Chech., but having probable external parallels.
548|*c̣Vr-ḳāḳi|332|thaw|c̣eḳega (ICR)|c̣erḳäga||    A compound noun; the first part probably goes back to the EC root for 'ice, turn to ice'. The second part is not quite clear (cf. PN \I*ḳāḳi\i 'coals, live coals'?).
549|*ꭓāra|545|1 tree-hollow 2 grain-tub made of a hollowed trunk|ꭓāra|ꭓara||    4th class in both languages.
550|*mac̣-ri-n|1440|sweet|merza|merza|mac̣rĩ|    Cf. also Bacb. \Imac̣ar-dar\i ( = Chech. \Imarz-dan\i)  'to sweeten'; Chech. Cheb. \Imarzĩ,\i Shar. \Imerʒĩ\i etc. 'sweet'.     A derivate of the same stem is PN \I*moc̣\i (obl. base \I*mac̣i-\i) 'honey': Chech. \Imoz\i (\Imeza-\i), Ing. \Imoz\i / \Imoʒ\i (\Imezo\i), Bacb. \Imoc̣\i (\Imac̣i-\i) (3d class in all languages). A regular reflex of the old PEC derivate \I*hwmĭʒ̲ū\i would be PN \I*ʡoṭṭ\i (\I*ʡaṭṭ\i), so it is obvious that the nominal stem was rebuilt on the analogy with the adjective 'sweet'.
551|*ḳoncV- ( ~ -ō-)|1441|garlic|ḳoncerg|||    The Chech. form is taken from Карасаев-Мациев 1978, where it is qualified as 'archaic dialectal'.
552|*ꭓōꭓ|1442|onion|ꭓoꭓ|ꭓoꭓ||    Obl. base \I*ꭓōꭓa-\i (Chech. \Iꭓōꭓa-\i).
553|*šārč|1443|sedge|šač|šarš||    The reconstruction is highly tentative, because the Chech. and Ing. forms correspond badly to each other. It is not clear why Chech. lost -r-, and why in Ing. -č > -š. 4th class in both languages.
554|*dātti-n|1444|butter|dätta|dätta|dattẽ|    3d class in all languages. Final *-n (historically a suffix) is reflected in the Bacb. nasalisation and in the Chech. obl. stem (\Idättana-\i).
555|*šim|1447|udder|šin|šim|šĩ|    Obl. base \I*šima-\i / \I*šam-ar-\i (cf. Chech. \Išina-,\i Ing. \Išamaro;\i the variant \I*šamar-\i is probably more archaic and demonstrates the PN Ablaut). 6th class in all languages.
556|*nalꭓ[o]|1449|butter|nalꭓa|nalꭓa||    Obl. base \I*nalꭓe-\i (Chech. \Inelꭓa-,\i Ing. \Inalꭓo\i). For final *-o cf. Chech. Shar. \Inolꭓo\i (but Cheb. \Inalꭓa\i points rather to *-a). 5th class in Chech., 6th class in Ing.
557|*ʔōc̣- / *ʔēbc̣-|1451|1 to milk 2 to pull; to sip, to smoke|ōz-a|oz-a|oc̣-ar|    For the durative \I*ʔē-b-c̣-\i cf. Chech. \Iīz-a,\i Ing. \Iuwz-a,\i Bacb. \Iebc̣-ar\i / \Ieṗc̣-ar.\i
558|*ʡām|1452|lake, pond, pool|ʕam|ʕam|ʕam|    Obl. base \I*ʡāme-/*ʡāmo-\i (Chech. \Iʕōma-/\i (Uslar) \Iʕēmi-,\i Ing. \Iʕamo\i). 6th class in all languages.
559|*šār|1453|buttermilk|šar|šar|šar|    Obl. base \I*šāre-\i (Chech. \Išēra-,\i Ing. \Išaro\i). Cf. also Chech. Pharch. \Išār\i id. 3d class in Chech. and Ing., 5th class in Bacb.
560|*ṭune|1454|1 dampness, moistness 2 raw, damp, moist|ṭüna 2|ṭuna-l 1|ṭwĩ 1|    The pure stem is preserved in Bacb. (cf. also Chech. \Iṭun-dan\i 'to moisten' = Bacb. \Iṭwin-od-dar\i); the Chech. adjective goes back to \I*ṭune-n\i (cf. in Uslar's recording \Iṭüniŋ;\i cf. also Cheb. \Iṭunĩ,\i Shar. \Iṭujnĩ,\i Khild. \Iṭwinĩ\i etc.).
561|*mac̣-ru|1456|whey, buttermilk|morza|morz|mac̣rŏ|    Cf. also Chech. Cheb. \Imarzu,\i Khild. \Imorʒŭ,\i It. \Imorʒu,\i Shar. \Imorʒo,\i Ing. (Imnaishvili) \Imworc:.\i 3d class in all languages.
562|*ʔaꭓḳV|369|summer|äꭓkē|aꭓka|ꭓḳo|    Short vowel reconstructed because of reduction in Bacbi. Ing. \Iaꭓka\i = Chech. \Iäꭓka\i 'in summer' (Chech. \Iäꭓkē\i is a suffixed form).         The meaning "summer" is obviously secondary. The older meaning 'year' is still preserved in the PN compound \I*sṭā-ꭓḳŭ\i 'last year' > Chech. \Istoꭓka,\i Ing. \Isɔꭓk,\i Bacb. \Isṭaŭꭓḳŭ\i (for the etymology of the first part see PEC \I*śwăjV\i).
563|*lo ( ~ -ō)|1457|yeast, leaven||lo||    Attested only in Ing., but having probable external parallels.
564|*=at-|1458|to curdle, coagulate|=at-|=at-|l-at-|
565|*b(ɦ)art|1459|1 lips, mouth 2 kiss|bart|bart||    Obl. base \I*barte-\i (Chech. \Iberta-,\i Ing. \Ibarto\i). Traces of the original meaning "top" can be seen in derivates: PN \I*bart-iḳ\i "mouth (of a sack or vessel); top (of a boot)" (Chech., Ing. \Ibertig\i); \I*barte-l\i (adv.) "face down" (Chech. \Ibertal,\i Ing. \Ibartal\i).
566|*nošV / *mošV (~-ō-)|374|1 green, unripe 2 to grow overripe|noš-dala 2|moša 1||    The Chech. compound verb means actually "to stop (\Id-āla\i) being unripe)" = "to grow ripe, overripe"; cf. the equivalent Ing. \Imoš-dala\i "to become foul, rotten".
567|*gorV-mV (~-u-,-V̄-)|379|a wheel for hitching the plough|gurma|||    Attested only in Chech., but having probable external parallels.
568|*ḳVwV (~ḳ́-,-b-)|1462|porridge made of chopped corn||ḳo||    Attested only in Ing., thus the PN reconstruction is tentative (several different protoforms are possible).
569|*l-ēṭ-|1693|to trickle, drip|lēd-|||    The verb \Ilēd-\i is attested only in Chech. The same root (with a usual Ablaut *a/*ē) can be perhaps discovered in PN \I*k-aṭ-\i 'to mourn, bemoan' (Chech., Ing. \Ikad-,\i Bacb. \Ikaṭ-\i) - if the original meaning is 'to pour, drop (tears)'.     A reduplicated stem \I*ṭaṭ-am\i 'drop' is reflected in Chech. \Iṭadam,\i Ing. \Iṭadam.\i
570|*kādu (~-b-,-g-)|1463|malt|ko|||    The Chech. word is taken from Карасаев-Мациев 1978; vowel length and correspondences in other Nakh languages are unknown, thus the PN reconstruction is provisional (\I*kādu\i is one of several possibilities).
571|*cu|1465|1 oat flour 2 flour made from roasted corn|cu|cu|cu|    For short *ŭ cf. Chech. dat. \Icu-na.\i 5/6th class in Chech., 5th class in Ing., 6th class in Bacb.
572|*čuṭa|1466|flat cake stuffed with force-meat|čuda|||
573|*lujsṭ|1468|1 sheep's dung 2 thick, dense|lüst 1, lüsta 2|lista 2|jupsṭĩ 2|    The noun \I*lujsṭ\i must have meant 'thick, clayish substance' (whence 'dung' in Chech.). The Bacb. form is interesting, because it demonstrates the original *-j- which had been shifted to Anlaut (\I*lujsṭi-n\i > \I*ljuwsṭi-n\i > \Ijupsṭĩ\i); another trace of PN *-j- here is the Chech. vowel -ü- in the direct stem \Ilüst.\i     Abayev (1973, 57-58) considers the Nakh adjective to be borrowed from Osset. \Ilɨst(äg\i) / \Ilist(äg\i) 'small, thin'. This is hardly the case because of the non-trivial phonetic structure of the Nakh root (the semantic side also raises doubts).
574|*ʔol-eḳ ( ~ ɦ-)|1470|cake, cookie|ölg|olg||    The word contains a common Nakh diminutive suffix.
575|*kurʒi (~-ō-,-e)|1473|a k. of dumplings|kürza|||    Attested only in Chech., but having probable external parallels.
576|*šura|1474|milk|šura|šura|šur|    4th class in all languages.
577|*niꭓa|1475|a sour fermented drink, home-brewed beer|niꭓa|niꭓ||    3d class in Chech., 5th class in Ing.
578|*kati-r / -b|400|1 fur-coat, sheepskin coat 2 upper clothes|ketar 1|ketar 1|katib 2|    4th class in Chech., Ing., 3d class in Bacb. Cf. also Chech. Cheb. \Ikatir,\i Shar., Ved. \Iketir.\i
579|*kōč|1476|shirt|koč|koč||    Obl. base \I*kōču-,\i cf. Chech. \Ikūča-,\i Ing. kočo. 4th class in both languages.
580|*=iḳ-|405|to lead, to drive|=ig-|=ig-|=iḳ-|
581|*doꭓḳV ( ~ -ō-)|1482|belt, girdle|döꭓka|ṭeꭓkar|duꭓḳã|    3d class in all languages. The vocalism is somewhat unclear (in particular, Bacb. -u- is unclear); ṭ- in Ing. is a result of early assimilation (\I*doꭓḳV-\i > \I*ṭoꭓḳV-\i). The word has a *-n-suffix in Bacb. and a -r-suffix in Ing. (reflecting the oblique base, cf. Chech. \Idöꭓkara-\i). Cf. also Chech. Cheb. \Idjeꭓku,\i Khild. \Iṭjoꭓkŭ\i etc.
582|*muʔVl ( ~ -o-,-V̄-)|1485|a spindle-thread twisted into one strand||muʔal||    Attested only in Ing., with a possible Lak. parallel.
583|*c̣asṭo|1486|1 copper, brass 2 red copper|c̣asta|c̣asta|c̣asṭ|    3d class in all languages. Cf. also Cheb., Shar. c̣osto (pointing to *-o in PN).
584|*kōč̣el-iḳ ( ~ -ǯ-)|1489|stick with a hook; hook, gaff|kȫžalg|kožolg||    4th class in Chech., 6th class in Ing. In the Russ.-Chech. dictionary the  Chech. word is glossed as \Ikožalg;\i in the Russ.-Chech.-Ing. dictionary - as  \Ikožolg.\i     The word has an *-l-suffix (with a following diminutive). The suffixless  stem is probably reflexed in Chech. \Iḳāža\i 'hinge, door-hinge' (with an  assimilation ḳ- < k-, as in some other EC languages).
585|*ḳāṭi-n|413|soft|ḳēda|ḳäda|ḳaṭẽ|    Cf. also Cheb. \Iḳādẽ,\i Akk. \Iḳēdã\i etc. The pure stem is preserved in Chech. \Iḳad-dan,\i Bacb. \Iḳaṭ-dar\i 'to soften'.
586|*ṭʡV-|1491|chain|ṭq̇ē|||    Attested only in Chech., thus there are several possible PN reconstructions (with *-j-,-w-,-b-,-d-,-g-).
587|*hoc̣ ( ~ -ʒ)|1493|ring, hoop|hoz|||    Attested only in Chech.; Ing. \Iʁoz\i id. is quite a different root (see PEC \I*GV̆nVc̣a\i).
588|*ʡāṭɦ|1494|bow, spring; catapult|ʕad|ʕad|ʕaṭq̇|    Obl. base \I*ʡāṭɦo-,\i cf. Chech. \Iʕōda-,\i Ing. \Iʕado.\i 3d class in Chech., Ing., 5th class in Bacb. Nakh > Av. \Iʕaṭ\i 'string, bow-string'.
589|*māčVj|1497|1 footwear 2 shoe|māča 1|mäči 2||    4th class in both languages. Cf. also Ing. (in Imnaishvili's notation) \Imǟčĳ\i 'shoe'.
590|*ʡāg(V)|1500|1 woof, cross thread 2 threads for hand-made cloth||ʕä 1|ʕag 2 (Desheriyev)|
591|*ʁant ( ~ -ā-)|1507|1 chair 2 bench|ʁant 1,2|ʁand 1||    Cf. also Cheb., Shar. \Iʁanit\i 'chair' (with secondary -i-). Final -d in Ing. is not clear. 3d class in both languages.
592|*kāṭ|1509|cup, pot|kad|kad||    Cf. also Ing. (in Imnaishvili's notation) \Ikāt:.\i 6th class in both languages. Obl. base \I*kāṭe-\i (Chech. \Ikēda-,\i Ing. \Ikado\i).
593|*ḱaṭo|1514|1 scoop 2 big wooden ladle|čada 1|koda 1|kaṭŏ 2|    Cf. also Khild. \Ikodo,\i Lev. \Ičada\i id. 6th class in all languages.
594|*qāṗa|1515|earthenware pot|qāba|qaba||    4th class in both languages.
595|*baṭṭV-m ( ~ ā,tt)|1518|a brass jar for water|battam|||    Attested only in Chech., but having probable external parallels.
596|*ʡabiḳ|1520|spoon|ʕajg|ʕag|ʕabiḳ|    6th class in all languages. Cf. also Pharch. \Iʕabəḳ\i (either reflecting an early assimilation > \I*ʡāṗiḳ\i or a loan from Andian languages).
597|*ħāstV-m|1524|nail, peg|ħostam|ħastam||    Cf. also Chech. Lev. \Iħōastam,\i Cheb. \Iħāstom,\i Ing. (Imnaishvili) \Iħāstam.\i 6th class in both languages.
598|*mārs|1526|sickle|mars|mars||    Obl. base \I*mārse-\i (cf. Chech. \Imärsa-,\i Ing. \Imarso\i). Cf. also Lev., Shat. \Imārs,\i Shar., Khild. \Imārc\i (with a secondary -c). 6th class in both languages.
599|*ʔurs|1529|knife|urs|urs||    Cf. also Shar., Khild. etc. \Iurs\i id. 3d class in both languages. The Ablaut stem \I*ʔarsV-\i is preserved in Chech. plur. \Iarsa-š.\i
600|*=āš-|1530|to shave|=āš-|=aš-|=aš-|
601|*ḳ́ăṭu|1531|1 big scissors 2 scissors for shearing sheep|č̣oda 2|ḳod 1|q̇ajṭŭ 2|    Initial uvular in Bacb. is unclear; otherwise correspondences are regular.
602|*ḳuṭal|1534|1 big brass water jar 2 small jar|ḳudal|ḳudal|ḳuṭal|    4th class in all languages. Since the word is undoubtedly common Nakh and has probable EC parallels, Georg. \Iḳuṭali\i 'small jar' must be regarded as a Nakh loanword.
603|*kudVrV ( ~ -ū-)|1535|earthenware churn|kǖra|kuwra||    4th class in Chech. and Ing. Since there are no Bacb. parallels, the medial consonant can be reconstructed as *-d-, *-b-, *-g- or *-w-; external evidence suggests *-d-.
604|*giṗe ( ~ -o)|1539|earthenware jar with a wide mouth|giba|giba||    4th class in both languages. Cf. also Pharch. \Igiba\i 'big earthenware vessel'.
605|*c̣uṗ-|660|to suck|c̣ub-dan||c̣uṗ-dar|    A compound verb (cf. also Bacb. \Ic̣uṗ-aλar\i) id., with the nominal component \I*c̣uṗ\i "sucking".
606|*kit|1548|wineskin, leather sack|kit|kit|kit|    Obl. base \I*kĭte-\i (Chech. \Ikita-,\i Ing. \Ikito\i); the more archaic stem \I*kătV-\i is preserved in the plural form \I*kat-bV(š\i) > Chech. \Ikattaš,\i Bacb. \Ikatbi.\i 3d class in Chech. and Bacb., 4th class in Ing.
607|*ṭāqe|1549|1 tub (for cheese brine) 2 tub|ṭēqa 1|ṭaqa 1||    3d class in both languages. Cf. also the Ing. obl. base \Iṭäqo\i ( < \I*ṭāqi-\i).
608|*ḳoc̣-ol ( ~ -ō-)|1551|plait|||ḳoc̣ol|    Attested only in Bacb., but having probable external parallels.
609|*kurs ( ~ -ū-)|1553|bundle, bunch|kurs|kurs||    4th class in both languages. Cf. also Lev. \Ikurs,\i Shar., Khild. \Ikurc\i (with secondary -c).
610|*caca|1555|sieve, winnower|caca|caca|cac|    6th class in all languages.
611|*q̇ul-eḳ ( ~ -ū-)|1558|churn|q̇ülg|q̇ulg||    4th class in Chech., 6th class in Ing. The word contains a frequent diminutive suffix *-(e)ḳ.
612|*dašVb|1563|gold|deši|došuw||    3d class in both languages. Cf. also Chech. (Uslar) \Idešī,\i (Imnaishvili) \Idešĳ\i id.
613|*daš|1565|lead|daš|daš||    Obl. stem \I*dašu-\i (Chech. \Idoša-,\i Ing. \Idašo\i with vowel levelling). 3d class in both languages.
614|*ṭaw ( ~ -ā-)|1567|branch|||ṭaw|    Attested only in Bacb., but having probable external parallels.
615|*ḳaj ( ~ -ā-)|1569|handle (of a cauldron, bucket)|ḳaj|ḳaj||    3d class in both languages. Because there is no Bacb. parallel, several reconstructions are possible (with *-b-, *-d-, *-g-, *-j- or *-w-); *-j is chosen because of external evidence.
616|*=aḳ- / *=ēḳ-|1573|to embroider|=ag-|=ag-||    The Ablaut grade \I*-ēḳ-\i is seen in Chech. \It-ēg-\i 'to embroider; to sew' (term.).
617|*ʔurꭓal|1574|warp||urꭓal||    Attested only in Ing., but having probable external parallels.
618|*qunq|1580|boiled maize grains|qunq|||    Attested only in Chech., but having probable external parallels.
619|*jeꭓḳ|1581|comb|jeꭓk|jaꭓk|jeꭓḳ|    4th class in all languages. The vowel -a- in Ing. is due to vowel levelling, cf. the PN obl. base \I*ʔaꭓḳ-ar-\i (Chech. \Iaꭓkara-,\i Ing. \Iaꭓkaro,\i Bacb. \Iaꭓḳari-\i). Cf. also Chech. Cheb., Khild. etc. \Ijeꭓk,\i Shar., Itumk. \Ijerk.\i
620|*ṭōl-iḳ|1582|1 rags 2 a k. of rough felt cloak|ṭǖlig 1||ṭoliḳ 2|    4th class in Chech., 5th class in Bacb. The word contains the common Nakh diminutive *-iḳ.
621|*ħiḳ́ ( ~ -ī-,-ḳ)|1583|axe-handle|||ħiḳ|    Attested only in Bacb., but having probable external parallels.
622|*māša|1586|1 home-spun cloth 2 woolen cloth 3 cobweb|māša|maša|māšĕ, maš|    6th class in all languages. Obl. base \I*māši-\i (cf. Ing. \Imäšo\i).
623|*duħer|1587|loom|düħar|duħar-aš||    Cited from the Ing.-Chech.-Russ. dictionary. The Ing. form is plur. tantum.
624|*kāča-l|1590|mill hammer|kāčal|||    Attested only in Chech., but having probable external parallels.
625|*bʡastV ( ~ -ā-,-ṭ-)|1593|butt (of axe)|bʕosta|bʕastam||    4th class in Chech., 6th class in Ing.
626|*diḳ|1594|axe|dig|dig|diḳ|    3d class in all languages. Obl. stem \I*daḳor-\i (Chech. \Idagara-,\i Ing. \Idogaro,\i Bacb. \Idaḳri,\i pl. \Idaḳujr\i). Cf. also Cheb., Khild. \Idig\i (\Idogor-\i), Lev. \Idig\i (\Idagar-\i).
627|*ʔālꭓi|560|whetstone|älꭓa|älꭓ|atꭓĕ|    4th class in all languages. Cf. also Chech. dial. (Imnaishvili) \Iālꭓa\i id.
628|*ʡ-iṭṭ- / *ʡ-oṭṭ-|574|to prick, stick in, insert|ʕitt- / ʕott-|ʕott-|ħoṭṭ- (Desheriyev)|    The root is used only with the laryngeal preverbs *ʡ- / *ħ-, and demonstrates a case of the rare PN Ablaut *i (dur.) / *o (term.).
629|*č̣inḳ|1605|weir, dam|č̣ing|||    Attested only in Chech., with probable Lezg. parallels.
630|*ʔālV-j|1606|ravine||äli||    Attested only in Ing., but having probable external parallels.
631|*gudura|1607|1 cage, frame; trap 2 plough-beam 3 part of loom|gūra 1|guwra 2|gudur 3|    The precise meaning in Bacb. is "big wooden card in a loom". 6th class in all languages. A derivate of the same root is Chech. \Igǖrig\i ( < \I*gudur-iḳ\i) 'wooden block'.     It is interesting to note Georg. \Igodori\i 'a big cylinder-shaped basket' - apparently borrowed from Nakh. The same source (possibly through Georg.) has Osset. \Igodorä\i 'basket for grain' (see Abayev 1958, 522).
632|*=aħ-|1611|to carry, bear|=aħ-|=aħ-|=aħ-|    Cf. also PN \I*ħo-,\i the present / imperative stem of the same verb (Chech., Ing. \Iħo,\i Bacb. \Iħo-\i).
633|*moħ|1612|pack, burden|moħ|muħ|muħ / moħ|    6th class in all languages. In Bacb. \Imoħ\i is Matsiyev's notation, \Imuħ\i - the notation of Kadagidze. Obl. base \I*maħu-\i (cf. Chech. \Imoħa-,\i pl. \I*maħ(b)i-š\i > Chech. \Imaħħaš,\i Ing. \Imowħaš,\i Bacb. \Imaħiš\i). The Ing. obl. base \Imiħo\i is an innovation (\Imiħ\i < \I*muħi-\i with vowel levelling after the direct base).
634|*dače-ḳ(a)|1613|1 wood, firewood 2 a small fragment of a branch|dečig 1|daꭓča 1|dačꭓar 2 (Imnaishvili)|    3d class in Chech. and Ing. (in Chech. 4th class with the meaning 'wood (material)'). Ing. -ꭓč- and Bacb. -čꭓ- in this case go back to *-č-(V)ḳ- (preserved in Chech. as -čig).
635|*ʔāsso|1615|strap, belt; stripe|āsa|ɔsa|assŏ|    4th class in all languages (but 6th class in Ing. with the meaning 'stripe'). Obl. stem \I*ʔāsi-\i (Ing. \Iäso,\i Bacb. pl. \Iase-rč\i). In Bacb. \Iassŏ\i is the record of Imnaishvili; Matsiyev and Kadagidze have -s- (probably a misspelling). Cf. also Cheb. \Iāso,\i Shar. \Iōso,\i Khild. \Iōsŏ,\i Ved., Itumk. \Iāsa.\i
636|*m(ɦ)uš|1617|string, rope|muš|muš||    6th class in both languages. Obl. stem \I*muše-\i (Chech. \Imüša-,\i Ing. \Imušo\i).
637|*ṭɦēr-iḳ|1618|string, cord|ṭīrig|ṭʕirg||    Cf. also Cheb. \Iṭjērig,\i Shar. \Iṭīrig,\i Khild. \Iṭjerg\i etc. 4th class in both languages. The word contains a frequent diminutive *-iḳ.
638|*ʔurꭓ ( ~ -ū-)|1620|reins|urꭓ|urꭓ|urꭓ (Imnaishvili)|    3d class in Chech., 4th class in Ing. Obl. base \I*ʔurꭓe-\i ( ~ -ū-), cf. Chech. \Iürꭓa-,\i Ing. \Iurꭓo\i (the Ablaut grade \I*ʔarꭓV-\i is also present in Chech. pl. \Iarꭓaš\i).
639|*=ēš-|601|1 to read 2 to learn, study 3 to obey, be obedient|=ēš- 1,2|=eš- 1|=eš- 3|
640|*ʁo|1621|sledge runner|ʁo|ʁo||    Obl. base \I*ʁo-ne-\i (Chech. \Iʁöna-,\i Ing. \Iʁono\i). 3d class in both languages.
641|*lārV|1622|oval cradle runners; fan of the mill wheel|lāra|||    Attested only in Chech., but having probable external parallels.
