"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
  53,"*ʁʷV", 746,"1 person 2 self","a-wa-ʕʷə́ 1","ʕʷə 1","","","ʁʷa 2","    PAT \I*ʕʷə\i (in Abkh. - only within a compound with \I*wa-\i q.v.); Ub. def. \Ia-ʁʷá.\i It is not quite clear how this morpheme in PAT correlates with its plural counterpart - *-ʕa in \I*wa-ʕa\i 'people' (Abkh. \Ia-wā́,\i Abaz. \Iwaʕa\i)."
  54,"*bəbə", 709,"1 fly 2 put on airs","","","bəbə-n 1","zəʁa-bəbə-n 2","","    PAK *bəbə-: an expressive root with obscure etymology."
  55,"*λ́a-", 710,"jump","","","λa-n","λa-n","","    PAK *λa-; the root with a suffix *-ta- is used also for 'to fly' in Kab., 'to fly up' in Ad. Further etymology is unclear (Shagirov 1, 250 relates it to *λa 'foot' which is dubious)."
  56,"*λ́a", 229,"foot","a-š́a-ṗə́","š́a-ṗə","λā-q:wa","λā-q:wa","λā-ṗá","    PAT \I*š́a-ṗə\i (-ṗə the same as in \I*na-ṗə\i 'hand'). PAT \I*š́a\i 'foot' is frequent in compounds (\I*š́a-xʷa\i 'shin', \I*š́a-məqA\i 'knee', \I*š́a-cʷə\i 'toe' etc.). Cf. also the preverb \I*š́a-/*š́ə-\i 'from the foot, on the foot'. The root is employed also in PAT \I*š́a-ta\i (Abkh. \Iá-š́ata,\i Abaz. \Iš́ata\i) 'root' ('foot part'). §    PAK \I*λa-q:ʷá;\i meaning of the element -q:ʷa is not quite clear (possible interpretations see in Шагиров 1, 246). The root is used also separately in Kab. \Iλa\i 'foot' and in a lot of compounds (\I*λa-pádə\i 'stocking', \I*λa-gʷá(n\i)ža 'knee', \I*λa-sə́\i 'barefooted' etc.).      §    In Ub. -ṗa = PAT *-ṗə. Cf. also λa in compounds (\Iλa-ṗc̣ə\i 'barefooted', \Iλa-q̇á\i (\Iá-λaq̇a\i) 'trace, footprint' etc.).     See Trubetzkoy 1922, 188-189, Шагиров 1, 246. Note that despite Lomtatidze (1966, 157-158, 161) the PAK *-q:ʷa has nothing to do with PAT *-ṗə and Ub. -ṗa."
  57,"*zA",  44,"full","á-zna","azna(ta)","jəz","jəz","ʁa-zá","    PAT \I*(a)zə-na;\i PAK \I*jə́-zə.\i All the forms (including Ub. \Iʁa-zá\i) contain pronominal prefixes."
  58,"*tA-", 285,"give","á-ta-ra","a-t-ra","tə-n","tə-n","ta-","    PAT \I*tA-;\i PAK \I*tə-\i (an objectless form \I*ta-\i > Ad., Kab. \Ita-n\i also exists). In Ub. \Ita-\i is archaic and rarely used; more usual is the form \Itʷə-\i which must be an old variant of the same root (labialisation may reflect either old Ablaut or old class affixation)."
  59,"*ṗəźA", 299,"1 clean 2 good","a-bzía 2","bzi 2","q:ā-bza 1","q:ā-bza 1","ṗć̣a 1","    PAT \I*bəzə-jA;\i PAK \I*q:a-bzá\i (Shagirov 1, 218 regards the q:a- as a directive preverb). The root \I*bza-\i can also be seen in the compound verb \I*č:a-bza-\i 'to get pure, settle (of water)'.     §    The Ub. form with glottalisation suggests PWC *ṗ-; the PAT reflex *-z- confirms it (if in PWC we had \I*bəć̣A,\i then even after assimilation PAT *-ź- would be expected; on the other hand, *-ź- normally yields PAT *-z-). However, earlier glottalisation must have resided on the affricate, since the initial labial certainly is a historical prefix and there were no glottalised labial prefixes in NC or WC."
  60,"*ʁ́ʷV (~ɣ́ʷ-)", 711,"1 good 2 of high quality, fitting 3 fresh, young","","","daʁʷə 1","daʁʷa 2","dā́ʁ́a 3","    PAK \I*daʁʷÁ.\i The element *da- is the same as in PAK \I*da-xá\i 'beautiful' and Ad. \Ida-jə\i 'bad'."
  61,"*c̣ʷə",1440,"good","","","ṣʷə","f̣ə","","    PAK \I*c̣ʷə.\i Also means 'sweet' within the compound PAK \I*ʡá-c̣ʷə\i > Kab. \Iʡaf̣,\i Ad. \Iʡaṣʷ\i."
  62,"*č̣ʷa", 713,"1 young, fresh 2 new 3 good","a-č̣á 1","č̣a 1","č̣́a 1,2","ṣ́a 1,2","č̣a 3","    PAT \I*č̣a;\i PAK \I*č̣́a.\i Usually these AA and AK forms are compared with Ub. \Ić̣a\i 'young, fresh, new': the correspondence is, however, irregular, and there exists a self-standing PWC root \I*ć̣V\i q.v. On the other hand, Ub. č̣ regularly corresponds to AT č̣, AK č̣́, and the semantic correlation between 'new' and 'good' is fairly common."
  63,"*paš́ʷə", 750,"1 root; offspring 2 in front (postpos.)","a-páš̌ 1","pašʷ-ħa 2","","","","    PAT *pašʷə (cf. also Bz. a-páš̌). The meaning 'in front' is probably conditioned by analogy with PAT *pə 'nose, front' (or is this really a compound with this morpheme in the first component?). A similar root is present in Kartvelian (PK *pasw- 'root', see Klimov 187), so a loan from Kartvelian is possible (however, the reverse can also not be excluded)."
  64,"*šʷəχʷa", 714,"1 grey 2 powder","","","šχʷa 1","śχʷa 1","šχʷa 2","    PAK \I*šχʷa.\i The root is used in several compounds also, cf. PAK \I*q:a-šχʷa\i (Ad. \Iq:āšχʷa,\i Kab. \Iq:āśχʷa\i) 'blue', \I*šχʷa-(n)ṭá \i'blue, green' (Ad. \Išχʷānṭa,\i Kab. \Iśχʷānṭa\i) etc."
  65,"*ʁIa- ?", 715,"green, blue","","","","","ʁIa-q̇á","    Isolated in Ub. with obscure etymology."
  66,"*cə", 716,"hair","a-χʷə́-c","qwə-c","cə","cə","","    PAT \I*cə,\i mainly within the compound \I*qʷə-cə\i 'a (single) hair' (cf. also Bzyb. \Ia-χʷə́-c\i); cf. also Abaz. \Išla-c\i 'a grey hair'. PAK \I*cə.\i §    In PAK we would expect a change *c- > *s-. One may suppose that it didn't occur in old compounds like \I*śħa-cə\i 'hair of head' (medial -c- did not undergo spirantization) which hindered spirantization in the independent position.     Abdokov (1983, 83-84) compares PWC \I*cə\i 'hair', explained as a contraction <  \I*dəsə,\i with PAK \I*laśa,\i Ub. \Idašʷa\i 'wool' (see under \I*laśʷV\i). If this is true  we should rather speak of a more complicated contraction \I*laśʷə\i > \I*tħVśə\i  [which would be a regular reflex] > \I*ćə\i > \I*cə.\i In this case, \I*-cə\i in PAT \I*qʷə-cə\i '(a single) hair' should be kept apart from the PAK form. The problem is still to be investigated."
  67,"*laḳə ?", 717,"hair","","","","","Laḳ́","    Def. a-Láḳ́. An isolated Ub. word with obscure etymology."
  68,"*mV", 718,"1 hand 2 knee 3 kneeling","a-na-ṗə́ 1","naṗə 1","λagʷanǯa-mə-śħ","λagʷaźa-məš́ħa","λa-mā-ša 2","    PAT \I*na-ṗə\i 'hand' (for -ṗə see PWC \I*ṗA\i) is obviously a dissimilation from \I*ma-ṗə.\i The root \I*ma\i is clearly seen in compounds like \I*ma-cʷA\i 'finger' (Abkh.  \Ia-ma-čá,\i Abaz. \Ima-čʷə\i), Abkh. \Ia-ma-χʷár\i  'arm' etc. §    Outside AT the same root (with the general meaning "extremity") can be probably discovered within the common WC designation of "knee": AT \I*mə-qA\i (Abkh. \Ia-š́a-mχə́,\i Bz. \Ia-š́a-mχə́,\i Abaz. \Iš́a-mqa\i); Ub. \Iλa-mā-ša\i (where the first part is the PWC root for 'foot, leg' q.v. and the last part is the PWC root for 'head': the whole compound can thus be interpreted as "head of leg's extremity"). In AK this root has survived only within the compound \I*λa-gʷa(n)ža-mə-śħa\i 'kneeling' (\I*λa-gʷa(n)ža\i is the PAK word for 'knee').  Thus Abdokov's (1983, 79) comparison of PAT \I*mə-qA\i with an isolated Akhvakh  form (Akhv. \Imuq̇u\i 'knee') should be rejected."
  69,"*q̇́Ia (~*q:́Ia)", 719,"hand","","","ʡa","ʡa","q̇ā-ṗá","    PAK \I*ʡa;\i Ub. def. \Iá-q̇aṗa.\i For the etymology of -ṗa see \I*ṗA;\i the root \Iq̇a-\i is discoverable in many compounds (\Iq̇a-(n)cʷá \i'finger' etc.). §    External correspondences suggest that this root must have been labialised, but labialisation was for some reason lost in PWC. Indeed, we find the labialised form \I*q̇́Iʷa\i (\I~*q:́Iʷa\i) within the compound \I*q̇́Iʷa-(p)ƛ̣a\i (~*q:́Iʷ-) 'arms, embrace; to embrace' q.v. §    AT parallels for this root suggested by several authors are not persuasive (see Шагиров 2, 154 - 155 with literature)."
  70,"*SqIa", 720,"head","χə","qa","śħa","śħa","ša","    PAK \I*qA\i (cf. also Bz. \Ia-χə́\i), PAK \I*śħa;\i Ub. def. \Ia-šá.\i A cluster with some front fricative must be reconstructed for PWC on basis of the Ub. and AK forms; its precise nature is hard to establish."
  71,"*χ(I)a-",  60,"1 to hear 2 to be heard, reach one's ears","a-ħa-rá 1","ħa-ra, ʕa-ħa-ra 2","","","","    PAT \I*ħa-.\i The PWC reconstruction is tentative: without Ub. and AK parallels we could reconstruct *χ, *χ́,*q̇I,*q̇́I,*χI or *χ́I."
  72,"*q:́IʷA", 408,"1 to hear 2 to be heard, reach one's ears","ā́ʕʷ-ra 2","aʕa-ra 1","ʡʷə- 2","ʡwə- 2","q̇ʷə- 1,2","    PAT \I*(a)ʕʷA-.\i In Abaz. a secondary delabialisation (probably under influence of \Iħa-ra,\i \Iʕa-ħa-ra\i 'be heard') had occurred; the original variant is preserved within the compound \Iʒər-ʕʷ-ra\i 'listen' (see under \I*ŁA\i 'ear'). §    PAK \I*ʡʷə-\i (there exists also a "centripetal" form \I*ʡʷa-\i > Ad., Kab. \Iʡʷa-n\i). Ub. 3 sg. \Ia-q̇ʷə́-n.\i §    The same root is also present in the common WC compound \I*ĺA-q:́IʷA-\i 'listen' (see under \I*ŁA\i 'ear')."
  73,"*λʷə-",  54,"to hear","","","zaxa-xə-n","zaxa-xə-n","","    PAK \I*xə-\i (used only with preverbs). The PWC reconstruction is only tentative without AA and Ub. parallels (since PAK *x may go back to *λʷ, *ƛ́w, *λ́ʷ, *x(ʷ), *x́ʷ)."
  74,"*ǵʷə",  55,"heart","a-gʷə́","gʷə","gʷə","gʷə","ǵə","    PAT \I*gʷə,\i PAK \I*gʷə,\i Ub. def. \Ia-ǵə́.\i"
  75,"*q:́ʷa", 593,"horn","a-ṭʷə́ʕʷa","č̣ʷʕʷa","bźā-q:ʷa","bźā-q:ʷa","q́a","    PAT \I*ṭʷə-ʕʷa;\i PAK \I*bźa-q:ʷá\i (the etymology of \I*bźa-\i see under \I*bə̃źʷa\i).     Shagirov (1, 88) thinks that -q:ʷa here is the same as in \I*λa-q:ʷá\i 'foot, leg'. This could be true if the compound had meant originally 'toe-nail' (lit. "foot-horn"), cf. an analoguous semantic development in Balto-Slavic (*noga). The same root may be discovered in other derivates like Kab. \Iq:ʷā-gʷa\i 'hornless, one-horned', Ad., Kab. \Iq:ʷā-pa\i 'corner, angle', Kab. \Iq:ʷā-ps\i 'root' etc. §    Ub. \Iq́a\i and PAK \I*q:ʷa\i point unambiguously to PWC \I*q:́ʷa;\i however, in PAT we would rather expect \I*qʷa\i than \I*ʕʷa.\i The reason of the irregularity is that the PAT form must have originally been a compound: 'two horns', PWC \I*tqI:́ʷə-q:́ʷa\i which underwent a dissimilation and was transformed into \I*ṭʷəqI:́ʷa\i > PAT \I*ṭʷəʕʷa.\i In this way the numeral retained here the initial dental, which was lost in the independent position (PAT \I*ʕʷə\i 'two' q.v.)."
  76,"*sA",2283,"I (1st p. pr.)","sa-rá","sa-ra","sa","sa","sə-ʁʷá","    PAT \I*sa(-ra)\i (cf. also Bz. \Isa-rá\i), PAK \I*sa.\i The root (in the Ablaut grade \I*s(ə)\i) is used in all languages as a pronoun prefix of the 1st person sing."
  77,"*śV", 768,"to swim","a-ʒ-sa-ra","ʒ-ca-ra","ja-sə-n","ja-sə-n","ʒ́aśa-","    PAT \I*ʒ́ə-śa-\i (cf. also Bz. \Iá-ʒ́-śa-ra\i). For the first component (present also in Ub. \Iʒ́a-śa-\i) see \I*ʒ́V-.\i In Abaz. (and in the Abkh. Bz. variant \Iá-ʒ́-ća-ra\i) there occurred an assimilation (\I-ʒ́-śa-\i > \I-ʒ́-ća-\i), perhaps not without influence of \I*ća-\i 'to go' q.v. §    In PAK (\I*ja-sə-\i) the root is present without the first component \I*ʒ́A\i (but with a pronominal prefix)."
  78,"*ḳʷə-", 721,"kill","","","wəč̣́ə-n","wəč̣ə-n","ḳʷə-","    PAK \I*wə-ḳə-\i (with a transitivizing prefix *wə-), Ub. 1st p. \Ia-s-ḳʷə́-n.\i Despite a phonetic irregularity (loss of labialisation in PAK), it seems to us impossible to separate the AK and Ub. forms (which had been compared by Dumézil and Fähnrich 1972, 657). It is most probable that labialisation of *ḳʷ was lost in PAK under dissimilation with the initial prefix *wə-."
  79,"*q:ara", 597,"far","á-χara","qara","","","","    PAT \I*qara\i (cf. Bz. \Iá-χara\i)."
  80,"*gʷan(ə)ž́a", 722,"knee","","","λa-gwānǯa","λa-gwāźa","","    PAK \I*λa-gʷa(n)žá (*λa\i 'foot, leg' q.v.). It is hardly possible (for semantic reasons) to compare the AK form with Ub. \Iǵanć̣á\i 'handle' (see Shagirov 1977, 249)."
  81,"*dərə-", 723,"know","a-də́r-ra","dər-ra","","","","    PAT *dərə-. Further etymology unclear."
  82,"*ć̣V-", 160,"1 know 2 learn","a-c̣a-rá 2","","ṣ́a-n 1","ṣ́a-n 1","ć̣a- 1","    PAT \I*ć̣a-\i (cf. also Bz. \Ia-ć̣a-rá\i); Ub. 1st p. \Ia-s-ć̣á-n.\i PAK \I*c̣ʡa-\i: initial cluster is reconstructed on basis of Shaps. \Iṣq̇a-.\i The element -ʡa is treated (by Lomtatidze 1972, 130-133 and Shagirov 2,152) as an affirmative affix. Whatever it was, it influenced the development of the initial affricate (all affricates in such clusters become palatal in PAK). The original c̣- (which is the normal PAK reflex of PWC *ć̣) is probably retained in Kab. \Ic̣ə-xʷə-n\i 'be acquainted (with someone)'."
  83,"*p:əǴə (~*b-)", 724,"1 leaf 2 to open (of leaves)","a-bʁ́ə́ 1","bʁ́ə 1","","","bʁ́ə- 2","    PAT \I*bəɣ́ə;\i Ub. 3d sing. \Ia-bʁ́ə́-n.\i"
  84,"*Ła(m)pa (~*l-)", 499,"leaf","","","tħāp","tħampa","","    PAK \I*tħá(m)pa\i. Abitov's and Shagirov's (2, 83) explanation ("ear"+"front part") is clearly a folk etymology. The word has quite reliable parallels in EC languages. AK > Osset. (Dig.) \Iṭafä\i 'leaf', see Abayev 1979, 350.."
  85,"*ṗƛ̣a", 150,"1 leaf 2 foliage","","","ṗč̣́ā-ś 2","ṗṣ́ā-śa 2","ṗć̣a-pá 1","    PAK \I*ṗč̣á-śa\i (the second component is not quite clear; without it cf. probably Kab. \Iṗṣ́i-j\i 'plane seeds' = "belonging to leaves", see Shagirov 2, 53; despite Abdokov 1983, 107 it is hardly a separate WC root). In Ub. cf.  also \Iṗć̣á-wa\i 'leaf', \Iṗć̣ā́-d(ə\i)ʁa 'paper'. The correspondence PAK *č̣́: Ub. ć̣ points unambiguously to PWC *ƛ̣."
  86,"*ja", 194,"1 to lie 2 to sleep","a-ja-rá 1","","-ja-n 2","-jə-n 2","","    In PAK the root may be discovered within the compound \I*č:ə-ja-\i 'to sleep' (see \I*ƛ:ʷa\i 'sleep')."
  87,"*λ́ə-", 133,"lie","a-š́-ta-rá","š́-ṭa-za-ra","-λə-","-λə-","-λə-","    PAT \I*š́ə-ta-\i (with unclear glottalization in Abaz.); the element *-ta- may be possibly identified with the locative verbal stem \I*-ta-\i 'to be (inside)'. In AK (PAK \I*λə-\i) and Ub. this root is used only with locative preverbs (cf. Kab. \Ijə-λə-n\i 'lie within', Ub. \Ibʁ́a-λə-\i 'lie upon'  etc.). In Ub. the root is confined to the plural (being the collective counterpart of -sə- q.v.). §    The transitive meaning ("to put") is not attested in the verbal paradigm, but there are some nominal derivates which have preserved it: cf. Kab. \Iλa\i 'place' (*'place to put smth.'), Ub. \Iλa-šʷá\i 'sheath, case' ("place (-šʷa) to put smth. in")."
  88,"*gʷa (~*ǵʷ-,*k:ʷ-)", 396,"near","ā́jgʷa","argʷa-nə","","","","    PAT \I*ajə-gʷa\i / \I*arə-gʷa\i (with pronominal or reflexive prefixation; in Abaz. cf. also \Iajgʷa\i 'friend'). The Abkh. form \Iājgʷa\i goes back to \I*ʕa-ajə-gʷa\i with an additional locative prefix."
  89,"*sə- (~ *š-)",  89,"1 sit 2 sit; lie","","","-sə-n 1","-sə-n 1","-s- 1,2","    PAK \I*-sə-\i (used only with preverbs, e.g. \I*jə-sə-\i etc.). In Ub. the verb is also attested only with preverbs."
  90,"*c̣ʷA", 725,"liver","a-gʷa-č̣̌á","č̣ʷa","ṣ́ʷə","","ǵə-cʷá-bIa","    PAT \I*c̣ʷa\i (in Abkh. - a compound with \I*gʷə\i 'heart'). Ad. < PAK \I*c̣ʷə.\i Ub. also has a compound with \Iǵə\i 'heart' (cf. Abkh.) + \IbIa\i 'grey'. Note the loss of glottalization in Ub. (a misspelling of Vogt?); the normal glottalized form of the root appears in \Ic̣ʷa-cá\i 'gall' (-ca is probably 'burning, bitter'). §    See Shagirov 1977, 2, 83."
  91,"*ajəš:ʷə- ?", 782,"short","","ajšəs","","","","    Isolated in Abaz. with obscure etymology."
  92,"*laməć̣ʷə- ?", 726,"liver","","","tħamṣ́əʁw","tħamṣ́əʁw","","    PAK *tħaməć̣əʁʷə. Obviously a compound of some kind, but a good explanation is not found yet. (Shagirov 2,83 proposes 'spirit' (*tħa) + 'accompany', Kab. ṣ́əʁʷə-n - but the latter corresponds to Ad. č̣́əʁʷə-n < *č̣əʁʷə-). Despite  Abdokov 1982, 83, the AK form should certainly be kept distinct from WC *c̣ʷA  'liver' q.v."
  93,"*ŁʷA",  66,"long","a-wə́","wə","č̣́ə-ħa","č̣́ə-ħ","wa","    PAT \I*wə;\i PAK \I*ḳə-ħÁ.\i In the first part of the AK compound we may possibly see PAK \I*ḳə-\i 'grow' (unlike Shagirov 2, 135 we wouldn't like to split PAK \I*ḳ��̣́ə́\i 'short' and find in it's first part the same component; see the etymology of this word). The second component, \I*ħA,\i is strangely enough, related by Shagirov (ibid.) to PAK \I*ħA\i 'bring, carry'. We would still like to follow Trubetzkoy in connecting the AK and Ub. forms (the ħ:w correspondence is here just the same as in the word for "dog"). However, PAT should have regularly had l-, not w- here; perhaps we should assume that PWC *Łʷ was for some reason split into l and w in PAT (position before different vowels? - there are too few examples to come to a definite conclusion).     §    In Ub. wa can be also discovered in the word for far (\Iλa-wá\i lit. 'long for feet')."
  94,"*ć̣A",  67,"1 louse 2 nit","a-c̣á 1","c̣a 1","c̣a 1","c̣a 1","ṭa-ć̣ 2","    PAT \I*ć̣a\i (cf. also Bz. \Ia-ć̣\i); PAK *c̣a. Ub. has a compound of \I*ṭa\i 'nit' + \I*ć̣A\i 'louse' (despite Shagirov 2, 125 Ub. \Iṭaḳ́\i 'louse' can not belong here; coincidence with -ć̣ in \Idəmać̣\i 'egg' is probably fortuitous)."
  95,"*ṭa", 727,"1 louse 2 nit","","","","","ṭaḳ́ 1, ṭać̣ 2","    The Ub. root \Iṭa-\i is isolated (\Iṭa-ḳ́\i may be an old singulative form; about -ć̣ see \I*ć̣A\i - Ub. \Iṭa-,\i inspite Shagirov 2, 125, can have nothing to do with this root), but has rather probable EC parallels."
  96,"*q:ać̣a", 728,"man","a-χác̣a","qac̣a","","","","    PAT *qać̣a (cf. also Bz. a-χáć̣a). Pl. *qa-cʷa (Abkh. a-χáča, Abaz. q��ʷa) is probably a reduction of *qać̣a-cʷa."
  97,"*ƛ̣́ə", 634,"man","","","ƛ̣ə","ƛ̣ə","","    PAK \I*ƛ̣ə.\i Despite Abayev 2,19-20, Balkarov 1969,171, Shakryl 1968, 30-31, 77 and Shagirov 1,257 the AK word can not be related to PAT \I*ləgə\i 'slave; old man'."
  98,"*kʷabž́a ?", 729,"man, husband","","","","","kʷabž́á","    An isolated Ub. word with obscure etymology."
  99,"*racʷa ?", 730,"many","á-r��̌a","","","","","    Isolated in Abkh. with unclear etymology (the element -ča should be perhaps identified with the plural suffix -ča ?)."
 100,"*λ́arəda", 731,"many","š́árda (Dzhan)","š́arda","","","","    PAT *š́arəda (the Abkh. word is noted only in Dzhanashia's dictionary). Further etymology unclear."
 101,"*bIA", 202,"1 many 2 thick 3 thumb, big toe","-b 3","-ba 3","ba 1","ba- 1 (in comp.)","bIə 2","    The root is preserved independently in Ad. (PAK \I*ba\i 'many'; Kab. preserves it only within compounds like \Iba-ʁʷa-n\i 'to increase, prosper' - see Шагиров 1,70-71) and Ubykh. AT languages have kept the root only in compounds \I*macʷəqA-bA\i 'thumb' (Abkh. \Ia-načχə́-b,\i Abaz. \Im��ʷqa-ba\i) and \I*š́acʷəqA-bA\i 'big toe' (Abkh. \Ia-š́ačχə́-b,\i Abaz. \Iš́��ʷqa-ba\i) = Ub. \Iq̇a(n\i)cʷa-bIə, \Iλa(n\i)cʷa-bIə.   §    Another common WC compound with the same component is \I*λ́a-bIA\i "foot's bulge" > Ad. \Iλa-b\i 'heel', Ub. \Iλa-bIə\i (in compounds) - see Dumézil 1965, 235, Шагиров 1, 248-249).     §    On the etymology of PAK \I*ba\i see Шагиров 1,70-71 with literature (all attempts to separate this morpheme from Ub. \IbIə\i and AA \I*-bə\i seem to us superfluous)."
