"NUMBER","PROTO","PRNUM","PSPEECH","MEANING","NEPALI","DERCOMM","COMMENTS"
 177,"dilipopo", 704,"n.","nocturnal forest eagle-owl Bubo nipalensis"," lāṭo-kosero, lāṭ-kaserā.","",""
 178,"din",   0,"n.","day.","","[< Nep. din ]",""
 179,"Di:bumi",   0,"n.myth.","1) the hunting goddess, the goddess of the hunt, a communal ancestor goddess who must be worshipped by the men of the clan by sacrificing a chicken to it faraway on a cliff in the jungle because the hunt used once to be the sole source of food of the Dumi ancestors and, if the goddess of the hunt be neglected, she may afflict the menfolk with illness; 2) hunter, archer; 3) the hunt; prey, game.","","[-mi fem.sf.]",""
 180,"di:r",   0,"n.","pleasure, pleasingness"," man.","[< de:rnɨ vt-3 'suit someone' (Nep. suhāunu )]","cf.  \X0lɨnɨ\x \X0vi-4\x (2d)"
 181,"dɨ",   0,"n.","hole, cavity, pit.","","",""
 182,"dɨʔ́dambhu",   0,"n.","the tree Ficus roxburghii"," nibhāro","[-bhu 'tree']"," cf.  \X0waysibhu.\x"
 183,"dɨdhɨkwam", 948,"n.","nipples (human)","","[< Nep. dudh 'milk']","cf.  \X0nimpho.\x In STEDT 209 compared with Meithei khom 'breast', Mikir kúm-bú id. < *kom 'breast, milk'."
 184,"dɨkhɨm",   0,"n.","chin","","","cf.  \X0da:li.\x"
 185,"dɨkhɨmsəm",   0,"n.","beard"," dāhrī","[dɨkhɨm 'chin' + səm 'body hair']"," cf.  \X0da:li,\x \X0da:lisəm.\x"
 186,"dɨlə",   0,"n.","small hole, cleft, opening"," chẽḍ, chĩḍ.","[< dɨ 'hole']",""
 187,"dɨlidɨm",   0,"n.","progenitress.","","",""
 188,"Dɨmatsu",   0,"n.","Dumi family name of the Bɨ́rösmi: clan","","","cf.  \X0supeʔ.\x"
 189,"dɨmnɨ",   0,"vi-1 dɨm","meet, run into each other"," milnu.","",""
 190,"dɨmnɨ",   0,"vt-1 dɨm","blow (e.g. mi 'a fire')"," phuknu.","",""
 191,"dɨmnɨ",   0,"vt-1 dɨm","meet, run into"," bheṭnu.","",""
 192,"dɨspɨ",   0,"n.adj.masc.","1) eldest born (of a sibling); 2) most able, most skilled, most capable, wisest, most authoratative (of peers, deities or hierarchically structured phenomena), (with -yikə 'than') more proficient (at something, -bi 'in'), better (at something, -bi 'in'), superior","jeṭho","","cf.  \X0to:dɨ.\x"
 193,"dɨspɨbɨ",   0,"n.","eldest brother","","[< dɨspɨ 'eldest']","cf.  \X0bɨsimbɨ,\x \X0tɨmsibɨ,\x \X0to:dɨ,\x \X0to:dɨse.\x"
 194,"dɨtəm",   0,"adj.","white"," seto",""," cf.  \X0hi:təm,\x \X0kulɨm.\x"
 195,"doknɨ", 582,"vt-2a dokt/dok-dukh/duk","1) get, receive, be allowed to, get the opportunity or chance to 2) -tɨm doknɨ, become aware of, learn, find out, come to know","1) pāunu; 2) thāhā pāunu.","","2) \IAniʔa\i \Idzuʔu\i \Itɨm\i \Iadukhini?\i Have you found out how cold it is? (Nep. \ITimīharule\i \Imātra\i \Ijāḍo\i \Ithāhā\i \Ipāyaũ?\i \I)\i"
 196,"dotsem",   0,"n.","the higher and smaller of two rectangular platforms suspended on ropes from the ceiling above the fireplace for storing pots and pans and for drying plants and foodstuffs","","","many taboos surrounding the \Idotsem\i are attributed to the fact that \INa:ghɨle:m\i was born there; cf.  \X0hotso.\x"
 197,"dotsir",   0,"n.","wheat"," gahũ.","",""
 198,"do:", 510,"n.","scalp, hair on head"," kes!",""," cf.  \X0do:səm;\x \X0thu.\x"
 199,"do:khotnɨ",   0,"vt-2a do:khot-du:khuts/du:khus","see"," dekhnu.","",""
 200,"do:khotnsɨnɨ",   0,"vr.erg.","see oneself.","","[< do:khotnɨ 'see']",""
 201,"do:səm",   0,"n.","hair on head"," keś.","[do: 'scalp' + səm 'body hair']",""
 202,"duʔme:lam",   0,"n.","task, chore, assignment.","","[< me:lam 'work']",""
 203,"duknɨ", 518,"vi-1 dukh/duk","stub, knock"," ṭoknu.","","\ILuʔa\i \Io:-tsopmsi\i \Idukhə\i I stubbed my toe on a rock; \ILuʔa\i \Itsopmsi-bi\i \Iadukha?\i Did you stub your toe on a rock?"
 204,"duknɨ",   0,"vt-2a dukt/duk-dukh/duk","bump or knock something against a surface or other object.","","[dir. < duknɨ 'bump, stub']",""
 205,"dumbo",   0,"n.","husband","","","cf.  \X0me:ʔe.\x"
 206,"Dumi",   0,"n.","Dumi","","","cf.  \X0Roʔdɨ.\x"
 207,"dumo:", 979,"adv.","much, many","","","cf.  \X0titsu,\x \X0tu:.\x"
 208,"dunum",   0,"n.","the world, the Earth","","[< Nep. duniyā?]","vide  \X0dunum-sənəsɨm.\x"
 209,"dunum-sənəsɨm",   0,"n.","the World, the Earth"," duniyāʔ-sãsār.","[dunum 'world' + sənəsɨm 'world']",""
 210,"ḍya:ksi",   0,"n.","small tub for washing clothes in.","","[Nep. ḍyāksī ]",""
 211,"dhanum",   0,"n.","bow","","[Nep. dhanu 'bow' + -m nom.sf.]","vide  \X0sirɨsa.\x"
 212,"dha:mro:", 456,"n.","1) cliff, precipice; 2) avalanche (with ho:tnɨ vi-3 'come' or khotnɨ vi-3 'go')","1) bhīr; 2) pahiro","","2) \IDha:mro:\i \Ihutsa\i An avalanche came down."
 213,"dha:mro:-sisa:mro:",   0,"n.poet.","cliffs and escarpments, rocky mountain slopes, rock faces.","","[dha:mro: 'cliff' + sisa:mro: rhyming jingle]",""
 214,"dhitnɨ",   0,"vt-2a dhit-dhits/dhis","follow"," pachyāunu.","",""
 215,"dhunɨ", 506,"vt-6a dha-dhuy/dhu-dhɨ-dho","(only with third singular patient agreement) dig (e.g. a hole)"," khannu",""," cf.  \X0koknɨ.\x"
 216,"dhyəknɨ",   0,"vi-1 dhyəkh/dhyək","be or become plugged up, be or become sealed off.","","",""
 217,"dhyəknɨ", 580,"vt-2a dhyəkt/dhyək-dhyəkh/dhyək","plug up (e.g. one's ears, a hole), seal off"," bujyāunu","[dir. < dhyəknɨ 'get plugged up']"," cf.  \X0sa:tnɨ.\x"
 218,"ḍhukum",   0,"n.","Streptopelia spp. (tranquebarica, chinensis, orientalis) species of turtledove known in Nepali by the name ḍhukur, slightly smaller than a pigeon","","[< Nep. ḍhukur + -m nom.sf.]","the Nepali name is an onomatopoeic approximation of the bird's warbling call."
 219,"dzagúyɨk",   0,"n.","circular hand-driven grinding stone or millstone consisting of two circular slabs lying one atop the other, the upper one equipped with a stick handle and a hole in the centre through which a wooden pivot loosely holds it in place with respect to the slab underneath"," jāʔto","[the element dzagu- (< dza: rice) is allegedly equivalent to Nep. jāʔto; -yɨk < yɨknɨ vt-2a 'turn about, grind' (Nep. ghumāune )]","the \Idzagúyɨk,\i like the \Ipɨnkɨk\i (q.v.), are believed by the Dumi to have been originally invented by the ancient cannibalistic Rākṣas; cf.  \X0dza:ntəm,\x \X0yɨkdzu.\x"
 220,"dzákha",   0,"adv.","slowly, gradually"," bistārai.","",""
 221,"dzam",   0,"n.","rice straw"," parāl","[< dza: 'paddy'; also attested in Sasarkā ]"," cf.  \X0dza:kokti,\x \X0dza:,\x \X0sura.\x"
 222,"dzasi",   0,"n.","fruit"," phal.","",""
 223,"dza:", 312,"n.","1) rice; 2) cooked grain, esp. cooked rice"," bhāt",""," cf.  \X0dzam,\x \X0dza:kokti,\x \X0sura.\x"
 224,"dza:kokti",   0,"n.","the rice plant Oryza sativa"," dhānko boṭ","[dza: 'paddy', kokti < koknɨ vt-2a 'cut', lit. dhān kāṭeko ]"," cf.  \X0dza:,\x \X0dzam,\x \X0sura.\x"
 225,"dza:koktiboʔo",   0,"n.","rice straw"," parāl.","[dza:kokti 'paddy', the rice plant + boʔo < Nep. boṭ plant]",""
 226,"dza:kö",   0,"n.","rice and cooked vegetables"," bhāt-tihun.","[dza: 'cooked rice' + kö 'cooked vegetables']",""
 227,"dza:ńtəm",   0,"n.","vide \X0dzagúyɨk.\x","","[< Nep. jānto + -m nom.sf.]",""
 228,"dza:r", 801,"n.","disgust, revulsion","","","\Iɨntsi\i \Idza:r\i \Iluyi\i We are filled with disgust, Nep. \Ihāmī\i \Iduĳanālāī\i \Ighīn\i \Ilāgyo.\i"
 229,"dza:rbɨlɨ",   0,"n.","trash, refuse; revulsion, something vile, something disgusting"," phohor-mailā","[< dza:rnɨ 'be revolted by']"," \Iekdam\i \Ighīn,\i \Ighīn\i \Ilāgdā.\i"
 230,"dza:rnɨ",   0,"vt-2a dza:rd/dza:r-dza:r","be revolted by, feel disgust towards or be disgusted by someone or something"," ghīnāunu.","",""
 231,"dza:́sɨmbhu",   0,"n.","the monkey jack tree, Artocarpus lakoocha"," barhar, baḍahar.","[also attested in Sasarkā; -bhu 'tree']",""
 232,"dze:nɨ", 316,"vi-2 dze:-dzi:y/dzi:","speak, talk.","","",""
 233,"dze:tnɨ",   0,"vt-2a dze:t-dzi:ts/dzi:s","call, address, strike up a conversation with"," bolāunu.","[dir. < dze:nɨ 'speak']",""
 234,"dze:ṭhum",   0,"n.","wife's elder brother","","[< Nep. jeṭhān 'wife's elder brother']","cf.  \X0me:ʔe.\x"
 235,"dziʔlibhu",   0,"n.","species of tree"," ghurbiso.","[also attested in Sasarkā; -bhu 'tree']",""
 236,"dzitnɨ", 307,"vi-3 dzits/dzis-dzit","get wet, become wet"," bĳhinu",""," cf.  \X0dzi:tnɨ,\x \X0dzi:tnsinɨ.\x"
 237,"dzi:tnɨ", 307,"vt-2a dzi:t-dzi:ts/dzi:s","make wet"," bĳhāunu",""," cf.  \X0dzitnɨ,\x \X0dzi:tnsinɨ.\x"
 238,"dzi:tnsɨnɨ",   0,"vr.non-erg.","get oneself wet","","[< dzi:tnɨ 'make wet']","\IAn\i \Ia-ho:p\i \INə\i \Iadzi:tnsi\i You got yourself wet."
 239,"dzɨlöm",   0,"n.","flint, flintstone"," cakmak",""," cf.  \X0tsipuli.\x"
 240,"dzɨnɨ", 311,"vi-4 dzo:-dzɨ-dzuy/dzu","be eaten, be edible.","","",""
 241,"dzɨnɨ",   0,"vi-4 dzo:-dzɨ-dzuy/dzu","durative aspectivizer affixed to intransitive verb stems","","","vide  6.3.6."
 242,"dzoʔdɨme",   0,"n.","cannibal woman.","","",""
 243,"dzuʔu", 310,"n.","cold, chill","","","cf.  \X0da:pnɨ\x \X0vt-2a,\x \X0doknɨ\x \X0vt-2a\x \X0(2),\x \X0dzuʔye:m,\x \X0lɨnɨ\x \X0vi-4\x (2g), \X0mɨtnɨ\x \X0vt-2a\x \X0(4).\x"
 244,"dzuʔye:m",   0,"adj.","cold (of liquids)"," ciso","[< dzuʔu 'cold, chill']"," cf.  \X0waʔye:m,\x \X0wəmye:m.\x"
 245,"dzunɨ", 311,"vt-6a dza-dzuy/dzu-dzɨ-dzo","1) eat 2) take an oath (sɨptɨ )","1) khānu","","2) a Nepali calque, cf.  \X0Sɨptɨ\x \X0dzaNtə\x I'll take an oath (cf. Nep. \X0Kasam\x \X0khānchu\x \X0);\x cf. \X0mɨnnɨ\x \X0vt-7\x \X0(10).\x"
 246,"dzunɨ",   0,"vi-6a dza-dzuy/dzu-dzɨ-dzo","durative aspectivizer affixed to transitive verb stems","","","vide  6.3.6."
 247,"dzunɨmɨl",   0,"n.","food, foodstuffs"," khāne kurāharū.","[eat-ɨNF + p]",""
 248,"dzunɨN",   0,"n.","moon, moonshine"," jūn, candra.","[? < Nep. jūn 'moon, moonshine']",""
 249,"dzhən",   0,"adv.","even more, yet moreso","","[< Nep. jhan ]","cf.  \X0me:Nə.\x"
 250,"ʔe",   0,"adv.","particle of reported speech or 'hearsay evidential', indicating that the proposition stated in the clause has not come to the knowledge of the speaker through direct observation, but by word of mouth","","","cf.  Nep. \X0re,\x \X0are.\x"
 251,"e:nɨ",   5,"vi-2 e:-i:y/i:","shit, defaecate"," hagnu",""," vide  \X0i:npa:nɨ.\x"
 252,"gaNge:rma",   0,"n.","a species of forest bamboo (Nep. ban bāʔs ) found in the Tarāī","","[<? Nep. ghangāru 'Pyracantha crenulata']","\IgaNge:rma\i \IsaNge:rma\i \I[saNge:rma\i rhyming jingle < \IsaNge:rbu\i \I'Arundinaria\i \Iaristata']\i underbrush and reeds."
 253,"ga:ʔnɨ",  70,"1) vi-1 ga:/ga:ʔ 2) n.","1) burn (of lamps); 2) light, lamp","1) balnu",""," 2) \Idīpak.\i"
 254,"ga:ro",   0,"n.","wall.","","[Nep. gāhro ]",""
 255,"gi:mnɨ", 803,"vi-1 gi:m","set (of na:m 'the sun')","","","\INa:m\i \Igi:ma\i Night has fallen; cf.  \X0lɨnnɨ\x \X0vi-3.\x"
 256,"gɨmnɨ", 117,"vt-1 gɨm","brood (eggs)"," othryāunu","","\IPhuʔa\i \Iɨ-ti:\i \Igɨmta\i The chicken broods its egg; \IPhuʔa\i \Iɨ-tsuʔu\i \Iləndɨ\i The chicken hatched its chick; cf.  \X0sɨmnɨ\x \X0vt-1.\x"
 257,"gɨmphɨ-dzɨm",   0,"n.","mat and basket weaving.","","",""
 258,"gɨnɨ",   0,"vi-4 go:-gɨ-gu","existential 'to be'","","","vide  5.4; cf. \X0ma:Ngu.\x"
 259,"gɨrɨ", 123,"n.","thorn"," kāʔḍā.","",""
 260,"gɨrtɨN",   0,"n.","thunder, thunderstorm.","","",""
 261,"gɨsi:",   0,"n.","Rubus ellipticus, large thorny bush of the rose family with white flowers and berries which are initially red but ripen into a yellow fruit in the month of Jyes5ṭha (Jeṭh)"," aĩselu.","",""
 262,"go", 119,"n.","horn"," sin%.","",""
 263,"gogo", 113,"n.","crow"," kāg.","",""
 264,"golpɨ", 163,"adj.","big, large"," ṭhūlo",""," cf.  \X0mɨnnɨ\x \X0vt-7\x \X0(3).\x"
 265,"golpɨ tsopmsi",   0,"adj. + n.","(lit. 'big digit') thumb; big toe","","","cf.  \X0sibirtsopmsi.\x"
 266,"gotsu",   0,"n.","spider"," mākurā",""," cf.  \X0bhuskam,\x \X0bhusum,\x \X0bhusuN,\x \X0bhutsaʔa.\x"
 267,"go:",   0,"n.","mind, feeling, heart, thought"," cit",""," cf.  \X0sa:go:.\x"
 268,"go:nəm", 489,"n.","stinging nettle, esp. as kö"," sisnu",""," cf.  \X0Na:l.\x"
 269,"go:rum",   0,"n.","bull, steer","","[Nep. gorū 'bull' + -m nom.sf.; also attested in Sasarkā ]","cf.  \X0bhiʔi.\x"
 270,"gu",  64,"n.","clothes"," lugā","[also attested in Sasarkā ]"," cf.  \X0gu-sikiri,\x \X0sikiri.\x"
 271,"gu-sikiri",   0,"n.","clothes, clothing, garments, wardrobe"," lugā-phāṭo.","[gu 'clothes' + sikiri 'clothing']",""
 272,"gu sirnɨ kho:",   0,"circumloc.","clothes washing vessel"," lugā dhune bhāʔḍā.","","cf.  \X0ḍya:ksi\x"
 273,"gutna", 116,"n.","joint; knee","","","cf.  \X0gutna-khopnɨ,\x \X0kɨtna,\x \X0phoʔlɨ-gutna,\x \X0kalkal.\x"
 274,"gutna-khopnɨ",   0,"n.","kneecap, patella.","","[gutna 'knee' + khopnɨ 'cap']",""
 275,"gya:ksi",  76,"n.","soybeans"," bhaṭmās.","[also attested in Sasarkā ]",""
 276,"ghaNge:rsɨ",   0,"n.","the thorny Crateagus (Pyracantha) crenulata, not or no longer native to Dumi-speaking territory"," ghangāru.","[attested in Sasarkā only; < Nep. ghangāru + -sɨ 'wood']",""
 277,"ghɨmi",   0,"adv.","spinning, twirling about, rotation along an axis","","","cf.  \X0lɨnɨ\x \X0vi-4\x (3d), \X0ranta,\x \X0rantam,\x \X0ri:nɨ\x \X0vi-1.\x"
 278,"ghokta", 102,"n.","oesophagus, inside of the throat.","","",""
 279,"ghupiri",   0,"n.","sacred bamboo species Cephalostachyum capitatum (Nep. gopya bāʔs) which Kirāntīs are said not to be allowed to cultivate, and from which sacred implements and attributes of the Dumi shaman (Nep. dhāmī ) are made","","","\Ighupiri\i \Ihupiri\i all species of bamboo, various bamboo types; cf.  \X0hibu,\x \X0hibuna:m,\x \X0hupiri.\x"
 280,"Halkhum",   0,"n.","name of a village in Lamdi:dza.","","[< halnɨ 'offer a sacrifice']",""
 281,"halnɨ",   0,"vt-1 hal","prepare and offer a small sacrifice"," pūjā garnu.","",""
 282,"hammɨl",   0,"pro.","they (plural animate)","","","vide  3.4.; cf.  \X0ɨmmɨl.\x"
 283,"haNnɨ",  33,"vi-1 haN","dry out, dry up.","","",""
 284,"haNmɨtnɨ",   0,"vt-2a haN mɨd/mɨt-mɨts/mɨs","dry out, cause to dry up or dry out.","","[causativized haNnɨ 'dry up']",""
 285,"hardim",   0,"n.","root of the plant Curcuma longa, i.e. turmeric, curcuma"," besār.","[< Bhojpuri, Maithili hardī + -m nom.sf.]",""
 286,"ha:knɨ",  37,"vi-1 ha:kh/ha:k","be or become opened up, open up, get or become or be unclogged"," ughārnu, ukrinu","","\IO:-Ni:tso\i \Iha:kha.\i \IHa:knsi\i \Ino:.\i My ear has gotten opened up. It has opened itself up and gotten better; cf.  \X0sa:tnɨ.\x"
 287,"ha:knɨ", 286,"vt-1 ha:kh/ha:k","open, open up (e.g. kəm 'mouth', ləmtsɨkkə 'door'), unplug, uncork"," ughārnu","","\IA-miksi\i \Iha:kha!\i Open up your eyes!; cf.  \X0mɨnnɨ\x \X0vt-7\x \X0(9).\x"
 288,"heksa:lu",   0,"n.","sternum","","[< sa:lu 'bone']","cf.  \X0lalsa:lu,\x \X0tsat-sa:lu.\x"
 289,"hem",  48,"adj.","which"," kun.","",""
 290,"hemde:y",   0,"adv.","whereabout"," kahāʔ-nera.","[hem 'which' + -de:y 'about, around']",""
 291,"hempa",   0,"adv.","1) where; 2) whither, whereto, which way","1) kahāʔ; 2) kahāʔ, katā.","","\IHempa\i \Iakhusta?\i Where are yous going?"
 292,"hempala",   0,"adv.","whereabouts; whereto"," kahāʔtira. hempo n., [hem 'which' + -po < -bo numeral classifier] which one (both animate and inanimate)",""," Nep. \Ikuncāhĩ.\i"
 293,"heplə", 392,"n.","armpit","","","cf.  \X0kalkal.\x"
 294,"he:m",   0,"postp.adv.","like, in the manner of, as.","","",""
 295,"he:t",   0,"adv.rel","like, as"," jasto, jastai.","",""
 296,"he:tnna",   0,"adv.rel.","like, as, in the fashion of","","[he:t 'like' + -nna 'the manner in which']","\IAN\i \Ipawömpu\i \Ihe:tnna\i \Iu:ktə\i I cry like a cockerel."
 297,"həllɨ",   0,"n.","ploughshare, plough.","","[< Nep. hallo ]",""
 298,"həlnɨ",   0,"vt-3 hul-həl","ruin, wreck, spoil"," bhatkāunu, bigārnu",""," cf.  \X0bi:lnɨ\x \X0vi-1,\x \X0lotnɨ\x \X0vt-2a,\x \X0me:pnɨ\x \X0vt-2a.\x"
 299,"hibu",   0,"n.","bamboo species Cephalostachyum capitatum"," gope bāʔs, gopī bāʔs, gope mālin%go","[attested in Sasarkā only; -bu 'bamboo']"," cf.  \X0ghupiri,\x \X0hupiri.\x"
 300,"hibuna:m",   0,"n.","1) Arundinaria falcata, sacred grassy shrub of the Gramineae family from which the two wands are made which the shaman uses to strike the branches from the isilimbhu oracle 2) the shaman's wand.","1) phurkeḍhõṭ, phurkeghāʔs","[< hibu 'Cephalostachyum capitatum']",""
 301,"hilisiʔim",   0,"n.","the disincarnate spirit of a male who has died an inauspicious death","","","cf.  \X0hoNsa,\x \X0lu:,\x \X0mo:mərəNdi,\x \X0mo:məsiʔim,\x \X0rəNgəli:m,\x \X0sa:yɨ.\x"
 302,"hipnɨ",  27,"vt-2a hipt/hip-hiph/hip","reap (with a sickle: belo-ʔa )"," phārnu.","",""
 303,"hi:",  24,"n.","blood"," ragat",""," cf.  \X0hi:lamdɨ,\x \X0hi:təm.\x"
 304,"hi:knɨ",   0,"vt-2a hi:kt/hi:k-hi:kh/hi:k","(with toksɨ 'neck') turn one's head at the neck, glance back, turn one's head around"," pharkāunu.","","\IANa\i \Io:-toksɨ\i \Ihi:ktu\i I looked behind me./I turned my head around; \IA-toksɨ\i \Iahi:kta\i You'll turn your head around; \IHammɨlʔa\i \Iham-toksɨ\i \Ihi:ktini\i They turned their heads around, i.e. They looked back; \ITowu\i \Ihi:kta!\i \IMowu\i \Ihi:kta!\i (Nep. \Iyatā\i \Ipharka,\i \Iutā\i \Ipharka!\i \I)\i Turn your head this way! Turn your head that way!, i.e. Look over here! Look over there!"
 305,"hi:lamdɨ",   0,"n.","blood vessel.","","[hi: 'blood' + lamdɨ 'road']",""
 306,"hi:Ńsinɨ",   0,"vr.non-erg.","look back and forth, look from side to side, to and fro.","","[< *hi:kNsinɨ < hi:knɨ 'turn one's head']",""
 307,"hi:tə",   0,"adv.","1) how much, how many; 2) intensely"," jati..., jhanai... .","","\Ihi:tə...,\i \Ime:Nə...\i the more..., the more..."
 308,"hi:təm",   0,"adv.","how much, how many"," kati.","[< -m nom.sf.]",""
 309,"hi:təm",   0,"adj.","red"," rāto","[< hi: 'blood']"," cf.  \X0dɨtəm,\x \X0kulɨm.\x"
 310,"hi:yə",   0,"adv.","when"," kahile.","",""
 311,"hi:yə-khi:kə",   0,"adv.","since when"," kahile dekhi.","[< hi:yə 'when']",""
1312,"hɨʔɨ", 798,"n.","wind","","","\IHɨʔɨ\i \Iho:ta\i The wind is blowing; \IHɨʔɨ\i \Ilo:ta\i It's windy out."
 313,"hɨktɨri:m",   0,"n.","the tree Quercus semicarpifolia"," kharsu, karsu.","",""
 314,"hɨlnɨ",   0,"vi-1 hɨl","cough"," khoknu.","",""
 315,"hɨlnɨ",   0,"vi-1 hɨl","get mixed up"," misinu.","",""
 316,"hɨlnɨ",  61,"vt-1 hɨl","mix, blend, mix up"," misāunu,","",""
 317,"hɨNnɨ",  47,"vt-1 hɨN","wait, await"," parkhanu.","",""
 318,"hɨplo",   0,"adj.","1) hot (of liquids and bodily warmth) 2) as an intensifier in the expression: hɨplo wəm oppressive heat, a scorcher","1) tāto","","cf.  \X0wəm.\x"
 319,"hɨrnɨ", 153,"vt-2a hɨrd/hɨr-hɨr","1) fan (e.g. mi 'fire'); 2) with -nu 'nose', snore","","","1) \Iɨma\i \Imi\i \Ihɨrta\i He'll fan the fire; 2) \Ianu\i \Iahɨrdɨ\i you snored; \IHammɨlʔa\i \Iham-kəm\i \Ihɨrtini\i  they snore with their mouth open."
 320,"hɨtnɨ",  41,"vt-2a hɨt-hɨts/hɨs","burn (+ inedible, e.g. sɨ 'firewood')"," ḍaḍhnu.","[dir. < ɨtnɨ 'roast']",""
 321,"hobi", 120,"postp.","inside, within"," bhitra.","[*ho- 'inside' + bi loc.sf.]","cf.  \X0hobu,\x \X0hobɨ,\x \X0hoptɨ,\x \X0hoy\x"
 322,"hobɨ",   0,"adv.","inside (below point of reference)"," bhitra (ohrālo ).","[*ho- 'inside' + -bɨ 'down at']","cf.  \X0hoy,\x \X0hobi,\x \X0hobu,\x \X0hoptɨ\x"
 323,"hobu",   0,"adv.","inside (on the same plane as the point of reference)"," bhitra (terso  ).","[*ho- 'inside' + -bu 'at (same elevation)']","cf.  \X0hoy,\x \X0hobi,\x \X0hobɨ,\x \X0hoptɨ\x"
 324,"hodɨ",  20,"n.","waking state, waking consciousness, as opposed to lemma or syemma, q.v.","","",""
 325,"hoNsa",   0,"n.","immortal soul (the portion of one's consciousness which reincarnates, as opposed to the lu: )","","","cf.  \X0hilisiʔim,\x \X0lu:,\x \X0mo:mərəNdi,\x \X0mo:məsiʔim,\x \X0nɨri,\x \X0rəNgəli:m,\x \X0sa:yɨ.\x"
 326,"hoptɨ",   0,"adv.","inside (above point of reference)"," bhitra  (ukālo ).","[*ho- 'inside' + -ptɨ ̃ -tɨ 'up at', cf. lamtɨ, momtɨ, etc.]","cf.  \X0hoy,\x \X0hobi,\x \X0hobɨ,\x \X0hobu\x"
 327,"Horosɨ",   0,"n.","Dumi family name of the Bɨ́rösmi: clan","","","cf.  \X0supeʔ.\x"
 328,"hosso-hollo",   0,"n.","relief and joy, pleasure, exhiliration.","","",""
 329,"hotso",   0,"n.","the lower and greater of two rectangular platforms suspended on ropes from the ceiling above the fireplace for storing pots and pans and for drying plants and foodstuffs"," bhār","[also attested in Sasarkā ]"," cf.  \X0dotsem.\x"
 330,"hoy",   0,"postp.","inside, within"," bhitra.","[*ho- 'inside' + y < yi loc.sf.]","cf.  \X0hobi,\x \X0hobɨ,\x \X0hobu,\x \X0hoptɨ\x"
 331,"ho:", 768,"n.","king"," rājā.","",""
 332,"ho:da",   0,"adj.","stupid, thick, oafish"," lāṭo","",""
 333,"Ho:di",   0,"n.","Dumi family name of the Bɨ́rösmi: clan","","","cf.  \X0supeʔ.\x"
 334,"ho:mɨ",   0,"n.","queen"," rājā.","[< ho: 'king']",""
 335,"ho:p", 799,"refl.pro.","own, self","","","preceded by the possessive pronominal prefixes: \Io:-,\i \Iintsi-,\i \Iantsɨ-,\i \IiNki-,\i \IaNkɨ-,\i \Ia-,\i \Iantsi-,\i \Iani-,\i \Iɨ-,\i \Iɨmnɨ-,\i \Iham-;\i \IHo:p\i is often followed immediately by the emphatic suffix \I-Nə;\i cf.  \X0Nep.\x \X0nai.\x"
