"NUMBER","PROTO","PRNUM","MEANING","CHIN","CHINNUM","TIB","BURM","KACH","LUSH","LEPCHA","KIR","KIRNUM","STLSNUM","COMMENTS"
  85,"*miə̄k",   0,"examine, think","覛 \I*m̲ēk\i, \I*m̲rēk\i look on, examine.",6814,"\Idmigs\i to fancy, to imagine; to think.","","\Imjit\H1\h\i mind, thought.","","","",   0,   0,"Rawang \Imit\i ~ \Init\i. Ben. 29."
  86,"*meł", 970,"face","面 \I*mhens\i face.",1483,"","","\Iman\H1\h\i the face.","\Ihmēl\i face, looks, appearance (? cf. also \Ihmai\i the face).","\Imlem,\i \Ia-mlem\i face","",   0,   0,""
  87,"*miən",   0,"woman","婚 \I*smə̄n\i wife, in-laws, relations by marriage (?)",2021,"","\Iminh-ma\i woman, wife.","","","\Imít,\i \Ia-mít\i a female, a woman of superior beings","\I*mè(n\i)", 633, 812,"Kham \ImeN-mà\i woman. Cf. PAA *man / *ma:n '(female) in-laws'."
  88,"*mēŋ",   0,"a k. of harmful insect","螟 \I*m̲ēŋ\i insect damaging grain.",4274,"","","(H) \Imjeŋ\i a k. of beetle.","","","",   0,   0,""
  89,"*mĕt",   0,"press","",   0,"","","\Imjet\H3\h\i be pressed or pinned down.","\Ihmet\i (\Ihmeʔ\i) press with the finger.","","",   0,   0,""
  90,"*mē̆t",   0,"extinguish, destroy","蔑 \I*mēt\i destroy, extinguish; have no; 滅 \I*met\i extinguish, destroy.",3958,"\Imed-pa\i not exist, have not.","","(Ben.) \Isi-mit\i.","\Imit\i (\Imiʔ\i) die out, be extinguished, KC \I*mit\i.","\Imŭt\i to be finished, as word, cause","",   0,   0,"BG: Garo \Iki-mit\i; Miri \Imit\i; Rawang \Isəmit\i; Sh. 196, 410; Ben. 80; Coblin 61-62."
  91,"*miw",   0,"insane","",   0,"\Imjo,\i \Ismjo,\i \Ismjon\i be insane, mad.","\Imjaw\i faint.","","","","",   0,   0,""
  92,"*mɨ̄(-k)", 763,"dust, rubbish","塺 \I*mə̄\i dust.",6914,"","\Iəhməuk\i rubbish, refuse.","","","\Imuk\i brushwood, weeds, rubbish of any sort","",   0,1026,"Miri \Ipömuk\i dust. Ben. 78. Cf. also: Kar. *meʔ, Tani *mə, Nusu mui.35 a.55 'sand', Pumi *mV 'earth'."
  93,"*mɨ̄H",   0,"say, instruct","誨 \I*smə̄ʔs\i instruct (cf. also  謀 *mə to plan, counsel)",3639,"\Ismo\i (p., i. \Ismos\i) to say, notice","? mu principle, ă-mu action","","","","",   0,   0,""
  94,"*mɨ̄H",   0,"dark, dull","每 \I*m̲ə̄ʔ\i dark, confused, 悔 \I*smə̄ʔs\i dark, obscure.", 633,"\Irmu,\i \Irmus\i dullness, heaviness.","\Imuh\i be drunk, dizzy.","(H) \Iləmo\i be dark, black (Cf. also \Ima\i be dark, black).","","","",   0,  78,"Cf. also Kabui Naga *mui 'night', (?) LB *mjVx 'night'."
  95,"*məj",1137,"ask","",   0,"\Irma\i (p. \Irmas\i) to ask, \Irmed\i, \Ismed\i (p. \Irmes\i) to ask.","\Imĳh\i ask.","","","\Imă\i to pray to God","",   0,   0,"PG \I*me[C]\i ask. Luce 14."
  96,"*mə̆j",   0,"good","徽 \I*sməj\i good.",4414,"","","\Imai\H1\h\i good.","","","",   0, 458,"Mikir \Ime\i; Rawang \Imɛ\i good; Bodo \Iro-may\i be attractive, \Iso-may\i beautiful. Ben. 66. Cf. also Konyak *mei, Pochuri Naga kɨ-mhie, Jinuo mə.44 'good'; perhaps also Idu me-eŋ, Mikir ki-mi, Gazhuo ma.31 mi.33 'new'."
  97,"*mə̆j(H)",   0,"healthy, vigorous","亹 \I*m̲əjʔ\i vigorous.",8241,"","\Ima\i be healthy, strong.","","","","",   0,   0,""
  98,"*mɨ̄k",   0,"dark","黑 \I*smə̄k\i black.",2898,"\Imog,\i \Ismag\i dark,\I smug\i cherry-brown, purple-brown.","","\Imuʔ\H2\h\i be dark.","\Imūk\i dull (in colour).","","\I*mak\i (\I*mäk\i) black", 865,1198,""
  99,"*mə̄r",   0,"red","璊 \I*m̲ə̄r\i red gem; red millet.",7227,"\Idmar\i red.","\Imajh\i black, blue.","","","","",   0, 268,"PG \I*màr\HL\h\i gold, Sangtam amo 'red', Dulong mar 'yellow', Kham mol 'black'."
 100,"*m-ləw",   0,"swallow","",   0,"","\Imjəw\i (OB \Imljəw\i) to swallow, gulp, LB \I*mləw\i.","\Imoʔ\H3\h\i to take, as in one bite or swallow.","","","",   0,   0,"\I\H\h\iKanauri \Imyũ\i to swallow. Cf. also Angami \Ime-zu;\i Jnp. \Iməjuʔ\H2\h\i throat, to swallow."
 101,"*mĭ",   0,"person","民 \I*min\i people.", 260,"\Imi\i man.","","","\Imi\i a person, a man, KC *mi.","","\I*mi\i", 620, 852,"PG \I*miC\HL\h\i; BG: Dimasa \Imĭ-ya\i; Kham \Imī̀\i; Kanauri \Imi;\i Moshang \Imi-va,\i Namsangia \Imi(C\i); Digaro \Inəme\i; Rgyarung \Itĕrmi\i. Sh. 38, 124, 134, 441; Ben. 107."
 102,"*mjal",   0,"cut","糜 \I*m(r\i)\Iaj\i destroy, crush.",4509,"\Idmjal\i cut up, cut into little pieces.","\Ihmjańh\i cut into little pieces.","","","","",   0,   0,"Coblin 62."
 103,"*mīł",   0,"sleep","眠 \I*mīn\i shut the eyes (also \I*mīnʔ\i befool).",1763,"","\Iminh\i faint, \Ihminh\i shut the eyes, \Imjańh\i be sleepy.","\Imjen\H2\h\i-\Imjen\H2\h\i to enjoy sleep; (H) \Imje\i, \Imjen\i to pass off, as into sleep.","","","",   0,   0,"Bahing \Imjel\i be sleepy. Ben. 47."
 104,"*me[ŋ]",   0,"wen, goitre","",   0,"\Irmen\i gland, wen.","\Imraŋh\i wen, goitre.","","","","",   0,   0,""
 105,"*miH", 427,"possessive pronoun, self, own","",   0,"","\Imiʔmiʔ\i self, own.","","\Imi\i me, us, my, our.","","",   0, 503,"Kham \I-mī̀\i possessive affix. Cf. also the usage of this morpheme in: Konyak *ma- 'we', Mao Naga a-khru-mei 'we', LB *ŋa-mVʔ 'we'."
 106,"*mĭjH",   0,"sleep","寐 \I*m̲ĳs\i sleep, lie down to sleep.",2497,"\Irmi\i (pf. \Irmis\i) to dream.","\Ihmĳh\i to doze.","(H) \Išəmui\i be heavy with sleep.","","","",   0,1289,"Midzhu \Imui\i; Kham \Imìrə-hu\i to become sleepy (\Ihu\i come); Magari \Imi\i; Rgyarung \Ikarmye\i. Ben. 47. Cf. also Burm. \Ihmĳh\i doze."
 107,"*mĭnH (s-)",   0,"ripe","",   0,"\Ismin\i to ripen.","\Ihmańʔ\i ripe, LB \I*[s]minʔ\i.","\Imjin\H1\h\i be ripe.","\Ihmin\i ripe, cooked, KC \I*hmin\i.","\Imăn,\i \Ia-măn\i cooked, ripe, completed","\I*mìn\i", 623,   0,"PG\I *mìm\i ripen; Thankur \Ikhəmin\i be ripe; BG: G. \Imin-gipa\i, Dimasa \Imin~mun\i, Bodo \Imən\i to ripen, Kham \ImìN\HL\h;\i Rawang \Imin\i; Vayu \Imin\i; Bahing \Imiŋ\i; Miri \Imin\i. Sh. 38, 411; Ben. 106."
 108,"*mjar / *mrən (?)",   0,"quick, swift","",   0,"\Imjur\i quick, swift, speedy, \Ismjur\i be quick.","\Imran\i be quick, swift.","","","","",   0,   0,"See Luce 53 (comparing also OCh. 閔 \I*m̲rənʔ\i to exert oneself)."
 109,"*mjV̆k", 619,"eye","目 \I*muk\i eye.", 282,"\Imig\i eye, \Idmig\i hole.","\Imjak\i eye, LB \I*mjak\i.","\Imjiʔ\i\I\H2\h\i eye.","\Imit,\i KC \I*mik\i the eye.","\Imik,\i \Ia-mik\i the eye; mark, letter; eye-sight","\I*mìk\i", 612,1220,"PG \I*mìC\i; Miri \Iəmik;\i BG: Garo \Imik-ron,\i Dimasa \Imu\i, Bodo \Imegón\i eye; Rawang \Imɛ\i ~ \Inɛ\i, Trung \Imĕʔ\H1\h;\i Kham \Imì\i; Rgyarung \Itĕmńăk\i; Kanauri \Imigʔ\i eye of needle;; Moshang \Imak;\i Namsangia \Imit;\i Limbu \Imik,\i Vayu \Imek,\i Bahing \Imi-tśi,\i;\i Dhimal \Imi\i. Simon 10; Sh. 39, 124; Ben. 4, 409, 430; Mat. 199.\i Cf. also Tib. \I(d)mjug\i to show."
 110,"[*mlŭk]",   0,"a k. of monkey","",   0,"","\Imjauk\i monkey, LB \I*mhlukx\i.","","","","",   0,   0,"Digaro \Ită-myŭ\i. ? Cf. Lush. \Iva-hluk\i the flying lemur. Sh. 189."
 111,"*maw (~-ew)", 831,"mushroom","",   0,"\I? mog-śa,\i \Imog-ro\i mushroom.","\Ihməw\i, LB \I*s-məw\i mushroom.","\Ikəmu\H1\h\i mushroom.","KC: Mikir \Iki-mu\i.","","",   0,   0,"BG: Dimasa \Imŭ-khmu,\i Garo \Imeʔ-gu-mu\i, Bodo \Iməy-khúm\i; (?) Kham \ImòN\i id. Sh. 407; Ben. 114; Mat. 169."
 112,"*mo (~ -ew, -aw)", 845,"sky","",   0,"","\Iməwh\i sky, rain, LB \I*məwx\i.","\Iləmu\H2\h\i sky.","","","",   0,1033,"PG \I*mu ~ *mV;\i Chang Naga \Imüɣ\i; Rawang \Imu\i, Trung \Imə\H3\h.\i Sh. 124; Ben. 72, 110, 148; Mat. 183. Cf. \X<0.142>*m(r)ə̆(w).\x"
 113,"*məw",   0,"work, affair","懋 \I*m̲ō(ʔ)s\i make efforts, 務 \I*mhoʔs\i occupation, task; apply oneself to.",4419,"","\Iəhmuʔ\i work, case, affair.","\Imu\H3\h\i work, labor.","","","",   0,   0,"BG: Garo \Imo\i move, \IDimasa\i \Imau\i move, Bodo \Imaw\i to move, work; Rawang \Iəmu\i labor. Ben. 64; Luce 34; Coblin 69-70."
 114,"*mɨ̄j", 259,"bud, blossom","枚 \I*mə̄j\i stem, branch, twig.", 963,"\Ime-tog\i flower.","","\Inmoi\H1\h\i blossoms, as of grain.","\Imoi\i be beginnig to form in the bud (as rice).","","",   0,   0,"Ben. 67\I.\i"
 115,"*mŭjH ( ~ -ɨ̆-)", 613,"flowing water; cloud","浘 \I*m̲əjʔ\i flowing water.",5948,"","\Imuh\i small river, rivulet.","sə.33 mui.33 cloud","KC *mei cloud","","",   0,  46,"Cf. also Mĳu ka.1 măi.2, Bodo *zə-məʔi, Chang (Konyak) saŋmei 'cloud', Tangkul mui-ya id."
 116,"*mɨ̆jH",1138,"fine, beautiful","娓 \I*məjʔ\i fine, nice, 美 \I*mrəjʔ\i beautiful, pretty, 媚 \I*mrəj-s\i love, lovable.",1580,"\Ismos\i be pleased, to wish.","\Imwĳʔ\i to feel joy (also 'to enjoy sleep' - under the influence of *mĭjH q.v.).","(H) \Imoi\i perfectly, beautifully.","\Imoi\i beautiful, pretty, KC \I*moi\i.","","",   0,   0,"Sh. 408; Ben. 67."
 117,"*mōk",   0,"wash, soak","沐 \I*m̲ōk\i to wash.", 644,"","","","","","\I*mók\i / \I*móŋ\i", 627,   0,"Cf. PAN *emeg 'damp, moist, dampen'"
 118,"*mŏn",   0,"ethnic name, barbarian","閩 \I*m̲ən,\i \I*m̲rən\i certain tribes of the South.",3685,"\Imon\i general name for the different nations living between Tibet and the Indian plain.","\Imwan\i one of the nations of Burma.","","","","",   0,   0,""
 119,"*mūn ( ~ -ɨ̄-)",   0,"dark, dull","\i惛 \I*smə̄n\i stupid, darkened in mind, 殙 \I*m̲ə̄n\i, \I*smən\i blinded, confused, 昏 \I*smə̄n\i dusk, darkness; benighted, blinded.",6148,"\Irmun\i dull, heavy, stupid, \Imun\i obscure, dark.","\Ihmun\i weak eyesight, \Imwanh\i to faint.","","","\Imŭṇ-mŭṇ\i brown","",   0,   0,"Kham \Imən\HL\h\i become drunk. Luce 57, Coblin 60-61."
 120,"*mōŋ / *mōk (~-ū-)",  52,"midge, moth","蠓 \I*mōŋ,\i \I*mōŋʔ\i midge, mosquito.",8108,"\Imug\i moth, worm.","","","","","",   0,   0,"Cf. PAA *mVŋ 'gnat, fly'."
 121,"*mor (~-ur)",1136,"grain","",   0,"","\Imunʔ\i bread.","","\Ihmor-hāŋ\i name of a sp. of rice.","\Ijă-mór-zo\i  a spec. of zo (rice)","",   0,   0,""
 122,"*mə̄t",1027,"kinship term","妹 \I*mhə̄ts\i younger sister.", 822,"","\Imat\i husband's younger brother, younger sister's husband.","","","","",   0,   0,"Kham \Imama\i mother's younger brother."
 123,"*məw",   0,"woman, bride","",   0,"\Imo\i woman, female.","","","\Imo\i a bride, daughter-in-law.","\Iku-mo\i a lady, a grandee (female), an abbess","",   0,   0,"Meithei \Iimau\i daughter-in-law, Thado \Imau\i woman. Ben. 66."
 124,"*m(r)ăH",   0,"many, big","憮 \I*m(r)aʔ\i, \I*smā\i great (cf. also 滿 *mārʔ full)",3800,"\Ibra\i to have or be in great plenty.","\Imjah\i many, LB \I*mjax\i.","","","","*mV (?)", 979, 881,"Bodo \Imá\i be big; Kanauri \Imra\i. Ben. 43."
 125,"*mrɨăH",   0,"dance","舞 \I*m(r)aʔ\i dance.",3592,"\Ibro\i dance.","","","","","",   0,   0,"Simon 14."
 126,"*mrāH / *mrāŋ", 665,"horse","馬 \I*mrāʔ\i horse.",1935,"","\Imraŋh\i horse, LB \I*mhruŋx\i.","\Igumra\H2\h\i a horse, a pony; (H)\I kumraŋ\i a horse, a pony.","","","",   0,   0,"Haka \Iray\i; Kanauri \Iray;\i Thebor \Iśaŋ\i; Chepang \Isaraŋ\i; Rgyarung\I nporo,\i \Iporo,\i \Imoro\i. Sh. 121, 135, 143, 410; Ben. 43; Mat. 182."
 127,"*mrĕŋ",   0,"cry (of animals, birds)","鳴 \I*mreŋ\i cry of birds, sound of animals generally.",3711,"\Ismreŋ,\i \Ismraŋ\i word, speech.","\Imran\í to sound, cry (of birds).","","","","",   0,   0,"Luce 63."
 128,"*m(r)eŋ",   0,"taste","",   0,"\Imjoŋ,\i \Imjaŋ\i to taste.","\Imrańh\i to taste.","","","","\I*brä̀ŋ(s)\i ( < \I*mrä̀ŋ\i ?)", 664,   0,"PG \I*mjaŋ\HL\h\i to taste. Cf. also Burm. \Imrańʔ\i be soft (of meat), \Imrin\i be tasty, pleasant (of food). Luce 63."
 129,"*mrān",   0,"ethnic name, barbarian","蠻 \I*mrān\i Southern barbarian.",5267,"\Ibran\i slave, servant.","\Imran-ma\i Burma, Burmese.","","","","",   0,   0,""
 130,"*mrăŋ",   0,"see, eye-sight","明 \I*mraŋ\i eye-sight.", 938,"","\Imraŋ\i to see; LB \I*mraŋ\i.","","","","",   0, 654,"PG \I*mraŋ\i; Rawang \Iyaŋ\i, Trung \Ijaŋ\H2\h;\i Kham \Iràŋ\i to see. Sh. 125."
 131,"*m(r)āŋ / *m(r)āk",   0,"gadfly, fly","虻 \I*m̲rāŋ\i gadfly, horsefly.",1448,"\Isbraŋ\i fly, bee.","\Ihmak\i gadfly, horsefly, LB \I*smakx\i id.","","","\Isŭm-brjoŋ\i common fly","",   0,   0,"PG \I*napraŋ\i fly (n). Bod. 153; Luce 68. Cf. Austric: PAA *(bə-)raŋ 'wasp, fly', PAN  *qariñuan / *qaniRuan 'bee'."
 132,"*m(r)āŋ",   0,"people","氓 \I*m̲rāŋ\i population, people.", 972,"\Idmaŋs\i people.","","","","","",   0,   0,"Cf. also Tib. \Iãbaŋs\i subject; people. Coblin 116."
 133,"*mrăw", 604,"grain, seed","苗 \I*m(r)aw\i grain in the blade; sprout (cf. also 麰 \I*mu\i 'barley')",1435,"\Iãbru\i grain, seed.","\Imjəwh\i (OB \Imluiw,\i \Imliw,\i \Imljuiw\i: Luce 30) seed, grain; sort, kind.","\Imju\H3\h\i seed, sort.","\Imu\i a seed, kernel, KC \I*mu\i type, variety.","","",   0, 301,"Bodo \Imu\i type, variety; Miri \Ia-mî\i. Sh. 196; Ben. 43; Mat. 192. For the recurring meaning 'type, sort, variety' cf. OCh. 貌 \I*mrā(k)ws\i form, manner, aspect - possibly, a different ST root. See STEDT 338 *s-mu 'ball, egg, testicle' (although the basic meaning is no doubt 'seed'); should be distinguished from *mŭ 'eyeball' q.v."
 134,"[*mrāw]", 773,"wild cat","貓 \I*mhrāw\i wild cat, cat.",4304,"","","","","","",   0,   0,"Bodo \Imaw-zi\i cat."
 135,"*mrăwH",   0,"a kind of settlement or dwelling","廟 \I*mrawʔ\i ancestral temple.",3774,"","\Imrəwʔ\i (OB \Imruiwʔ\i) town.","","","","",   0,   0,""
 136,"*mrē(H)",1139,"buy, debt","買 \I*mrēʔ\i to buy, 賣 \I*mrēʔs\i to sell.",2820,"","\Imri\i debt.","\Iməri\H1\h\i to buy ( < Burm.?).","","","",   0,   0,"BG: Garo \Ibre\i, Dimasa \Ibaroi\i, Bodo \Ibay\i to buy; Moshang, Namsangia \Iri\i; Miri \Ire\i. Sh. 204, 433; Ben. 65."
 137,"*mrēk", 706,"vein, root","脈 \I*mhrēk\i vein.",1833,"","\Imrać\i (OB \Imryat\i) root.","","","","",   0,1353,"Cf. also Tani *mya-mi[k] root."
 138,"*mə̆jH (r-)", 276,"tail","尾 \I*məjʔ\i tail.", 568,"","\Imrih,\i LB \I*(s\i)\Imr[ej]x\i tail.","\Imai\H2\h\i tail.","\Imei,\i KC \I*kh-r-mei\i tail.","","\I*mé\i", 629,1302,"PG \I*meC\i tail; Mikir \Iarme;\i BG: Dimasa \Ikhre-mai\i, Garo \Ikiʔ-me,\i Bodo \Iha-may\i buttock; Moshang \Ia-mi\i; Namsangia \Iă-me\i; Kham \ImèN\HL\h\i; Trung \Imi\H1\h-tšɔ̆ʔ\H1\h;\i Thebor \Ime\i; Rgyarung \Itĕme\i; Bahing \Ime-ri\i;\i Digaro \Iləmi(ŋ\i); Hrusso \Iərim\i. Sh. 38, 408, 430; Ben. 64; Mat. 183."
 139,"*m(r)[ɨā̆]ŋ", 853,"brother, elder brother","兄\I *smraŋ\i elder brother, 孟 \I*mrāŋs\i eldest (of brothers).", 183,"\Imiŋ\i brother in relation to his sister.","\Imauŋ\i brother, LB \I*moŋ\i; \Iʔuh-mauŋh\i uncle.","","","","",   0,   0,"Ben. 189, Luce 75. Cf. \X0*māŋ.\x"
 140,"*m(r)ɨ̆ (~-ŭ; -t)",   0,"taste","味 \I*məts\i taste.", 782,"\Ibro\i to taste, to smell, \Ibrod\i taste.","","\Imu\H1\h\i to taste good.","","","",   0,   0,"Thankur \Ikhəŋəm\iш̀ be tasty. Shimon 18."
 141,"*m(r)ə̆n",   0,"ask","問 *mhəns\i ask, make inquires.",1987,"smon-pa to wish, require","\Imranh\i to ask (in the compound \Imĳh-mranh\i to ask).","","","","",   0,   0,"Cf. PAA *ma:ń 'ask, tell'."
 142,"*m(r)ə̆w",   0,"fog, mist","霧 \I*mh(r)o(k)s\i fog, mist.",4943,"\Irmu\i fog.","\Imru\i fog, mist.","","","","Dumi mōsɨsom 'smoke' (?)", 980, 957,"Cf. \X<0.112>*mo,\x \X<0.94>*mɨ̄H.\x"
 143,"*mrə̆k", 796,"pasture, meadow","牧 \I*m(r\i)\Iək\i pasture-grounds; to herd, herdsman.",1014,"\Iãbrog\i solitude, wilderness, summer-pasture.","\Imrak\i grass, LB \I*m(h\i)\Irukx\i.","","","","",   0,   0,"Kanauri \Imyak\i grass. Simon 9, Ben. 43."
 144,"*mruam",   0,"chew, munch","",   0,"","\Imrumʔ\i to chew.","\Imom\H2\h\i to nibble, munch, sip.","\Ihmuam\i, \Ihmom\i keep in mouth, KC \I*hmuam\i.","","",   0,   0,"Sh. 407."
 145,"*m(r)ōŋ ( / -ū-)",   0,"full, filled","饛 \I*m̲ōŋ\i full (e. g. food vessel).",8278,"","\Imrəuŋ\i be full, overflow.","","","","",   0,   0,"PG \I*mrVN\i enough."
 146,"*mrV̄m",   0,"shaggy","尨 \I*mrōŋ\i shaggy dog.",5466,"","","\Imjam\i be shaggy, tangled.","","","",   0,   0,""
 147,"*mrV̆ŋ(H)",   0,"order, command","命 \I*mriŋs\i order, command.", 802,"","\Iminʔ\i order, command.","\Imuŋ\H2\h\i an order, instruction.","","","",   0,   0,""
 148,"*mŭ",   0,"eyeball","眸 \I*m̲(r)u\i pupil of the eye.",2257,"","","","\Imit-mu\i eyeball.","","",   0,   0,"Cf. notes under *mrăw."
 149,"*mu",   0,"hawk, kite","",   0,"","","","\Imu\i a hawk, a kite, a falcon, KC \I*M-r-mu\i.","","\I*mu\i hawk", 868,   0,"Miri \Ipĕ-mui\i; Rawang \Ithəmö\i, Trung \Itə\H3\h-mə\H2\h\i eagle. Sh. 196; Ben. 61."
 150,"*mom / *moŋ",   0,"mouth of a river","",   0,"","\Iəhmwamh\i the mouth of a river.","","\Imoŋ\i the mouth of a river.","","",   0,   0,""
 151,"*m[ua]n",   0,"sorcery, magic","萬 \I*mans\i (~-rs) ritual dance.",3127,"\Isman\i she-demons worshipped by common folk; herbs, medicine, drug.","\Imanh\i to practice magic, sorcery.","\Iləmum\H1\h\i a witch.","","","",   0,   0,"PG \I*mVn\i medicine."
 152,"*muar", 761,"mould","黴 \I*mə̄j\i mould.",5226,"","","(H) \Ičəmu\i mould, mildew (?).","\Ihmuar\i mould, mildew.","","",   0,   0,"Thankur \Ikhəmor\i be musty or mouldy. Cf. Kham \Imos\i become mouldy and stale."
 153,"*mūH",   0,"see, look","冒 \I*mūʔs\i look down on, see; be covetous",1125,"","","\Imu\H2\h\i to see, behold.","\Ihmu\i to see, find.","","",   0, 526,""
 154,"*muj",   0,"demon, evil spirit","",   0,"\Idmu,\i \Irmu\i a k. of evil spirit.","","","\Ihmui-thla\i apparition, wraith, ghost (LS).","","",   0,   0,"Thangkur \Ikhəmaw\i a k. of evil spirit."
 155,"[*muk]", 125,"cubit, length of hand or arm","",   0,"","\Iməuk\i measure with breadth of fist.","","","","",   0,   0,"BG: Garo \Imik\i cubit, Bodo \Imu\i arm-length. Ben. 82."
 156,"*mūk", 283,"fog","霂 \I*m̲ōk\i drizzle.",7364,"\Irmugs,\i \Ismug\i a dense fog.","","\Imuʔ\H1\h\i cloudy.","","\Imuk\i foggy, misty, overclouded","\I*mV(k)-\i", 816, 761,"Sh. 38; Ben. 77. Cf. Tani *muk cloud."
 157,"*mōk",   0,"hat","冒 \I*mū(k)s\i hat.",1126,"\Irmog\i helmet.","\Iəmauk\i comb, crest.","","","","",   0,   0,"Cf. \X0*mō(s)\x. Simon 12; Sh. 39; Peiros-Starostin 216."
 158,"*mŭl",1141,"hair","眉 \I*mrəj\i eyebrow.",1370,"\Ismin\i eye-brow.","\Imwĳh\i hair.","\Imun\H1\h\i feather.","\Ihmul\i hair, fur, wool; KC \I*hmul\i.","\Iă-mjal,\i \Iă-mjel\i","",   0, 878,"Murmi \Imui\i body hair; BG: Garo \Iki-mil\i, Dimasa \Ikhi-mi\i; Moshang (\Ikə\i)\I-mūl\i feather; Kham \Imùl\HL\h\i body hair (cf. also \Imùs\HL\h\i pubic hair, \IməN\HL\h\i moustache); Rawang \Imil\i, Trung \Iaŋ\H3\h-mə̆l\H1\h;\i Rgyarung \Irmyi\i. Simon 21; Sh. 122, 125; Ben. 15-16."
 159,"*mŭl (~-ɨ̆-)",   0,"a k. of edible plant","薇 \I*m̲əj\i an edible plant (fern).",4557,"","\Imun-la\i cabbage.","","","\Itŭŋ-mel\i \Ipót\i a melon, a musk-melon","",   0, 568,"Bodo \Iməy-ta\i a k. of sour vegetable. Cf. forms for 'root' in some TB languages: Sherpa mɛr, Apatani lɨ-ma, Naga *ma(n)."
 160,"*mūm",   0,"bud","",   0,"","(Ben.) \Imum\i begin to form, as a bud, \Iəmum\i incipient bud.","(Ben.) \Imuum,\i \Iməum\i to bud.","\Imūm\i to close, or be closed (as a flower).","","",   0,   0,"Kham \Imom\i to germinate, bud. Sh. 38; Ben. 78. The form may be derived from \X<0.2005>*ʔum\x bulge q. v."
 161,"*mɨ̄n (~-ū-)", 885,"gate, door","門 \I*mə̄n\i gate.",1088,"","","","\Ihmun\i place, room.","","",   0,   0,""
 162,"*mōŋ",   0,"dark, blind","蒙 \I*mōŋ\i darkened, blind.",3598,"\Irmoŋ\i (p. \Irmoŋs\i) be obscured, obscurity.","\Ihməuŋh\i be dark, unlit; \Ihmauŋ\i be dark.","\Imuŋ\H1\h\i cloudy.","","\Imaŋ,\i \Ipă-maŋ\i overclouded, met. said of countenance overclouded through sorrow or displeasure; \Imuŋ\i to be overclouded as sky, mind, to be overcast, \Iso-muŋ\i cloudy weather","",   0, 253,"Simon 16; Sh. 39; Ben. 78. Cf. also Naga *mVŋ 'cloud; night', Gurung *mwVN 'night', Sichuan *muN id."
 163,"*mūr", 511,"mouth, jaw","",   0,"\Imur-goŋ\i the temples, \Imur-ãgram\i jaw, jaw-bone, \Imur-tho\i ulcer in the mouth, \Irmur\i to gnaw and bite each other, \Imur\i-ba to gnaw, masticate, \Imur\i gills.","","","\Ihmūr\i point, tip, end, KC \I*hmūr\i (Thado \Imu\i beak, Khoibu \Imur\i).","","",   0, 240,"Rawang \Imr\i face; mouthful; Newari  \Ihmu-tu\i. Sh. 161; Ben. 78\I.\i Not quite clear is the relationship of OCh. 吻 \I*m̲ənʔ\i corner of lips, shut the lips; Lush. \Ihmūi\i the lips; upper lip."
 164,"*mō(s)",   0,"cover","冒 \I*mū(k\i)s to cover.",1124,"","\Iəməwh\i to cover.","","","","",   0,   0,"Cf. \X0*mōk.\x Luce 29."
 165,"*mut", 743,"beard","",   0,"","\Imut-chit\i beard.","","","\Imăt,\i \Ia-măt\i hair","",   0,   0,"Miri \Ia-muit\i."
 166,"*mŭt", 572,"blow","",   0,"","\Ihmut\i to blow, LB \I*(s)mut\i.","(Ben) \Imut\i to blow.","KC \I*hmut\i.","\Imăt,\i \Imŭt\i to blow, to breathe at, \Isŭŋ-mut\i wind","\I*mùt\i", 608,   0,"Miri \Imut;\i Kham \Imwī̀\HL\h\i to blow on; Rgyarung \I-mut\i; Magari \Imhuṭ-\i; Bahing \Ihmut\i ~ \Imut\i. Sh. 43, 71, 132, 407; Ben. 75."
 167,"*mūt (~-ɨ̄-)",   0,"dye","韎\I *mə̄ts\i madder-dyed (e. g. leather).",7126,"","\Ihmut\i to paint, dye.","","","","",   0,   0,"Cf. PAN *gamat 'dying plant, dye'."
 168,"*mūt (~-ɨ̄-)", 568,"dark","昒 \I*smə̄t\i dark.",5602,"","","\Imut\H2\h\i be grey.","","\Ikŭr-mót\i freckles of face, sentigo, also ephelis or any similar slight alteration of pigment","",   0,  23,"Cf. Chepang [hmeʔ-]mut 'ashes'; LB  Zhaiwa mu̲t.55 mau.55 'cloud', Rawang rəmit, Dulong rɨ-mɨt id.; Bodo *rə-mət 'yellow'."
 169,"[*mV]",   0,"plough","",   0,"\Irmo\i to plough, to sow and plough.","","","","","",   0,   0,"Thebor \Imyo\i; Bunan \Imyo\i. Sh. 141."
 170,"*māj",   0,"touch","摩 \I*m̲āj\i touch; rub; close to.",3802,"","\Ihmi\i touch.","","","","",   0,   0,""
 171,"*mījH",   0,"rice, paddy","米 \I*mhījʔ\i rice.", 426,"","","\Ima\H1\h\i paddy.","","","",   0,   0,"Thankur \Ima\i paddy; BG: Bodo \Imay,\i Garo \Imi\i, Dimasa \Imai\i; Pwo, Sgaw \Ime\i boiled rice. Ben. 65, 128, 149. Cf. Austric: PAN *Semay 'rice', PAA *ma / *ma:l 'seed' (Peiros 1998, 222)."
 172,"*mākʷ",   0,"dumb, dull","眊 \I*m̲ākʷ,\i \I*m̲rākʷ,\i \I*m̲ākʷs\i dull-sighted.",5793,"","\Iməuk\i be ignorant, dumb.","","","","",   0,   0,""
