"NUMBER","PROTO","PRNUM","MEANING","CHE","ING","BCB","COMMENT"
113,"*gag",461,"1 branch 2 tree 3 bunch (of grapes)","ga 1","ga 1,2","gag 3","    3d class in Chech., 4th class in Ing., 6th class in Bacb. Cf. also Akk. \Igav\i "branch"."
114,"*ʯn",462,"1 tree 2 wood, piece of wood","ʯen 2","ʯi 2","ʯe~ 1","    Obl. base \I*ʯna-\i (Chech. \Iʯna-,\i Ing. \Iʯeno\i). 6th class in all languages (but in Chech. 4th class with meaning "butt-stock")."
115,"*i(n)",2316,"two","iʔ","iʔ","i","    The final glottal stop in Chech. and Ing. is secondary (as also in other numerals). The original base \Iin-\i is preserved as oblique (Chech., Ing. \Iina-\i).     Cf. also PN \I*ina-ra\i 'heifer (about 2 years old)' (Chech., Ing. inara) which is, on one hand, an obvious derivate of \I*i(n\i) 'two' (just like \I*qaʔar-ḳ\i 'a 3-years-old heifer' from the oblique base \I*qaʔa-\i 'three') and on the other hand - a perfect match for Lak., PL and PWC forms."
116,"*=aʯ-",108,"walk, go","=aʯ-","=aʯ-","iʯ-","    This stem reveals 3 Ablaut grades in PN: a) \I*ʔiʯ-\i > Bacb. \Iiʯ-\i walk; flow; b) \I*ʔeʯ-\i > Chech. \Iʔeʯ-\i id.; c) \I*=aʯ-\i > Chech. \I=aʯ-,\i Ing. \I=aʯ-\i id., Bacb. \I=aʯ-\i go away."
117,"*mɦal-i(n)",111,"warm; weak, loose","mela","mela","mali~","    The laryngeal in the initial cluster is preserved only in the Shar. dialect (\Imʕali~\i); cf. also Cheb. \Imali~,\i Khild. \Imeli,\i Ved. \Imene,\i Kharach. \Imene\i etc. The pure base is seen in Chech. \Imal-dan\i "to weaken, loosen"."
118,"*ʯi",112,"water","ʯi","ʯij","ʯi","    Cf. Chech. dat. \Iʯi-na.\i 3d class in all languages."
119,"*ʯa",2294,"an interrogative stem","(m-)ʯa","","(wu-)ʯ","    In Nakh this stem is used only as the second part of interrogative compounds (Chech. \Im-ʯa\i "which", Bacb. \Iwu-ʯ\i "what")."
120,"*tʯ",2288,"we (excl.)","tʯo","tʯo","tʯo","    PN paradigm: nom. \I*tʯ\i (length preserved in forms like dat. \I*tʯ-nu\i > Chech. \Itʯ-na\i), obl. \I*tʯa-\i (gen. Chech. \Itʯa-n,\i Bacb. \Itʯa-ji~\i etc.), erg. \I*ʔʯu\i (Chech. \Iʯa,\i Ing. \Ioaʯa,\i Bacb. \Iatʯo\i - probably with secondary -tʯ-)."
121,"*waj",2285,"we (incl.)","vaj","vaj","vaj",""
122,"*fu-(n)",464,"what (interrogative pronoun)","hun","fu","wu-ʯ","    Cf. also Bacb. wu~ "why", wu-naʯ "something". A derived noun is PN *fu-ma 'thing' (Chech. huma, Ing. hama, Bacb. wum)."
123,"*ḳVj-",465,"white","ḳajn","ḳaj","ḳuji~","    Vocalism not clear (old Ablaut?) The pure stem is represented in Chech. \Iḳaj\i "wall-eye", Bacb. \Iḳuj-dar/ḳuv-dar\i "to whiten"."
124,"*mV",2301,"interrogative stem","mila","mala","me~","    Widely used in PN, cf. Chech. \Imi-la\i who, \Im-lʯa\i which, \Imi-‰a\i where, \Ima-ca\i when etc.; Ing. \Ima-la\i who, \Imi-‰a\i where, \Ima-ca\i when etc.; Bacb. \Ime~\i who, \Ime-lʯu\i which, \Imi‰(a\i) where, \Imaca~\i when etc."
125,"*ʒɦuṭ",466,"1 bitch  2 woman","zud 1, zuda 2","zud 1","","    PN \I*ʒɦuṭ,\i \I*ʒɦuṭe-\i (3d class) "bitch" (for the obl. base cf. Chech. \Izda-,\i Ing. \Izudo;\i cf. also Pharch., Akk. \Izud,\i Lev. \Iʒʕud\i id.). The derivate \I*ʒʕuṭan\i "woman" exists only in Chech. (cf. Usl. \Izuda,\i Akk. \Izuda~;\i note that the Lev. dialect in Imnaishvili's notation has no laryngeal here: \Iʒuda\i - perhaps a faulty transcription?)."
126,"*qadela  *qadale",467,"mare","qla","qal","qadal","    4th class in Chech. and Ing., bd in Bacb. The Ing. word for "woman" (qal-sag) is formed from this root."
127,"*psṭuw",468,"1 wife 2 princess","st 2","suw 2","psṭu 1","    Obl. base \I*psṭuw-nV-,\i cf. Chech. \Istna-,\i Ing. \Isuwno,\i Bacb. \Ipstujni~;\i cf. also Bacb. \Ipsṭujno\i "woman". An interesting compound is Chech. \Istun-da\i "father-in-law" ("wife's father") = Ing. \Iust-da,\i where Ing. has a prothetic vowel and preserves the -st- combination. Cf. also Cheb. \Istu,\i Shar., Khild. \Isu.\i"
128,"*m-u(n) ( --)",300,"1 yellow 2 orange","ma 1","mɔa 2","","    The pure root is preserved in Chech. \Ima-dan\i "paint yellow"."
129,"*ʡV- ( --)",196,"1 light-bay, cream-coloured 2 yellow","ʕa 1","ʕaaʁa 2","",""
130,"*ḳaṗ- ?",470,"yellow","","","ḳaṗra","    Isolated in Bacb.; perhaps a loanword (but the source isas yet unknown)."
131,"*sn-i(n)",626,"blue","sna","sna","sejni, sni","    Cf. also Cheb. \Isjni\i 'blue'. The pure root is preserved in Chech. \Isen-dan\i 'to make blue', Bacb. \Isen-dalar\i 'to become blue'."
132,"*garge",396,"near","gerga","garga","garg(e“)",""
133,"*tuʯe",356,"salt","tʯa","tuʯ","tujʯi","    3d class in all languages."
134,"*=cu-n",380,"short","=ca","lɔca","=acu~","    Ing. has a prefixed l-; cf. also Cheb. \I=cu~,\i Shar. \I=cu~\i etc. For the pure root cf. Chech. \I=ac-dan,\i Bacb. \I=ac-d-ar\i "to shorten"."
135,"*la“i",145,"snake","l“a","le“a","la“","    6th class in all languages."
136,"*-uṭ-i(n)",472,"thin","-uṭa","-iṭa","d-uṭi~","    The Chech. form goes back to *-uṭ-a(n) (but cf. dialectal forms: Cheb. -uṭi~, Shar. -ujṭi~, Akk. -ṭa etc. which are regular). Cf. also Bacb. -uṭ-dar "make thin"."
137,"*m(ɦ)oʯ",94,"wind","moʯ","muʯ","moʯ","    6th class in all languages. Obl. base \I*maʯi-\i (Chech. \Imeʯa-,\i Ing. \Imiʯo,\i Bacb. \Imaʯi-\i)."
138,"*nʡana",473,"worm","nʕna","nʕana","nʕan","    6th class in Chech., Ing., bd in Bacb. Cf. also Pharch. nʕana."
139,"*qṗe",474,"1 trichina 2 worm","qba 1","qop 1","qawṗu 2","    4th class in all languages. The Bacb. form probably reflects a former obl. stem \I*qṗu-\i (which was lost in Chech. and Ing.)."
140,"*o",122,"year","o","o","o","    Obl. base \I*ari-,\i cf. Chech. \Iera-,\i Ing. \Iero,\i Bacb. \Iari-.\i 3d class in all languages.     The same root (with Ablaut and old morphonological changes) is present in two PN derivates:     1) \I*ir-i(n)\i "old (of age)" > Chech., Ing. \Iira,\i Bacb. \Iiri~;\i     2) \I*t-i-i(n)\i "old (inanim.)" > Chech., Ing. \Itia,\i Bacb. \Itii~.\i"
141,"*gni",475,"far","gna","gna","",""
142,"*min-",476,"occipital bone, cervical vertebra","min-dʕaʯk","","","    (\Idʕaʯk\i "bone")."
143,"*laḳ",469,"1 front part of neck  2 throat","lag 1","lak 2","","    Obl. base \I*laḳu-\i (cf. Chech. \Iloga-\i). Cf. also Cheb. \Ilaḳ\i (with exceptional preserving of glottalisation), Lev. \Ilag.\i 3d class both in Chech. and Ing."
144,"*=uʯ",484,"bottom, lower part","=uʯ","=uʯ","=uʯ","    Obl. base \I*=uʯe\i (Chech. \I=ʯa-,\i Ing. \I=uʯo\i). The root is used only with class prefixes."
145,"*alḳo",485,"hoof","","","alḳo","    Isolated in Bacb., but with rather probable Andian parallels."
146,"*kn",490,"wool (shorn in spring)","kan","ka","","    Obl. base \I*kne-\i (Chech. \Ikna-,\i Ing. \Ikano\i). 3d class in both languages."
147,"*kur",338,"tuft of hair, forelock","kur","","","    Obl. base \Ikra-.\i The word is isolated in Chech., but has reliable external parallels."
148,"*bʕʯul-",343,"snake","bʯal-la","bʕeʯal","","    4th class in Chech., 6th class in Ing."
149,"*ʁaṭ",495,"stem, stalk","ʁad","ʁad","","    Obl. base \I*ʁaṭ[u]-\i (cf. Chech. \Iʁoda-,\i Ing. \Iʁado-\i); 3d class in both languages. Cf. also PN \I*ʁaṭ[u]-m\i > Chech. \Iʁodam\i 'maize stalk', Ing. \Iʁadam\i 'stalk'."
150,"*dos",496,"1 wood, firewood  2 place for chopping wood","dos-buʯ 2","dos 1","dos 1","    Obl. base \I*dasi-\i (cf. Ing. \Ideso\i). 3d class in Ing. and Bacb."
151,"*jalata (--)",504,"corn","jalta","jalat","","    3d class in both languages."
152,"*ḳiḳel",507,"fruit","","","ḳiḳel (Desh.)","    The Bacb. word is isolated within Nakh, but has rather reliable external parallels."
153,"*“n-i(n)",510,"fat, greasy","“na","“na","","    The pure stem is preserved in Chech. \I“an-dan\i 'to fatten, fertilize'."
154,"*moʯḳ",514,"1 earth, country  2 country","moʯk 1","moʯk 2","moʯḳ 1","    Obl. base \I*maʯḳi-\i (Chech. \Imeʯka-,\i Ing. \Imeʯko\i). 6th class in all languages."
155,"*mHqu",520,"flint","mqaz","mɔqaz","maqa","    6th class in all languages. Cf. also Shar. \Imʕoqoz,\i Khild. \Imqoʒ\i etc."
156,"*der",522,"1 drizzling rain 2 bad weather","derz 1","darz 1","drol 2","    Obl. base \I*dare-\i (Chech. \Iderza-,\i Ing. \Idarzo\i). Differences in vocalism between Chech. and Ing. are explained by vowel levelling of direct/oblique bases. Length of the vowel in Bacbi (Kadagidze gives variants: \Idrol,\i \Idrola,\i \Idrina\i) is unclear (Bacbi does not normally distinguish between short and long vowels, and, anyway, in this case Chechen obviously points to a short vowel in PN). Cf. also dialectal forms with assimilation: Khild. \Iʒarʒ,\i Shar. \Iʒjerʒ,\i Akk. \Icjerc.\i Imnaishvili has a notation for Ing.: \Idjerc:\i - which points to PN *. The word belongs to the 3d class both in Chech. and in Ing."
157,"*fow (  --)",529,"fresh wind, breeze","h","fo","","    Obl. base \I*fow-nV-\i (Chech. \Ih-na-,\i Ing. \Ifo-no\i). 3d class in both languages."
158,"*psarV",530,"1 evening 2 yesterday 3 in the evening","sjr 1,sara-“3","sajra1,sara-“a3","psara 1, psare2","    The Nakh forms reflect different locatives and derivates from the root \I*psar(V)-\i (not attested without suffixes). The root is also used in Bacb. \Isi-psre(“)\i 'the day before yesterday' = Chech. \Issara,\i Ing. \Isijsara\i id. (etymology of the first part, PN \I*si-,\i is not quite clear - perhaps a dissimilation < \I*i-\i 'two', lit. 'two evenings (ago)')."
159,"*ḳurḳḳ- (  --)",540,"whirlpool","ḳurḳ-mani","","","    Obviously an expressive word, but with some possible external parallels."
160,"*=ʕbʯ-V(n)",334,"hot","=owʯa","=ʕajʯa","=apʯe~","    This adjective is a derivate from a verbal root \I*=ʕbʯ-/*=ʕbʯ-,\i reflected in Bacb. \I=epʯ-dar\i 'to warm up' (dur.), \I=opʯ-dar\i id. (term. = Chech. \I=oʯ-dan\i).  Cf. also other Bacb. derivates: \Ijopʯ\i "heat", \Idopʯ\i "sweat", \Idapʯ-na\i "heat", \Ijapʯol\i "warmth"."
161,"*ʡo-",561,"go","","","ʕo- (pres.)","    An isolated Bacb. root (used only in the present tense), but probably archaic."
162,"*-iʔ-",162,"to be in time, to have time","q-iʔ-","q-e-","","    The root also means 'to ripen, grow up' which reflects a contamination  with another PEC root \I*ʔirʷV\i q.v."
163,"*ʔt-",404,"to crush, pound","t-","t-","at-","    With Ablaut and the preverb *l- cf. also PN \I*l-t-\i 'to fight' (Chech. \Ilt-,\i Ing. \Ilet-,\i Bacb. \Ilet-\i)."
164,"*=ḳ-",570,"to fall down; crumble","l-g-, g-","","=eḳ-",""
165,"*=bc-",409,"to tell","=c-","=uwc-","=epc-","    The Ing. form \I=uwc-\i reflects PN \I*=bc-u-\i (cf. Chech. pres. \I=cu\i)."
166,"*=aq-",28,"to suck (breast)","=aq-","=aq-","=aq-",""
167,"*=a- ( --)",945,"to gnaw","","","=a-","    Isolated in Bacb., but having good external parallels."
168,"*ṭ",576,"1 front leg (of animal) 2 bottom chuck (of animal)","ṭa 1","ṭa 1","ṭa 1,2","    Obl. base \I*ṭ-ni-,\i cf. Chech. \Iṭna-,\i Ing. \Iṭno.\i 3d class in all languages."
169,"*ma",228,"1 beard 2 moustache","ma 1","mo (mo) 1","ma 2","    Obl. stem \I*mau-,\i cf. Chech. \Imoa-\i (Usl. \Imau-\i), Ing. \Imoo\i (hence, with vowel levelling, the direct base vocalism: \Imo\i). 4th class in all languages. Cf. also Chech. Lev., Pharch. \Ima,\i Khild. \Imo,\i Cheb. \Ima,\i Ing. (Imnaishvili) \Imwo‰:.\i"
170,"*a",8,"a k. of small bird","ma-a","","","    The 1st component of Chech. \Imaa\i "жулан" is \Ima-\i 'yellow' q.v. The word is isolated in Nakh, but has good external parallels."
171,"*‰lu(n)",170,"1 grey 2 roan","‰la 1","‰ɔla 2","","    Cf. also Cheb. \I‰lo~,\i Ved. \I‰la~\i etc. The word resembles Turk. \I*‰l\i 'grey', but cannot be a loanword (because of its morphological structure); however, the Turk. word could have influenced the meaning of Nakh \I*‰lu(n\i) - since the original meaning of the root in Dagestan languages is 'blue, green'."
172,"*ʁr",21,"1 cold (n.) 2 freeze","ʁr- 2","","ʁor 1","   4th class in Bacb. Cf. also Bacb. \Iʁor-i~\i 'cold as ice', \Iʁor-dar\i 'freeze'. Historically this is a verbal root with a suffixed -r. A trace of the vocalized stem \I*-aʁ-\i is probably present in the compound Chech. \Iʕin-daʁ,\i Ing. \Iʕin-darʁa\i 'shadow'."
173,"*ṭʕm",592,"wing","ṭam","ṭam","","    6th class in Chech. and Ing. Obl. stem \I*ṭʕmu-\i (Chech. \Iṭma-,\i Ing. - with vowel levelling - \Iṭamo\i). Cf. also Shar. \Iṭʕm,\i Akk. \Iṭam.\i"
174,"*“ʯ-",595,"teach","“ʯ-","“eʯ-","",""
175,"*‰(ɦ)il ( --)",31,"ashes, dust","","‰il","","    Isolated in Ing., but with rather probable external parallels."
176,"*ɦrcu",207,"1 anxiety, alarm 2 help in danger 3 raid, foray","orca 1,2","ɔrc 2","ʕarco 3","    3d class in all languages. Cf. also Cheb. \Ircu,\i Ved. \Ircu\i etc."
177,"*kaḳ-",143,"small, minute","keg- (pl.)","kegij (pl.)","kaḳe~","    The root is also present in Chech. \Ikag-dan/keg-dan\i 'break, destroy' ('make minute'), Ing. kag-de, Bacb. keḳ-dar id. Cf. also Chech. Cheb. \Ikagi~\i 'small, minute', pl. \Ikagij.\i"
178,"*l-ab-",603,"lean upon a staff while stepping","l-owz-","","","    Isolated in Chech., but obviously archaic. Length of vowel is determined by forms like \Ilewz-ira,\i \Ilewz-ina.\i There exists also a durative stem \Ilz-\i < \I*l-b-.\i"
179,"*mVʯV",607,"1 asp 2 poplar, willow","maʯ 1","miʯa 2","","    The Chech. word is quoted from the Russian-Chechen Dictionary. Vocalism is not quite clear. 4th class in Ing."
180,"*=att-",611,"to bake, roast","=att-","=att-","=att-","    Short vowel: cf. Chech. \I=ott-u,\i \I=ett-ira,\i Ing. \I=ott,\i \I=etta-.\i"
181,"*l(ɦ)",587,"quail","le","le","","    Cf. Chech. obl. \Ila-.\i 3d class in Chech., but 4th in Ing."
182,"*mm-aḳ",15,"female breast","mmag","","","    An isolated Chech. word (with a diminutive suffix); although it is a "children's word", it has direct parallels in other EC languages."
183,"*qs",627,"mane","qes","qes","","    Cf. Chech. obl. stem \Iqsara-;\i Lev. \Iqjes,\i Pharch. \Iqes.\i 4th class in Chech. and Ing."
184,"*ʔoHV-la (  --)",630,"thought","ojla","ujla","","    Reconstruction of Inlaut uncertain because of the absence of Bacbi parallels (*-g- also possible). The word is an exact parallel to Av. \Iurʁe-l\i 'thought'."
185,"*m(ɦ)arʁV",643,"1 shoot, offspring 2 twig, rod 3 a single straw","marʁa-l 1,2","merʁa 1,3","","    3d class in Chech. and Ing."
186,"*-abs- (--)",283,"fall asleep","t“-ows-","t“-ajs-","","    For the first part of the compound see PN \I*t“-.\i"
187,"*ʁorʁ",648,"1 coarse sand 2 rough, coarse","ʁorʁ 1, ʁorʁa 2","ʁorʁa 2","","    The Chech. and Ing. adjectives go back to PN \I*ʁorʁ-a(n\i)."
188,"*tl",651,"1 poplar 2 chock","tal 1","tl-g 2","","    Obl. base \I*tlu-,\i cf. Chech. \Itla-.\i The original meaning had been probably 'stick, tree' (in general), whence the Ing. diminutive \I*tl-iḳ\i > \Itlg.\i 3d class in Chech. and Ing."
189,"*l-lʯ-",652,"to jump","lelʯ-","","letʯ-","    With Ablaut and reduplication cf. also \I*ʯalʯV-:\i Chech. \Iʯalʯa-dla,\i Ing. \Iʯalʯa-dala\i 'to dance'."
190,"*sṭ-n-",2298,"what (interrogative pronoun)","st(n)-","se","sṭen-","    The basic form is ergative: Chech. \Isten,\i Ing. \Ise,\i Bacb. \Isṭe~\i (cf. also Cheb. \Istj~,\i Shar., Khild. \Isje~\i etc.). For the vowel length cf. also Chech. gen. \Istna-n;\i \Isten-ga\i 'where' etc."
191,"*mʕlu",654,"lizard","mla","melʕa","","    Cf. also Cheb. \Imjelu,\i Shar. \Imjolo,\i Khild. \Imjolu\i etc. 6th class in Chech., 4th class in Ing. The shift -l- > -lʕ- in Ing. points to an original cluster: \I*mʕlu\i > \I*mlʕu\i > \Imelʕa.\i"
192,"*ʔriw",658,"eagle","rz","rzi","ariw","    Cf. also Lev. \Irzu,\i It. \Irʒa.\i 4th class in Chech., Ing., 3d class in Bacb."
193,"*-law",35,"a suffix denoting profession","-lo","-lo","-law","    Cf. derivates like Chech. \Iṭema-l\i 'warrior', \Ibelʯa-l\i 'worker' (Ing. \Ibolʯ-lo\i), Bacb. \Iḳomsomol-low\i 'member of Komsomol' etc. The morpheme originally meant simply "man" (cf. the analogous use of -vi in Lezg., -i in Tab. < \I*cʷijo\i "man" etc.)."
194,"*“ʯ",679,"lime-tree, linden","“eʯ","“eʯ","","    Obl. base \I*“ʯa-,\i cf. Chech. \I“ʯa-,\i Ing. \I“eʯo\i (but also \I*“ʯu-,\i which is reflected in Chech. \I“ʯa-n\i 'made of lime-tree'). 3d class in Chech., 4th class in Ing."
195,"*l-l- (--)",168,"to melt (intr.)","ll-","lal-","","    The l- is an historical preverb."
196,"*ʔas-ar",292,"inspiration","asar","","","    Isolated within Nakh, but with reliable external parallels."
197,"*ʁunṭV- (-o-,-d-)",689,"bug","ʁundalʁi","","","    The word is homonymous with \Iʁundalʁi\i 'black elder' (Ing. \Iʁuldam\i), but this is probably fortuitous, since it has probable external parallels (or else a development "bug" > "black elder" had taken place - since black elder berries look like small insects?)."
198,"*ju",691,"waist; middle","ju","ju","ju","    Obl. base \I*jua-\i (cf. Chech. \Ijua-,\i Ing. \Ijuo;\i in Bacb. there is a separate noun \Ijua\i 'middle, center', differentiated from \Iju\i 'waist'). 4th class in all languages."
199,"*ʔaVr-",692,"on one's back","ara-l","ara-l","are","    A locative form from an archaic noun."
200,"*m-arc-",694,"to singe","marc-","marc-","marc-","    For vowel length cf. Chech. \Imerc-ira,\i Ing. \Imerc-ad\i etc.; cf. also Bacb. dur. \Imerc-ar\i ( < \I*mrc-\i with long vowel Ablaut grade)."
201,"*sa",700,"soul","sa","sa","sa","    Obl. base \I*si-\i (Chech. \Isi-na-,\i Ing. \Isi-no,\i Bacb. pl. \Isij-\i). 3d class in all languages."
202,"*=tt-",702,"to milk","=tt-","=ett-","=ett-","    Cf. also a derivate preserved in Bacb. and very archaic: \Ib-ettar\i (pl. \Id-ettri\i) 'a milch cow, sheep'. This root also influenced (semantically) PN \I*jtt\i 'cow' (q.v.) - which originally meant 'bull, ox'."
