"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
56,"*a",229,"foot","a-a-ṗə","a-ṗə","-q:wa","-q:wa","-ṗa","    PAT \I*a-ṗə\i (-ṗə the same as in \I*na-ṗə\i 'hand'). PAT \I*a\i 'foot' is frequent in compounds (\I*a-xʷa\i 'shin', \I*a-məqA\i 'knee', \I*a-cʷə\i 'toe' etc.). Cf. also the preverb \I*a-/*ə-\i 'from the foot, on the foot'. The root is employed also in PAT \I*a-ta\i (Abkh. \Ia-ata,\i Abaz. \Iata\i) 'root' ('foot part').     PAK \I*a-q:ʷa;\i meaning of the element -q:ʷa is not quite clear (possible interpretations see in Шагиров 1, 246). The root is used also separately in Kab. \Ia\i 'foot' and in a lot of compounds (\I*a-padə\i 'stocking', \I*a-gʷa(n\i)a 'knee', \I*a-sə\i 'barefooted' etc.).          In Ub. -ṗa = PAT *-ṗə. Cf. also a in compounds (\Ia-ṗə\i 'barefooted', \Ia-a\i (\Ia-aa\i) 'trace, footprint' etc.).     See Trubetzkoy 1922, 188-189, Шагиров 1, 246. Note that despite Lomtatidze (1966, 157-158, 161) the PAK *-q:ʷa has nothing to do with PAT *-ṗə and Ub. -ṗa."
57,"*zA",44,"full","a-zna","azna(ta)","jəz","jəz","ʁa-za","    PAT \I*(a)zə-na;\i PAK \I*jə-zə.\i All the forms (including Ub. \Iʁa-za\i) contain pronominal prefixes."
58,"*tA-",285,"give","a-ta-ra","a-t-ra","tə-n","tə-n","ta-","    PAT \I*tA-;\i PAK \I*tə-\i (an objectless form \I*ta-\i > Ad., Kab. \Ita-n\i also exists). In Ub. \Ita-\i is archaic and rarely used; more usual is the form \Itʷə-\i which must be an old variant of the same root (labialisation may reflect either old Ablaut or old class affixation)."
59,"*ṗəzA",299,"1 clean 2 good","a-bzia 2","bzi 2","q:-bza 1","q:-bza 1","ṗa 1","    PAT \I*bəzə-jA;\i PAK \I*q:a-bza\i (Shagirov 1, 218 regards the q:a- as a directive preverb). The root \I*bza-\i can also be seen in the compound verb \I*‰:a-bza-\i 'to get pure, settle (of water)'.         The Ub. form with glottalisation suggests PWC *ṗ-; the PAT reflex *-z- confirms it (if in PWC we had \I*bəA,\i then even after assimilation PAT *-z- would be expected; on the other hand, *-z- normally yields PAT *-z-). However, earlier glottalisation must have resided on the affricate, since the initial labial certainly is a historical prefix and there were no glottalised labial prefixes in NC or WC."
60,"*ʁʷV (ɣʷ-)",711,"1 good 2 of high quality, fitting 3 fresh, young","","","daʁʷə 1","daʁʷa 2","dʁa 3","    PAK \I*daʁʷA.\i The element *da- is the same as in PAK \I*da-xa\i 'beautiful' and Ad. \Ida-jə\i 'bad'."
61,"*ʷə",1440,"good","","","sʷə","fə","","    PAK \I*ʷə.\i Also means 'sweet' within the compound PAK \I*ʡa-ʷə\i > Kab. \Iʡaf,\i Ad. \Iʡasʷ\i."
62,"*ʷa",713,"1 young, fresh 2 new 3 good","a-a 1","a 1","a 1,2","sa 1,2","a 3","    PAT \I*a;\i PAK \I*a.\i Usually these AA and AK forms are compared with Ub. \Ia\i 'young, fresh, new': the correspondence is, however, irregular, and there exists a self-standing PWC root \I*V\i q.v. On the other hand, Ub.  regularly corresponds to AT , AK , and the semantic correlation between 'new' and 'good' is fairly common."
63,"*paʷə",750,"1 root; offspring 2 in front (postpos.)","a-pa 1","paʷ-“a 2","","","","    PAT *paʷə (cf. also Bz. a-pa). The meaning 'in front' is probably conditioned by analogy with PAT *pə 'nose, front' (or is this really a compound with this morpheme in the first component?). A similar root is present in Kartvelian (PK *pasw- 'root', see Klimov 187), so a loan from Kartvelian is possible (however, the reverse can also not be excluded)."
64,"*ʷəʯʷa",714,"1 grey 2 powder","","","ʯʷa 1","sʯʷa 1","ʯʷa 2","    PAK \I*ʯʷa.\i The root is used in several compounds also, cf. PAK \I*q:a-ʯʷa\i (Ad. \Iq:ʯʷa,\i Kab. \Iq:sʯʷa\i) 'blue', \I*ʯʷa-(n)ṭa \i'blue, green' (Ad. \Iʯʷnṭa,\i Kab. \Isʯʷnṭa\i) etc."
65,"*ʁIa- ?",715,"green, blue","","","","","ʁIa-a","    Isolated in Ub. with obscure etymology."
66,"*cə",716,"hair","a-ʯʷə-c","qwə-c","cə","cə","","    PAT \I*cə,\i mainly within the compound \I*qʷə-cə\i 'a (single) hair' (cf. also Bzyb. \Ia-ʯʷə-c\i); cf. also Abaz. \Ila-c\i 'a grey hair'. PAK \I*cə.\i     In PAK we would expect a change *c- > *s-. One may suppose that it didn't occur in old compounds like \I*s“a-cə\i 'hair of head' (medial -c- did not undergo spirantization) which hindered spirantization in the independent position.     Abdokov (1983, 83-84) compares PWC \I*cə\i 'hair', explained as a contraction <  \I*dəsə,\i with PAK \I*lasa,\i Ub. \Idaʷa\i 'wool' (see under \I*lasʷV\i). If this is true  we should rather speak of a more complicated contraction \I*lasʷə\i > \I*t“Vsə\i  [which would be a regular reflex] > \I*cə\i > \I*cə.\i In this case, \I*-cə\i in PAT \I*qʷə-cə\i '(a single) hair' should be kept apart from the PAK form. The problem is still to be investigated."
67,"*laḳə ?",717,"hair","","","","","Laḳ","    Def. a-Laḳ. An isolated Ub. word with obscure etymology."
68,"*mV",718,"1 hand 2 knee 3 kneeling","a-na-ṗə 1","naṗə 1","agʷana-mə-s“","agʷaza-mə“a","a-m-a 2","    PAT \I*na-ṗə\i 'hand' (for -ṗə see PWC \I*ṗA\i) is obviously a dissimilation from \I*ma-ṗə.\i The root \I*ma\i is clearly seen in compounds like \I*ma-cʷA\i 'finger' (Abkh.  \Ia-ma-ca,\i Abaz. \Ima-‰ʷə\i), Abkh. \Ia-ma-ʯʷar\i  'arm' etc.     Outside AT the same root (with the general meaning "extremity") can be probably discovered within the common WC designation of "knee": AT \I*mə-qA\i (Abkh. \Ia-a-mʯə,\i Bz. \Ia-a-mʯə,\i Abaz. \Ia-mqa\i); Ub. \Ia-m-a\i (where the first part is the PWC root for 'foot, leg' q.v. and the last part is the PWC root for 'head': the whole compound can thus be interpreted as "head of leg's extremity"). In AK this root has survived only within the compound \I*a-gʷa(n)a-mə-s“a\i 'kneeling' (\I*a-gʷa(n)a\i is the PAK word for 'knee').  Thus Abdokov's (1983, 79) comparison of PAT \I*mə-qA\i with an isolated Akhvakh  form (Akhv. \Imuu\i 'knee') should be rejected."
69,"*Ia (*q:Ia)",719,"hand","","","ʡa","ʡa","-ṗa","    PAK \I*ʡa;\i Ub. def. \Ia-aṗa.\i For the etymology of -ṗa see \I*ṗA;\i the root \Ia-\i is discoverable in many compounds (\Ia-(n)cʷa \i'finger' etc.).     External correspondences suggest that this root must have been labialised, but labialisation was for some reason lost in PWC. Indeed, we find the labialised form \I*Iʷa\i (\I*q:Iʷa\i) within the compound \I*Iʷa-(p)a\i (*q:Iʷ-) 'arms, embrace; to embrace' q.v.     AT parallels for this root suggested by several authors are not persuasive (see Шагиров 2, 154 - 155 with literature)."
70,"*SqIa",720,"head","ʯə","qa","s“a","s“a","a","    PAK \I*qA\i (cf. also Bz. \Ia-ʯə\i), PAK \I*s“a;\i Ub. def. \Ia-a.\i A cluster with some front fricative must be reconstructed for PWC on basis of the Ub. and AK forms; its precise nature is hard to establish."
71,"*ʯ(I)a-",60,"1 to hear 2 to be heard, reach one's ears","a-“a-ra 1","“a-ra, ʕa-“a-ra 2","","","","    PAT \I*“a-.\i The PWC reconstruction is tentative: without Ub. and AK parallels we could reconstruct *ʯ, *ʯ,*I,*I,*ʯI or *ʯI."
72,"*q:IʷA",408,"1 to hear 2 to be heard, reach one's ears","ʕʷ-ra 2","aʕa-ra 1","ʡʷə- 2","ʡwə- 2","ʷə- 1,2","    PAT \I*(a)ʕʷA-.\i In Abaz. a secondary delabialisation (probably under influence of \I“a-ra,\i \Iʕa-“a-ra\i 'be heard') had occurred; the original variant is preserved within the compound \Iʒər-ʕʷ-ra\i 'listen' (see under \I*A\i 'ear').     PAK \I*ʡʷə-\i (there exists also a "centripetal" form \I*ʡʷa-\i > Ad., Kab. \Iʡʷa-n\i). Ub. 3 sg. \Ia-ʷə-n.\i     The same root is also present in the common WC compound \I*lA-q:IʷA-\i 'listen' (see under \I*A\i 'ear')."
73,"*ʷə-",54,"to hear","","","zaxa-xə-n","zaxa-xə-n","","    PAK \I*xə-\i (used only with preverbs). The PWC reconstruction is only tentative without AA and Ub. parallels (since PAK *x may go back to *ʷ, *w, *ʷ, *x(ʷ), *xʷ)."
74,"*gʷə",55,"heart","a-gʷə","gʷə","gʷə","gʷə","gə","    PAT \I*gʷə,\i PAK \I*gʷə,\i Ub. def. \Ia-gə.\i"
75,"*q:ʷa",593,"horn","a-ṭʷəʕʷa","ʷʕʷa","bz-q:ʷa","bz-q:ʷa","qa","    PAT \I*ṭʷə-ʕʷa;\i PAK \I*bza-q:ʷa\i (the etymology of \I*bza-\i see under \I*bə~zʷa\i).     Shagirov (1, 88) thinks that -q:ʷa here is the same as in \I*a-q:ʷa\i 'foot, leg'. This could be true if the compound had meant originally 'toe-nail' (lit. "foot-horn"), cf. an analoguous semantic development in Balto-Slavic (*noga). The same root may be discovered in other derivates like Kab. \Iq:ʷ-gʷa\i 'hornless, one-horned', Ad., Kab. \Iq:ʷ-pa\i 'corner, angle', Kab. \Iq:ʷ-ps\i 'root' etc.     Ub. \Iqa\i and PAK \I*q:ʷa\i point unambiguously to PWC \I*q:ʷa;\i however, in PAT we would rather expect \I*qʷa\i than \I*ʕʷa.\i The reason of the irregularity is that the PAT form must have originally been a compound: 'two horns', PWC \I*tqI:ʷə-q:ʷa\i which underwent a dissimilation and was transformed into \I*ṭʷəqI:ʷa\i > PAT \I*ṭʷəʕʷa.\i In this way the numeral retained here the initial dental, which was lost in the independent position (PAT \I*ʕʷə\i 'two' q.v.)."
76,"*sA",2283,"I (1st p. pr.)","sa-ra","sa-ra","sa","sa","sə-ʁʷa","    PAT \I*sa(-ra)\i (cf. also Bz. \Isa-ra\i), PAK \I*sa.\i The root (in the Ablaut grade \I*s(ə)\i) is used in all languages as a pronoun prefix of the 1st person sing."
77,"*sV",768,"to swim","a-ʒ-sa-ra","ʒ-ca-ra","ja-sə-n","ja-sə-n","ʒasa-","    PAT \I*ʒə-sa-\i (cf. also Bz. \Ia-ʒ-sa-ra\i). For the first component (present also in Ub. \Iʒa-sa-\i) see \I*ʒV-.\i In Abaz. (and in the Abkh. Bz. variant \Ia-ʒ-ca-ra\i) there occurred an assimilation (\I-ʒ-sa-\i > \I-ʒ-ca-\i), perhaps not without influence of \I*ca-\i 'to go' q.v.     In PAK (\I*ja-sə-\i) the root is present without the first component \I*ʒA\i (but with a pronominal prefix)."
78,"*ḳʷə-",721,"kill","","","wəə-n","wəə-n","ḳʷə-","    PAK \I*wə-ḳə-\i (with a transitivizing prefix *wə-), Ub. 1st p. \Ia-s-ḳʷə-n.\i Despite a phonetic irregularity (loss of labialisation in PAK), it seems to us impossible to separate the AK and Ub. forms (which had been compared by Dumezil and Fhnrich 1972, 657). It is most probable that labialisation of *ḳʷ was lost in PAK under dissimilation with the initial prefix *wə-."
79,"*q:ara",597,"far","a-ʯara","qara","","","","    PAT \I*qara\i (cf. Bz. \Ia-ʯara\i)."
80,"*gʷan(ə)a",722,"knee","","","a-gwna","a-gwza","","    PAK \I*a-gʷa(n)a (\I*a\i 'foot, leg' q.v.). It is hardly possible (for semantic reasons) to compare the AK form with Ub. \Igana\i 'handle' (see Shagirov 1977, 249)."
81,"*dərə-",723,"know","a-dər-ra","dər-ra","","","","    PAT *dərə-. Further etymology unclear."
82,"*V-",160,"1 know 2 learn","a-a-ra 2","","sa-n 1","sa-n 1","a- 1","    PAT \I*a-\i (cf. also Bz. \Ia-a-ra\i); Ub. 1st p. \Ia-s-a-n.\i PAK \I*ʡa-\i: initial cluster is reconstructed on basis of Shaps. \Isa-.\i The element -ʡa is treated (by Lomtatidze 1972, 130-133 and Shagirov 2,152) as an affirmative affix. Whatever it was, it influenced the development of the initial affricate (all affricates in such clusters become palatal in PAK). The original - (which is the normal PAK reflex of PWC *) is probably retained in Kab. \Iə-xʷə-n\i 'be acquainted (with someone)'."
83,"*p:əGə (*b-)",724,"1 leaf 2 to open (of leaves)","a-bʁə 1","bʁə 1","","","bʁə- 2","    PAT \I*bəɣə;\i Ub. 3d sing. \Ia-bʁə-n.\i"
84,"*a(m)pa (*l-)",499,"leaf","","","t“p","t“ampa","","    PAK \I*t“a(m)pa\i. Abitov's and Shagirov's (2, 83) explanation ("ear"+"front part") is clearly a folk etymology. The word has quite reliable parallels in EC languages. AK > Osset. (Dig.) \Iṭaf\i 'leaf', see Abayev 1979, 350.."
85,"*ṗa",150,"1 leaf 2 foliage","","","ṗ-s 2","ṗs-sa 2","ṗa-pa 1","    PAK \I*ṗa-sa\i (the second component is not quite clear; without it cf. probably Kab. \Iṗsi-j\i 'plane seeds' = "belonging to leaves", see Shagirov 2, 53; despite Abdokov 1983, 107 it is hardly a separate WC root). In Ub. cf.  also \Iṗa-wa\i 'leaf', \Iṗ-d(ə\i)ʁa 'paper'. The correspondence PAK *: Ub.  points unambiguously to PWC *."
86,"*ja",194,"1 to lie 2 to sleep","a-ja-ra 1","","-ja-n 2","-jə-n 2","","    In PAK the root may be discovered within the compound \I*‰:ə-ja-\i 'to sleep' (see \I*:ʷa\i 'sleep')."
87,"*ə-",133,"lie","a--ta-ra","-ṭa-za-ra","-ə-","-ə-","-ə-","    PAT \I*ə-ta-\i (with unclear glottalization in Abaz.); the element *-ta- may be possibly identified with the locative verbal stem \I*-ta-\i 'to be (inside)'. In AK (PAK \I*ə-\i) and Ub. this root is used only with locative preverbs (cf. Kab. \Ijə-ə-n\i 'lie within', Ub. \Ibʁa-ə-\i 'lie upon'  etc.). In Ub. the root is confined to the plural (being the collective counterpart of -sə- q.v.).     The transitive meaning ("to put") is not attested in the verbal paradigm, but there are some nominal derivates which have preserved it: cf. Kab. \Ia\i 'place' (*'place to put smth.'), Ub. \Ia-ʷa\i 'sheath, case' ("place (-ʷa) to put smth. in")."
88,"*gʷa (*gʷ-,*k:ʷ-)",396,"near","jgʷa","argʷa-nə","","","","    PAT \I*ajə-gʷa\i / \I*arə-gʷa\i (with pronominal or reflexive prefixation; in Abaz. cf. also \Iajgʷa\i 'friend'). The Abkh. form \Ijgʷa\i goes back to \I*ʕa-ajə-gʷa\i with an additional locative prefix."
89,"*sə- ( *-)",89,"1 sit 2 sit; lie","","","-sə-n 1","-sə-n 1","-s- 1,2","    PAK \I*-sə-\i (used only with preverbs, e.g. \I*jə-sə-\i etc.). In Ub. the verb is also attested only with preverbs."
90,"*ʷA",725,"liver","a-gʷa-a","ʷa","sʷə","","gə-cʷa-bIa","    PAT \I*ʷa\i (in Abkh. - a compound with \I*gʷə\i 'heart'). Ad. < PAK \I*ʷə.\i Ub. also has a compound with \Igə\i 'heart' (cf. Abkh.) + \IbIa\i 'grey'. Note the loss of glottalization in Ub. (a misspelling of Vogt?); the normal glottalized form of the root appears in \Iʷa-ca\i 'gall' (-ca is probably 'burning, bitter').     See Shagirov 1977, 2, 83."
91,"*ajə:ʷə- ?",782,"short","","ajəs","","","","    Isolated in Abaz. with obscure etymology."
92,"*laməʷə- ?",726,"liver","","","t“amsəʁw","t“amsəʁw","","    PAK *t“aməəʁʷə. Obviously a compound of some kind, but a good explanation is not found yet. (Shagirov 2,83 proposes 'spirit' (*t“a) + 'accompany', Kab. səʁʷə-n - but the latter corresponds to Ad. əʁʷə-n < *əʁʷə-). Despite  Abdokov 1982, 83, the AK form should certainly be kept distinct from WC *ʷA  'liver' q.v."
93,"*ʷA",66,"long","a-wə","wə","ə-“a","ə-“","wa","    PAT \I*wə;\i PAK \I*ḳə-“A.\i In the first part of the AK compound we may possibly see PAK \I*ḳə-\i 'grow' (unlike Shagirov 2, 135 we wouldn't like to split PAK \I*ḳaə\i 'short' and find in it's first part the same component; see the etymology of this word). The second component, \I*“A,\i is strangely enough, related by Shagirov (ibid.) to PAK \I*“A\i 'bring, carry'. We would still like to follow Trubetzkoy in connecting the AK and Ub. forms (the “:w correspondence is here just the same as in the word for "dog"). However, PAT should have regularly had l-, not w- here; perhaps we should assume that PWC *ʷ was for some reason split into l and w in PAT (position before different vowels? - there are too few examples to come to a definite conclusion).         In Ub. wa can be also discovered in the word for far (\Ia-wa\i lit. 'long for feet')."
94,"*A",67,"1 louse 2 nit","a-a 1","a 1","a 1","a 1","ṭa- 2","    PAT \I*a\i (cf. also Bz. \Ia-\i); PAK *a. Ub. has a compound of \I*ṭa\i 'nit' + \I*A\i 'louse' (despite Shagirov 2, 125 Ub. \Iṭaḳ\i 'louse' can not belong here; coincidence with - in \Idəma\i 'egg' is probably fortuitous)."
95,"*ṭa",727,"1 louse 2 nit","","","","","ṭaḳ 1, ṭa 2","    The Ub. root \Iṭa-\i is isolated (\Iṭa-ḳ\i may be an old singulative form; about - see \I*A\i - Ub. \Iṭa-,\i inspite Shagirov 2, 125, can have nothing to do with this root), but has rather probable EC parallels."
96,"*q:aa",728,"man","a-ʯaa","qaa","","","","    PAT *qaa (cf. also Bz. a-ʯaa). Pl. *qa-cʷa (Abkh. a-ʯaca, Abaz. qa‰ʷa) is probably a reduction of *qaa-cʷa."
97,"*ə",634,"man","","","ə","ə","","    PAK \I*ə.\i Despite Abayev 2,19-20, Balkarov 1969,171, Shakryl 1968, 30-31, 77 and Shagirov 1,257 the AK word can not be related to PAT \I*ləgə\i 'slave; old man'."
98,"*kʷaba ?",729,"man, husband","","","","","kʷaba","    An isolated Ub. word with obscure etymology."
99,"*racʷa ?",730,"many","a-ra‰a","","","","","    Isolated in Abkh. with unclear etymology (the element -ca should be perhaps identified with the plural suffix -ca ?)."
